drug	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	ExactMolWt	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	FractionCSP3	HallKierAlpha	HeavyAtomCount	HeavyAtomMolWt	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	MaxAbsEStateIndex	MaxAbsPartialCharge	MaxEStateIndex	MaxPartialCharge	MinAbsEStateIndex	MinAbsPartialCharge	MinEStateIndex	MinPartialCharge	MolLogP	MolMR	MolWt	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRadicalElectrons	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	NumValenceElectrons	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	RingCount	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea	qed
Dactolisib	1.5920983929372514	1903.202178983859	25.02636877963644	20.22722003661842	20.22722003661842	17.36934182550903	11.748041786553427	11.748041786553427	9.601347129534648	9.601347129534648	6.933905358427976	6.933905358427976	4.736960261960973	4.736960261960973	5.41499046939678	10.056428738810308	0.0	5.689743398203474	0.0	55.21699204916919	0.0	22.378714849872978	74.6416215871488	34.23627956007152	0.0	469.19026035600007	0.8611111111111112	1.6111111111111112	2.388888888888889	0.1333333333333333	-4.759999999999999	36	446.3640000000003	234470212.05205664	21.751951230209205	7.89109502524953	3.286018746240337	207.25744481737055	13.407465839626129	0.3330264729488181	13.407465839626129	0.3330264729488181	0.1487330871155721	0.2931592366657142	-0.6094675124162521	-0.2931592366657142	5.893780000000006	143.19299999999984	469.5480000000002	0	6	0	0	0	3	3	6	6	0	6	0	3	0	0	0	174	0.0	0.0	0.0	0.0	0.0	5.689743398203474	19.10215633747713	4.794537184071822	5.261891554738487	0.0	36.39820241076966	61.372579793544894	29.58041547491685	45.43524449895074	6	0.0	32.83925129939463	5.261891554738487	19.10215633747713	7.04767198267719	19.26246486877803	0.0	101.2378240387378	0.0	22.883510570869827	5.689743398203474	0.0	0.0	0.0	19.10215633747713	12.46266245207397	11.33111286753076	19.410925891078243	89.98462914883731	0.0	49.65354055747219	0.0	76.5	3.351267229885781	0.0	22.66369244876406	11.458421955250955	6.203156397122759	0.0	26.247442991556238	3.629753842910131	3.76675618446542	1.7628422833779975	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0.3236299364019045
Lapatinib	1.291877087026654	1760.5816038855614	28.11430892837647	21.525578213549014	23.0980037404952	19.23129794297471	12.395212290053273	14.833690279846516	9.215612699911482	11.88256533725122	6.008345079265792	7.249420413511957	4.026938249729609	4.777163731713348	9.837253136417502	12.808212032003755	0.0	18.1769564123056	52.45085334081485	16.46637642377805	24.71582339519917	24.26546827384644	36.39820241076966	20.60153424990708	20.75495378108591	580.134732212	1.025	1.9	2.7	0.1724137931034483	-3.9899999999999993	40	554.8610000000003	1089671666.2054772	27.572125089822265	12.033712839100875	7.14680707641382	235.65015567569455	13.43080267349532	0.4873439231472526	13.43080267349532	0.1482046266228122	0.0663616872403092	0.1482046266228122	-3.0189964704993364	-0.4873439231472526	6.139100000000004	154.12419999999972	581.0690000000003	2	8	0	0	0	3	2	5	8	2	11	0	11	0	0	0	206	19.78759109886606	51.67654546560868	0.0	0.0	0.0	0.0	0.0	22.77616907389817	0.0	0.0	23.733674027155736	66.2271221763131	29.437587570269333	22.836944044016956	5	21.96222592285715	43.84636701124967	0.0	15.284745645900747	0.0	13.151638370425491	23.8701678001771	101.28727796166254	0.0	17.07321074385534	15.370440161812713	15.89566410019341	5.749511833283905	11.600939890232516	36.939133222394126	22.988891506843	5.817220841045895	11.323698910571435	83.54087583335723	5.022633313741326	22.226623842652494	0.0	106.35	47.77016383386255	6.4674364239524245	8.796988740381748	7.555419093540143	2.991532856334796	2.1726441865322355	20.97804452970269	2.6916802072288206	0.956197710075052	-3.0189964704993364	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0.1794794929805593
AZD8055	1.636005116667688	1173.496323524032	23.65612529163337	19.899225797024556	19.899225797024556	16.58404999576855	11.74447641775551	11.74447641775551	8.834273848456013	8.834273848456013	6.538569559804627	6.538569559804627	4.618518119187471	4.618518119187471	0.0	5.106527394840706	0.0	18.69056362280884	43.77255619308979	41.11443078236743	0.0	7.109797541277533	30.33183534230805	23.647293861082204	29.16252442424177	465.237604472	0.9705882352941176	1.7058823529411764	2.3823529411764706	0.48	-3.01	34	434.30600000000027	74834218.41861852	22.76599430074375	9.693996811360211	4.263117324823141	198.85128564696	9.751088126673444	0.4963854360586909	9.751088126673444	0.2293076044680706	0.1062502273716754	0.2293076044680706	-0.1062502273716754	-0.4963854360586909	2.642900000000001	130.4978	465.5540000000004	1	9	0	2	2	1	2	3	9	1	9	0	5	0	2	2	180	29.11693571794181	11.567374611118932	5.647177220767728	5.948339280986494	0.0	0.0	0.0	4.9839785209472085	9.967957041894415	0.0	0.0	44.179309741689295	24.21641579521914	63.30804123145129	5	19.31711625624085	22.799603494054047	0.0	14.951935562841626	0.0	32.538038022190094	56.426657672855306	35.89528683400505	0.0	17.00689131982936	14.536682415501003	11.766202058821523	5.749511833283905	0.0	78.76898282713262	16.080607872113017	0.0	19.410925891078243	30.33183534230805	0.0	22.29078092177798	0.0	93.07	16.650978176078873	0.0	19.38805613077799	10.665954644268137	3.046244567271353	2.216006183319565	10.12534583150325	0.0	8.308527015660541	1.5988874511202875	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.6103026509720981
Erlotinib	1.956916735390814	1001.0042022970772	20.476480726871785	16.474649631118567	16.474649631118567	14.245044700517589	9.107799662785103	9.107799662785103	6.071032106686076	6.071032106686076	4.082844815672015	4.082844815672015	2.682613459431351	2.682613459431351	0.0	0.0	0.0	0.0	43.74441430245451	22.153762698461613	6.3273200747645415	14.219595082555069	36.39820241076966	21.205179964756397	25.37080171082045	393.168856216	0.9310344827586208	1.6551724137931034	2.3448275862068964	0.2727272727272727	-3.34	29	370.2590000000002	4235838.812669483	20.395692002202136	10.271588954277956	5.347720173143325	169.53226322785696	5.857396779890918	0.4872695203914322	5.857396779890918	0.1629950936414515	0.392174356427603	0.1629950936414515	0.392174356427603	-0.4872695203914322	3.405100000000002	111.93970000000004	393.4430000000002	1	7	0	0	0	2	1	3	7	1	7	0	10	0	0	0	150	24.264240419206526	25.35894678162541	11.49902366656781	0.0	0.0	0.0	0.0	9.967957041894415	0.0	6.423349895620259	11.986801387317254	24.26546827384644	36.92302413186203	18.730464646642098	3	18.9474518152002	22.40817398459965	0.0	9.967957041894415	0.0	0.0	45.96391154461307	48.2889739772312	0.0	23.842807881043715	14.790514511606428	11.50524905251859	11.49902366656781	0.0	50.61507998250116	9.473725907600098	12.343784214475903	5.563451491696996	42.7255224855342	0.0	10.902924932081056	0.0	74.73	21.80177119107172	0.0	8.754103465077492	4.096557301741735	2.3431613389549897	4.443107152704465	11.25804627251954	6.9941913606362345	1.7256948446942133	3.2500337392662777	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0.4178840975839869
Bortezomib	2.161933230544059	759.0436469670761	20.518297090128677	15.947767755576168	15.947767755576168	13.363081100704113	9.13789914488264	9.13789914488264	6.964666142522542	6.964666142522542	4.113162282885619	4.113162282885619	2.753966930279588	2.753966930279588	30.91578521994113	19.63711951827565	0.0	18.032655663935863	6.4208216229260096	5.563451491696996	18.59053071483923	0.0	44.179309741689295	20.60153424990708	0.0	384.19688568	1.1071428571428572	1.8214285714285716	2.392857142857143	0.3684210526315789	-2.7750649350649352	28	359.0450000000001	1408881.2155927708	21.524172160754688	10.531039362336648	6.750183039885146	164.11611240521268	12.826666981607456	0.4749647122685063	12.826666981607456	0.4749647122685063	0.0919305608045688	0.4257360952865367	-1.6949844256139357	-0.4257360952865367	0.3605999999999987	105.00950000000005	384.2450000000001	4	8	0	0	0	1	1	2	6	4	9	0	9	0	0	0	148	20.68162235814467	11.735768823996422	0.0	5.907179729351506	5.907179729351506	7.118392334224363	14.573052889090851	4.9839785209472085	0.0	0.0	44.179309741689295	17.9021791607844	18.81450876615216	12.138036169478871	2	19.63711951827565	18.932751792927373	0.0	20.60153424990708	5.917906046161393	38.67215107224702	0.0	60.17974554369273	0.0	0.0	10.633577208012662	0.0	0.0	0.0	50.93178741196756	11.21535880699783	5.917906046161393	36.320212692924535	48.92236605714727	0.0	0.0	0.0	124.44	0.0	0.0	33.07797794477448	24.450794335551283	0.9456827653901068	-1.7203417003471124	8.326027304542365	4.78381958130921	3.8310241943936023	-1.6949844256139357	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4630461526225883
Sapitinib	1.5652436391888964	1154.3901864818502	23.371668241257197	18.39930039417004	19.15522934018849	15.977896845885905	10.61534957836574	10.993314051374968	7.735404606139058	8.142604732879665	5.599695052453402	5.891602899804022	3.790112117450715	3.964651445881197	5.817220841045895	9.184952231746642	0.0	22.721165705524697	34.76456778239647	25.93115605767717	12.393687143226153	38.42293779780116	0.0	25.501443980757557	21.074665797832616	473.16299556	1.2424242424242424	2.0303030303030303	2.757575757575758	0.3478260869565217	-3.1699999999999995	33	448.7360000000002	30359932.82415637	23.003863010409365	10.18175727271745	5.257168152346604	195.60507792151435	14.416357774150567	0.4927856478224462	14.416357774150567	0.2334213411046964	0.00160789210186	0.2334213411046964	-0.5560847054091826	-0.4927856478224462	3.763700000000002	124.93940000000003	473.93600000000015	2	8	0	1	1	2	1	3	7	2	10	0	7	0	1	1	174	20.10730311561276	18.249149240347872	17.316244507613703	5.907179729351506	0.0	0.0	9.6944469149223	14.358372089569237	0.0	0.0	17.667306958694127	31.040744451236847	31.589776077428745	29.881274253231258	4	18.65867813934674	39.91629360418367	0.0	20.184655376751223	0.0	18.94560963360032	39.108527345698775	47.499009571859816	0.0	11.49902366656781	20.10730311561276	15.89566410019341	11.49902366656781	11.600939890232516	60.67075163153716	4.794537184071822	5.817220841045895	12.84164324585202	36.65915541707259	5.022633313741326	10.902924932081056	0.0	88.61000000000001	26.22843178441226	5.907948198490852	22.320539388069555	6.327309735182737	0.8368593329559795	0.9752553920486462	8.298840273193301	2.9338623263204227	1.9075723928759087	3.207825620894779	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	3	2	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5397024631329131
Venetoclax	1.0032092071926544	2563.538280931457	42.7268286245693	34.28544737198946	35.85787289893564	29.297596635107286	20.665802219668333	22.52692994027195	16.86957252598595	18.98841054786744	11.968228630995116	13.548865425107508	8.40001300912942	9.511855993786984	31.43665168177809	23.32665243716633	0.0	28.33324611522264	31.15520938899004	86.99050101554421	35.039238260371825	30.46231184545952	18.19910120538483	55.78686850835827	21.074665797832616	867.31809562	1.0327868852459017	1.8032786885245904	2.557377049180328	0.3777777777777777	-5.48	61	818.0569999999998	43762524630358.69	42.22048453336903	17.855789620807272	10.01823709713814	360.0299265750221	13.90606849986375	0.4548032789505275	13.90606849986375	0.2931897784676114	0.0358672918355595	0.2931897784676114	-4.551966160527181	-0.4548032789505275	8.659900000000006	237.04779999999943	868.4569999999998	3	14	1	2	3	3	2	5	11	3	16	0	13	0	2	2	320	24.674402763404117	22.8335871620191	0.0	0.0	21.61785715744265	0.0	19.80876518368787	18.123870369728238	0.0	0.0	43.15425295660626	103.1044971996474	86.90812387592726	21.57908958764552	8	27.609371124818527	61.20007556234408	0.0	19.589961637196986	11.332896515558172	50.84706598952907	62.69900069935809	117.02705106073566	0.0	11.49902366656781	19.675656153108942	17.062158824050687	11.49902366656781	11.600939890232516	86.59845689974428	14.760154107207631	21.447214784323744	61.87302268147711	95.65867997035252	5.022633313741326	16.606505965301793	0.0	172.03	41.163265941171446	6.238459066896006	37.09911170299354	16.693683327269152	5.553397832658172	-0.1950024178408702	20.430116665078007	8.130102533447669	10.383275953298511	-4.551966160527181	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	4	3	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	3	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.0764080971409355
BI-2536	1.375149013461378	1175.0323748374883	26.81082583001261	22.866225763897685	22.866225763897685	18.38858044840886	13.766148413937492	13.766148413937492	10.66038175271592	10.66038175271592	8.176123700406777	8.176123700406777	5.921149623901021	5.921149623901021	0.0	9.589074368143644	0.0	23.89804111699893	28.99052970979892	56.69886997897379	12.84164324585202	37.3869569633415	6.06636706846161	39.38878437302864	9.720841474747257	521.311438108	1.131578947368421	1.868421052631579	2.5526315789473686	0.5714285714285714	-3.4	38	482.3540000000004	527411995.3443799	26.21682192810546	11.1465794303837	5.137663190323479	224.2950726934259	13.134548027166533	0.4945529209704142	13.134548027166533	0.2511355194566637	0.0898064044665034	0.2511355194566637	-0.2266244409524018	-0.4945529209704142	3.556800000000002	148.51789999999983	521.6660000000003	2	10	1	2	3	1	1	2	8	2	10	0	7	1	1	2	204	30.070169354364143	17.478738937115427	5.817862777835028	11.855519010338	5.907179729351506	0.0	9.589074368143644	4.9839785209472085	4.9839785209472085	0.0	19.765380445542643	70.44039411451722	24.69480513267011	18.99402738757417	5	14.325937321943693	34.95533406689166	0.0	20.184655376751227	0.0	69.99501104761659	49.411262384164345	29.9593962686949	0.0	5.749511833283905	25.170259623513665	23.14097460818865	5.749511833283905	0.0	79.10240303734884	4.794537184071822	0.0	62.22747723594151	24.395944776997904	0.0	0.0	0.0	102.93	5.62502339845233	0.0	41.64958544332835	6.436681303705113	1.948195065582592	1.7391548513942123	5.620406711040493	8.80446158769195	4.024851428284403	5.484973543853896	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	5	2	0	0	1	1	0	0	0	0	0	0	2	0	4	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5703394097150783
NU7441	1.6274888966124412	1460.3467778891263	20.07877502244374	16.25948684318749	17.075983424115215	14.79282633568371	10.096767735224772	10.9132643161525	7.511045838060464	8.563244679383706	5.758907216357923	6.978766936332702	4.275876552841969	5.506262311204612	0.0	4.794537184071822	0.0	5.428790391900541	30.067190486993887	24.21641579521914	20.17228826186779	17.403152946396347	18.19910120538483	47.36447921008175	9.154013890853395	413.108564468	0.8	1.5333333333333334	2.4	0.16	-3.149999999999998	30	394.3460000000002	20410974.84707565	17.686687869206374	6.971872710457729	2.738101952135843	176.46750931899837	12.914883489693192	0.4396177242810049	12.914883489693192	0.1996772059928685	0.0110115373309815	0.1996772059928685	-0.0110115373309815	-0.4396177242810049	5.664500000000005	123.84100000000004	413.4980000000001	0	4	0	1	1	3	2	5	5	0	5	0	2	0	1	1	148	14.053923621703872	5.583020141642242	11.31297259376155	0.0	0.0	0.0	4.794537184071822	0.0	0.0	11.336785877934735	48.53093654769288	12.13273413692322	50.45507112554854	18.59998814349063	6	9.154013890853395	48.36250069777058	0.0	0.0	0.0	0.0	31.203186471701464	76.95336532905009	0.0	11.126902983393991	10.32870012275102	5.884182201861009	0.0	11.336785877934735	26.303276740850983	4.736862953800049	0.0	0.0	75.94172587420289	0.0	42.26843560136882	0.0	42.68	14.287940538984325	1.7814109492766597	14.999349533826894	3.1059746157288552	2.692591254094231	0.6173756508776349	22.27925333143848	0.0	2.736104125772929	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.3742506554581847
Afatinib	1.6802607790026556	1214.67784504622	24.078775022443736	18.846894151362736	19.602823097381197	16.385050488558722	10.76301937448084	11.140983847490068	8.0989929898975	8.506193116638107	5.098208904847835	5.387855366512398	3.4196659728504835	3.600208603079224	5.817220841045895	9.184952231746642	0.0	17.033779430841136	53.60359242750552	6.4208216229260096	24.53607431852164	24.27512131221871	18.99525369620486	20.60153424990708	21.074665797832616	485.16299556	1.3235294117647058	2.176470588235294	2.911764705882353	0.2916666666666667	-3.27	34	460.7470000000002	52867959.29867568	23.873698027859223	10.771676263256955	5.990027316260755	201.2804170037267	13.552448205745232	0.4856677385504834	13.552448205745232	0.2476891980311076	0.0043572481089821	0.2476891980311076	-0.5094766232811871	-0.4856677385504834	4.389900000000003	130.4064	485.9470000000002	2	8	0	1	1	2	1	3	7	2	10	0	8	0	1	1	178	25.00721284646324	29.815881914677668	0.0	5.907179729351506	0.0	0.0	4.794537184071822	14.358372089569237	0.0	0.0	17.676959997066398	38.36081223920082	36.18157569328243	29.44048423506699	4	18.65867813934674	45.60367987886723	0.0	14.867866772744891	0.0	12.524788010674312	44.48744150830544	59.65104978552757	0.0	5.749511833283905	15.370440161812713	21.58305037487697	5.749511833283905	11.600939890232516	60.73287719013749	9.53140013787187	5.817220841045895	6.4208216229260096	48.81119563074035	5.022633313741326	10.902924932081056	0.0	88.61000000000001	25.101191228374645	5.912266875526566	23.20431745102655	6.673180824588722	1.6543515008955936	0.1704369115899602	7.823315862372373	5.318233571185272	1.7458293286319777	3.841320890252781	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4572933534123706
Camptothecin	1.813413910147027	1164.4203046281134	18.051677284948283	14.151807616588863	14.151807616588863	12.525023798248393	8.585127085592587	8.585127085592587	6.791866087794113	6.791866087794113	5.416790771591089	5.416790771591089	3.925153152787503	3.925153152787503	11.570356098935536	14.69560176298435	0.0	18.586970482490933	23.365587384155027	22.160304418626517	0.0	17.55720391594359	30.33183534230805	0.0	9.720841474747257	348.111006992	1.2692307692307692	2.076923076923077	2.8846153846153846	0.25	-2.9899999999999998	26	332.2300000000001	1523004.454468697	15.27944344800238	5.016137241019722	1.818757008994824	148.22824286689612	13.010453199798436	0.4581977281257992	13.010453199798436	0.3426763382231084	0.1097823759133278	0.3426763382231084	-1.7897470238095243	-0.4581977281257992	2.079600000000001	94.52480000000004	348.35800000000006	1	6	0	2	2	1	2	3	6	1	6	0	1	0	0	0	130	14.41048999643211	6.606881964512918	5.601050810983688	0.0	5.559266895052007	5.969305287951849	4.794537184071822	9.77851570501903	0.0	0.0	25.12283840507545	24.61992282831084	16.513127197858786	29.01276460492276	5	14.637927532712576	16.872230220032904	0.0	9.551078168738565	0.0	32.097248004025815	0.0	63.44236096498447	0.0	11.387855989696922	5.559266895052007	0.0	0.0	0.0	20.626910851531115	28.28408931928105	0.0	30.034913297707615	41.19273959484149	0.0	22.29078092177798	0.0	81.42	6.7171555493435005	0.0	29.87765397134264	11.847358932011485	1.8138044060216691	-0.7069064229354634	11.55302070134885	0.138623710477967	2.009289152389351	0.0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0.5327639891125654
Doramapimod	1.3322619189000384	1433.1343290809896	27.40720214718992	23.159879306096624	23.159879306096624	18.775008148917998	13.480528731496882	13.480528731496882	10.950613047180058	10.950613047180058	6.89897727232041	6.89897727232041	4.605084915893702	4.605084915893702	0.0	4.794537184071822	0.0	11.446104981734852	18.11213101703151	66.31475917020606	0.0	4.681802935145185	73.65377495276834	36.30469853793501	14.572407715901136	527.289640044	0.9743589743589745	1.6923076923076923	2.41025641025641	0.3548387096774194	-3.879999999999999	39	490.3730000000004	725071079.5827968	26.716210705040545	11.471316997387191	6.407509731014803	229.45613433602813	13.24385986732241	0.4916076093357029	13.24385986732241	0.3243699907633604	0.1699773181618744	0.3243699907633604	-0.3380928591299821	-0.4916076093357029	5.986420000000006	156.34439999999972	527.6690000000003	2	8	0	1	1	3	1	4	6	2	8	0	7	0	1	1	204	14.790514511606428	18.17425657563185	0.0	0.0	0.0	6.031114512338072	10.216698334856808	9.476340119217006	5.098681808301038	0.0	62.73286550153853	31.18920547353706	41.8880751845257	30.282464473241426	5	14.26826309167192	28.308811993786254	0.0	14.6803944742967	0.0	33.10993926815928	50.08849231928914	77.98741723962318	0.0	11.436898107967467	15.370440161812713	16.29978623659041	5.749511833283905	0.0	60.166424097911246	10.15185342319683	6.923737199690624	32.02859108561733	66.73003775307771	0.0	16.459834703613154	0.0	80.65	13.37032289878332	0.0	15.589436999789578	12.737129678067951	3.476795393553469	1.4080869010983	21.4457048457667	0.0	13.222523282940676	0.0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.308784286641935
LGK974	1.4205756538171512	1175.9478708558142	20.924074484064484	16.702276010236087	16.702276010236087	14.580520035918417	9.491602801849494	9.491602801849494	6.942689331822483	6.942689331822483	4.559579058871398	4.559579058871398	3.164655340698866	3.164655340698866	0.0	4.794537184071822	0.0	12.328001352277514	5.817862777835028	39.33558995133336	0.0	43.24742849814007	38.112942673227685	30.23668120874237	0.0	396.16985926000007	0.8666666666666667	1.7666666666666666	2.466666666666667	0.1304347826086956	-4.0	30	376.29400000000015	8020246.837839325	19.322235434007133	8.566329565734682	4.519757920968316	173.87207838365978	12.438146419878022	0.3104161774425812	12.438146419878022	0.2295052595437431	0.1495756172839504	0.2295052595437431	-0.1495756172839504	-0.3104161774425812	3.793640000000001	114.5387	396.45400000000006	1	7	0	0	0	0	4	4	6	1	7	0	5	0	0	0	148	5.316788604006331	5.817862777835028	0.0	5.907179729351506	0.0	0.0	24.73045126786065	4.9839785209472085	0.0	0.0	6.06636706846161	49.23984565662168	47.80504883630783	24.00552118423601	4	4.794537184071822	11.725042507186531	0.0	24.91989260473604	0.0	20.268296022307258	5.316788604006331	84.33372775022895	0.0	22.514758973090917	5.316788604006331	5.817862777835028	0.0	0.0	30.827072334087543	11.21535880699783	13.847474399381248	16.82083097824245	67.51289677198649	0.0	22.514758973090917	0.0	93.55	0.0	0.0	33.79646736763333	2.8201854213907787	6.272341000215149	0.3376487756871962	9.52334589647766	10.30793103118258	3.942080507413304	0.0	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0.5515401466154501
