cell,drug1_db,drug2_db,synergy
EFM-19,Cisplatin,Wee1 Inhibitor,0
C2BBe1,Crizotinib,AZD7762,0
PANC-08-13,Linsitinib,5-Fluorouracil,0
ZR-75-1,Axitinib,Trametinib,0
HCC2157,Linsitinib,RO-3306,0
HT55,MK-1775,LGK974,0
GP5d,AZD4547,Afatinib,0
BT-549,MK-2206,BI-2536,0
SW837,Afatinib,Sapitinib,0
BT-474,Navitoclax,PF-4708671,0
MFM-223,MK-2206,ZM447439,0
KM12,Vinorelbine,Olaparib,0
MCF7,Axitinib,Doramapimod,1
RKO,Camptothecin,Oxaliplatin,0
PSN1,Palbociclib,Dactolisib,0
ZR-75-1,Vorinostat,Palbociclib,0
CAL-51,Axitinib,KU-55933,0
COLO-678,Olaparib,SB216763,0
ZR-75-1,Temozolomide,Pictilisib,0
DAN-G,Gemcitabine,Trametinib,1
HCC1395,Palbociclib,5-Fluorouracil,0
LS-411N,MK-1775,BMS-754807,0
PA-TU-8902,Trametinib,Irinotecan,0
CW-2,AZD4547,Afatinib,0
EFM-19,Taselisib,Linsitinib,1
KP-1N,Crizotinib,AZD7762,0
HCC2218,Bortezomib,MK-1775,0
SUIT-2,Linsitinib,Cisplatin,0
Hs-766T,Ruxolitinib,Trametinib,0
MDA-MB-468,Pictilisib,KU-55933,0
BT-483,PD173074,ZM447439,0
MCF7,Luminespib,AZD8055,0
PSN1,Taselisib,Navitoclax,0
Hs-578-T,MK-2206,Nilotinib,0
BT-549,Axitinib,Bortezomib,0
HCC1599,Temozolomide,Afatinib,0
MCF7,Olaparib,Linsitinib,0
JIMT-1,Docetaxel,Camptothecin,0
CAL-120,Palbociclib,Alisertib,0
ZR-75-30,Vorinostat,BI-2536,0
SW620,Taselisib,Trametinib,0
CAPAN-1,Erlotinib,Crizotinib,1
JIMT-1,5-Fluorouracil,JQ1,0
HuP-T3,Trametinib,Gemcitabine,0
HCC38,Temozolomide,Paclitaxel,0
PANC-03-27,SCH772984,Paclitaxel,0
HDQ-P1,Axitinib,Palbociclib,0
Hs-766T,Sorafenib,Crizotinib,0
KP-4,Galunisertib,SCH772984,0
BT-483,PD173074,AZD6482,0
HDQ-P1,MK-1775,KU-55933,0
COLO-824,AZD7762,Venetoclax,0
EFM-19,Luminespib,Vorinostat,0
BT-483,Cisplatin,Venetoclax,0
AsPC-1,OSI-027,Olaparib,0
ZR-75-1,Bortezomib,Navitoclax,0
DU-4475,Navitoclax,Docetaxel,1
MDA-MB-468,Navitoclax,SB216763,1
BT-20,Lapatinib,Alpelisib,0
HCC1806,Lapatinib,Axitinib,1
MFM-223,Taselisib,Pictilisib,0
C2BBe1,Trametinib,Afatinib,0
MIA-PaCa-2,Olaparib,Oxaliplatin,0
PL4,OSI-027,SCH772984,1
UACC-812,Sapitinib,Bortezomib,0
DAN-G,SCH772984,Irinotecan,1
EVSA-T,Olaparib,Ribociclib,0
BT-549,Cisplatin,Alpelisib,0
T47D,Axitinib,Sorafenib,0
PL4,Galunisertib,MK-1775,0
SW1116,AZD8055,AZD7762,0
MDA-MB-361,Crizotinib,Tozasertib,0
MRK-nu-1,Luminespib,Olaparib,0
BT-20,Navitoclax,SCH772984,1
SUIT-2,Oxaliplatin,Dactolisib,0
MDA-MB-468,AZD7762,AZD8055,0
MDA-MB-468,Lapatinib,Afatinib,0
Hs-766T,Cisplatin,5-Fluorouracil,0
HCC1937,Palbociclib,SCH772984,0
NCI-H716,Taselisib,Olaparib,0
PANC-10-05,Ruxolitinib,Erlotinib,0
JIMT-1,Bortezomib,Taselisib,0
LS-513,Olaparib,LGK974,0
SUIT-2,Crizotinib,Oxaliplatin,0
SW1463,Dabrafenib,Trametinib,0
MDA-MB-231,Gemcitabine,Axitinib,0
RKO,Trametinib,Camptothecin,0
HCC70,MK-2206,Bortezomib,0
Hs-766T,Dasatinib,Erlotinib,0
ZR-75-1,Temozolomide,AZD6482,0
HCT-15,Taselisib,Vinorelbine,0
CFPAC-1,Trametinib,Navitoclax,0
SNU-407,Dabrafenib,SB216763,0
MDA-MB-415,Crizotinib,Paclitaxel,0
SW1116,Taselisib,SB505124,0
BT-474,Olaparib,Lapatinib,0
KP-4,Crizotinib,LGK974,0
UACC-812,PD173074,MK-2206,0
SK-CO-1,5-Fluorouracil,Linsitinib,0
BxPC-3,Navitoclax,Dasatinib,0
HCC1187,Temozolomide,Paclitaxel,0
HCC202,Luminespib,AZD7762,0
YAPC,Dactolisib,Irinotecan,0
HCC1143,MK-2206,Nilotinib,0
DU-4475,Olaparib,OSI-027,0
HCT-15,5-Fluorouracil,Navitoclax,0
DU-4475,Lapatinib,Nilotinib,0
HuP-T3,MK-1775,Galunisertib,0
KP-1N,Palbociclib,Dactolisib,0
CAL-51,5-Fluorouracil,PF-4708671,0
HCC1954,PD173074,JQ1,0
CL-11,5-Fluorouracil,MK-2206,0
SW620,Navitoclax,AZD8055,1
DU-4475,Lapatinib,OSI-027,0
HCC1599,AZD7762,Navitoclax,0
MDA-MB-468,Navitoclax,Palbociclib,0
MRK-nu-1,Sapitinib,Sorafenib,0
MDA-MB-175-VII,Axitinib,NU7441,0
MDA-MB-157,Trametinib,Doramapimod,0
BT-20,Temozolomide,BI-2536,0
Hs-766T,Cisplatin,Olaparib,0
HCC38,Luminespib,Sorafenib,0
ZR-75-1,AZD7762,MK-2206,0
LS-513,Palbociclib,Sapitinib,0
PANC-08-13,SCH772984,Crizotinib,0
HuP-T4,Gemcitabine,SCH772984,1
MZ1-PC,Trametinib,Cisplatin,0
HCC1187,MK-2206,Taselisib,0
MDA-MB-361,Palbociclib,Cisplatin,0
CAL-85-1,Lapatinib,AZD6482,0
PA-TU-8988T,OSI-027,Ruxolitinib,0
HCC1937,Vorinostat,Pictilisib,0
HCC1806,AZD7762,OSI-027,0
SNU-81,Afatinib,Sapitinib,0
MDA-MB-468,Temozolomide,Linsitinib,0
HCC70,Trametinib,PF-4708671,0
UACC-893,Linsitinib,Entinostat,0
DU-4475,MK-2206,Luminespib,0
MDA-MB-361,Crizotinib,Dabrafenib,0
BT-549,Taselisib,Lapatinib,0
PSN1,Oxaliplatin,5-Fluorouracil,0
BT-483,Cisplatin,Luminespib,0
MDA-MB-231,Olaparib,Vorinostat,0
HCC1954,Taselisib,Vorinostat,0
HCC1806,Axitinib,Temozolomide,0
HCC1599,Taselisib,RO-3306,0
PANC-03-27,AZD7762,Oxaliplatin,0
MDA-MB-330,Bortezomib,Nilotinib,0
MCF7,AZD7762,Luminespib,0
MDA-MB-415,Luminespib,Wee1 Inhibitor,0
HCC2998,Taselisib,AZD8055,0
MDST8,MK-1775,Trametinib,0
BT-20,Temozolomide,MK-1775,0
SU8686,Linsitinib,Palbociclib,0
HCC70,AZD7762,SCH772984,0
AU565,Sapitinib,Olaparib,0
CAL-148,Linsitinib,Navitoclax,0
CAL-120,Axitinib,Trametinib,0
SNU-C1,Olaparib,AZD7762,0
MDA-MB-330,Bortezomib,OSI-027,0
PA-TU-8988T,Dactolisib,Oxaliplatin,0
MDA-MB-175-VII,Axitinib,Wee1 Inhibitor,0
BT-20,Luminespib,Wee1 Inhibitor,0
ZR-75-30,Taselisib,Nilotinib,0
MDA-MB-231,Luminespib,AZD6482,0
MDA-MB-175-VII,5-Fluorouracil,Docetaxel,0
COLO-320-HSR,Afatinib,LGK974,0
MDA-MB-330,AZD7762,Sapitinib,0
PL4,AZD7762,Cisplatin,1
MZ1-PC,Palbociclib,Taselisib,0
UACC-893,Linsitinib,Gemcitabine,0
MDA-MB-231,Linsitinib,Bortezomib,0
HCC2157,Lapatinib,Vorinostat,0
CAL-120,OSI-027,Cisplatin,0
MDA-MB-415,Crizotinib,AZD8055,0
EFM-192A,Luminespib,Bortezomib,0
MDA-MB-468,PD173074,Sorafenib,0
MDA-MB-231,OSI-027,Pictilisib,0
MFM-223,Gemcitabine,Tozasertib,0
MCF7,Navitoclax,Trametinib,0
SNU-C5,LGK974,Camptothecin,0
KP-4,Paclitaxel,OSI-027,0
KP-1N,MK-1775,LGK974,0
HCC1954,5-Fluorouracil,AZD8055,0
COLO-678,Vinorelbine,Sapitinib,1
CAL-51,Docetaxel,Luminespib,0
MDA-MB-361,Gemcitabine,Dabrafenib,0
CAL-148,Taselisib,Ribociclib,0
LS-180,Trametinib,Navitoclax,0
HCC1569,AZD7762,Wee1 Inhibitor,0
SNU-175,Crizotinib,AZD8055,0
SW1116,Olaparib,MK-2206,0
HCC2218,PD173074,OSI-027,0
HuP-T4,Sorafenib,OSI-027,0
BT-474,Palbociclib,Sapitinib,0
SK-CO-1,Linsitinib,Trametinib,0
CAPAN-2,Oxaliplatin,MK-2206,0
SW620,SB216763,5-Fluorouracil,0
COLO-824,Bortezomib,Dabrafenib,0
EFM-19,PD173074,RO-3306,0
HCC38,PD173074,Alpelisib,0
CAL-85-1,Trametinib,Paclitaxel,0
MRK-nu-1,Axitinib,Linsitinib,0
SW948,Linsitinib,Vinorelbine,0
MRK-nu-1,Navitoclax,Camptothecin,1
MDA-MB-436,PD173074,Navitoclax,0
MFM-223,Trametinib,5-Fluorouracil,0
BT-20,Taselisib,Axitinib,0
HT-115,Afatinib,Oxaliplatin,0
COLO-678,Olaparib,Sapitinib,0
SW48,SCH772984,AZD7762,0
MDA-MB-231,Vorinostat,Wee1 Inhibitor,0
HCC1806,Sapitinib,Uprosertib,1
HCC2218,Trametinib,Alpelisib,1
OCUB-M,Cisplatin,Crizotinib,0
OCUB-M,AZD7762,Camptothecin,1
HCC1419,Linsitinib,Venetoclax,0
HuP-T4,Linsitinib,LGK974,0
CAL-120,Axitinib,BI-2536,0
SU8686,Crizotinib,Navitoclax,0
UACC-893,AZD7762,MK-2206,0
COLO-320-HSR,Trametinib,Sapitinib,0
BT-549,PD173074,Venetoclax,0
Hs-578-T,Linsitinib,Taselisib,0
MCF7,OSI-027,Lapatinib,0
MCF7,Lapatinib,Camptothecin,0
MCF7,Taselisib,Bortezomib,0
HCC38,Luminespib,AZD7762,0
BT-20,MK-2206,Navitoclax,0
EFM-192A,Crizotinib,PF-4708671,0
LS-123,SCH772984,MK-1775,0
NCI-H747,Camptothecin,Taselisib,0
MDA-MB-436,AZD7762,Linsitinib,0
LS-123,Crizotinib,Dabrafenib,0
MCF7,Navitoclax,Axitinib,0
NCI-H508,Sapitinib,Linsitinib,0
MDA-MB-330,Navitoclax,Pictilisib,0
SNU-C5,Dabrafenib,Sapitinib,0
HCC70,Axitinib,Wee1 Inhibitor,0
HCC1599,Sapitinib,Olaparib,0
SUIT-2,Lapatinib,Crizotinib,1
SNU-1040,AZD4547,Linsitinib,0
EFM-192A,Palbociclib,Entinostat,0
UACC-893,Taselisib,PF-4708671,0
EFM-192A,Vorinostat,Alpelisib,1
UACC-893,Pictilisib,Cisplatin,0
T47D,Vorinostat,Lapatinib,0
CAL-85-1,Docetaxel,OSI-027,0
BT-474,Trametinib,RO-3306,0
HT-115,Trametinib,Taselisib,1
DAN-G,MK-2206,Dasatinib,1
HCC1937,OSI-027,NU7441,0
CAMA-1,Pictilisib,JQ1,0
MDA-MB-231,Olaparib,Docetaxel,0
PANC-02-03,Olaparib,Linsitinib,0
HDQ-P1,Crizotinib,Sorafenib,0
HCC70,Temozolomide,Pictilisib,0
HCC2218,Vorinostat,Crizotinib,0
DAN-G,Lapatinib,LGK974,1
HCC1806,Pictilisib,Sorafenib,0
AsPC-1,Olaparib,LGK974,0
KM12,Sapitinib,SCH772984,0
NCI-H508,Dabrafenib,5-Fluorouracil,0
SW1463,Olaparib,AZD4547,0
OCUB-M,Temozolomide,Axitinib,0
ZR-75-1,Linsitinib,Gemcitabine,1
HuP-T4,OSI-027,MK-2206,0
SNU-C5,Oxaliplatin,Camptothecin,0
MFM-223,Navitoclax,AZD8055,1
KP-3,Linsitinib,OSI-027,0
OCUB-M,Linsitinib,JQ1,0
CAPAN-2,Cisplatin,5-Fluorouracil,0
LS-411N,BMS-754807,Camptothecin,0
HCC2218,Luminespib,Doramapimod,0
EFM-192A,Crizotinib,BI-2536,0
MCF7,AZD7762,Sapitinib,0
KP-1N,Oxaliplatin,Irinotecan,0
HCC1500,Axitinib,Trametinib,0
MDA-MB-157,Trametinib,Tozasertib,0
CAL-85-1,Crizotinib,Dabrafenib,0
RCM-1,Navitoclax,AZD4547,0
LS-180,5-Fluorouracil,Crizotinib,0
HCC1954,Crizotinib,Linsitinib,0
HCC1806,OSI-027,ZM447439,0
SNU-407,Palbociclib,Linsitinib,0
SW1417,AZD8055,Crizotinib,0
HT-29,AZD4547,Linsitinib,0
DAN-G,Cisplatin,LGK974,0
HCC1187,Linsitinib,Gemcitabine,0
GP5d,5-Fluorouracil,AZD4547,0
HCC1569,Olaparib,Vorinostat,0
BT-20,Axitinib,Navitoclax,1
HCC1569,Luminespib,Vorinostat,0
CAMA-1,Linsitinib,OSI-027,0
PA-TU-8988T,Dactolisib,Lapatinib,0
LoVo,SB505124,Dabrafenib,0
HCC1954,Lapatinib,OSI-027,0
MZ1-PC,Navitoclax,Palbociclib,0
CAPAN-2,Cisplatin,OSI-027,0
CFPAC-1,Oxaliplatin,SCH772984,0
SW1990,Navitoclax,Dasatinib,0
MDA-MB-175-VII,Crizotinib,GSK269962A,0
PANC-04-03,MK-1775,SCH772984,0
HPAC,AZD7762,Paclitaxel,0
HDQ-P1,Sapitinib,Entinostat,0
DiFi,Navitoclax,MK-2206,0
CAL-148,PD173074,RO-3306,0
HCC2157,MK-2206,SB216763,0
MDA-MB-157,Lapatinib,AZD7762,0
NCI-H747,MK-2206,Dabrafenib,0
SW1417,Trametinib,Dabrafenib,0
HT-115,Afatinib,LGK974,0
HCC1395,Linsitinib,Cisplatin,0
HCC1806,Bortezomib,Afatinib,0
CAL-148,Navitoclax,Alpelisib,0
HuP-T3,Ruxolitinib,Trametinib,0
HCC1143,Gemcitabine,JQ1,1
MDA-MB-330,MK-1775,AZD8055,0
HCC1806,Pictilisib,KU-55933,0
HDQ-P1,Navitoclax,Palbociclib,0
CaR-1,Afatinib,Oxaliplatin,0
HCC1419,Olaparib,MK-2206,0
MDA-MB-231,AZD7762,Trametinib,0
MDA-MB-231,PD173074,JQ1,0
HCC1569,OSI-027,Trametinib,1
HCC1395,Olaparib,PF-4708671,0
AU565,Crizotinib,Ribociclib,0
BT-483,Trametinib,RO-3306,0
MDA-MB-175-VII,Navitoclax,OSI-027,1
MRK-nu-1,Axitinib,Wee1 Inhibitor,0
HCC1143,5-Fluorouracil,JQ1,0
SW48,Afatinib,AZD7762,0
MRK-nu-1,Docetaxel,Pictilisib,0
HCC70,Navitoclax,Nilotinib,0
HCC1954,Temozolomide,Navitoclax,0
ZR-75-30,Bortezomib,Sorafenib,0
CAMA-1,Cisplatin,Axitinib,0
HuP-T4,AZD7762,Lapatinib,0
UACC-812,Trametinib,Sapitinib,0
DiFi,Linsitinib,Vinorelbine,0
MDA-MB-468,MK-2206,Entinostat,0
HCC2998,Sapitinib,Linsitinib,1
BxPC-3,Taselisib,Palbociclib,0
MDA-MB-436,Axitinib,Tozasertib,0
MDA-MB-415,Temozolomide,AZD6482,0
PANC-03-27,Taselisib,Galunisertib,0
MDA-MB-231,Temozolomide,AZD7762,0
MRK-nu-1,MK-2206,Alisertib,0
NCI-H508,Olaparib,Trametinib,0
BT-549,Pictilisib,Sorafenib,0
SW948,LGK974,Camptothecin,0
HCC1419,Trametinib,PF-4708671,0
BT-474,Temozolomide,Trametinib,0
OCUB-M,MK-1775,SB216763,0
EVSA-T,Taselisib,Linsitinib,0
SK-CO-1,AZD4547,Palbociclib,0
KP-2,Dasatinib,5-Fluorouracil,0
HCC1806,Navitoclax,Bortezomib,0
LS-411N,Taselisib,Linsitinib,1
SW1990,Trametinib,LGK974,0
MDA-MB-157,Navitoclax,SCH772984,0
DiFi,Camptothecin,MK-2206,0
SNU-175,AZD8055,SCH772984,0
COLO-824,MK-2206,Taselisib,0
YAPC,Taselisib,Galunisertib,0
MDA-MB-175-VII,5-Fluorouracil,PF-4708671,0
BT-20,Sapitinib,Gemcitabine,0
CaR-1,Palbociclib,AZD4547,0
HPAC,Trametinib,Linsitinib,1
HCC70,Olaparib,Pictilisib,0
UACC-893,Crizotinib,PF-4708671,0
HCC1143,Navitoclax,Afatinib,0
COLO-678,AZD4547,Camptothecin,0
COLO-824,Navitoclax,KU-55933,0
HCC1569,Temozolomide,Nilotinib,0
HCC2157,Taselisib,Palbociclib,0
HCC1428,Navitoclax,Uprosertib,0
MRK-nu-1,AZD7762,Gemcitabine,0
MDA-MB-330,Axitinib,Taselisib,0
HT-115,Oxaliplatin,LGK974,0
SNU-175,Trametinib,Afatinib,0
JIMT-1,Linsitinib,Alisertib,0
PANC-08-13,Cisplatin,Olaparib,0
MDA-MB-330,Cisplatin,Temozolomide,0
UACC-893,Docetaxel,AZD8055,0
UACC-893,Pictilisib,Gemcitabine,0
HCC1428,Gemcitabine,MK-2206,0
SNU-C2B,Palbociclib,Trametinib,0
ZR-75-30,OSI-027,Tozasertib,0
BT-474,Taselisib,Axitinib,0
MDA-MB-453,Olaparib,Vorinostat,0
MDA-MB-436,Crizotinib,Docetaxel,0
HT55,Linsitinib,MK-2206,0
GP5d,Olaparib,Afatinib,0
CAL-148,Vorinostat,RO-3306,0
HCC38,AZD7762,Ribociclib,0
BT-20,MK-1775,Alisertib,0
MCF7,Taselisib,Paclitaxel,0
SNU-175,Vinorelbine,Olaparib,0
T47D,Linsitinib,Navitoclax,0
SW1990,OSI-027,Paclitaxel,0
CAL-51,Luminespib,Gemcitabine,0
KM12,Palbociclib,Linsitinib,1
HCC1937,Bortezomib,5-Fluorouracil,0
EVSA-T,Vorinostat,Camptothecin,0
Hs-578-T,Linsitinib,AZD6482,0
Hs-578-T,Lapatinib,5-Fluorouracil,0
OCUB-M,Cisplatin,Alisertib,0
HCC1954,AZD7762,Alpelisib,0
MDST8,Camptothecin,Linsitinib,0
HCC1806,Linsitinib,Afatinib,1
DiFi,Afatinib,AZD7762,0
HCC38,Cisplatin,PD173074,0
MDA-MB-231,Luminespib,MK-1775,0
BT-549,Lapatinib,Nilotinib,0
MRK-nu-1,Trametinib,BI-2536,0
CaR-1,Oxaliplatin,5-Fluorouracil,0
HCC1500,Temozolomide,Pictilisib,0
MCF7,MK-1775,Lapatinib,0
SNU-C2B,Vinorelbine,MK-2206,1
HCC38,Luminespib,Sapitinib,0
RCM-1,SB505124,SB216763,0
CAMA-1,Bortezomib,Wee1 Inhibitor,0
MDA-MB-468,Gemcitabine,5-Fluorouracil,0
HCC1428,Trametinib,Navitoclax,0
HCC1395,Luminespib,BI-2536,0
HCC1937,Olaparib,Paclitaxel,0
EFM-192A,Bortezomib,AZD8055,0
HCT-116,AZD7762,SCH772984,0
HuP-T4,LGK974,Oxaliplatin,0
YAPC,Olaparib,Taselisib,0
EFM-19,Taselisib,Gemcitabine,0
HCC1419,5-Fluorouracil,AZD6482,0
SNU-C2B,Taselisib,Crizotinib,0
NCI-H716,Palbociclib,Trametinib,0
CW-2,Palbociclib,Taselisib,0
LoVo,Trametinib,5-Fluorouracil,0
CL-11,Linsitinib,Sapitinib,0
MDA-MB-175-VII,5-Fluorouracil,JQ1,0
MIA-PaCa-2,Gemcitabine,AZD7762,1
MDA-MB-157,Temozolomide,Navitoclax,0
EFM-192A,Navitoclax,AZD7762,0
HCC1569,Axitinib,Bortezomib,0
HCC1937,Trametinib,AZD8055,0
RCM-1,5-Fluorouracil,Vinorelbine,0
HCC1954,Docetaxel,KU-55933,0
MDA-MB-453,Navitoclax,Nilotinib,0
MFM-223,Gemcitabine,Pictilisib,0
MDA-MB-231,Cisplatin,Venetoclax,0
EFM-192A,Crizotinib,Nilotinib,0
GP5d,Vinorelbine,AZD8055,0
HCC1954,AZD7762,PF-4708671,0
EFM-19,Cisplatin,PD173074,0
LoVo,Oxaliplatin,MK-2206,0
Hs-766T,Dasatinib,LGK974,0
CCK-81,SCH772984,BMS-754807,0
SNU-407,Palbociclib,Sapitinib,0
SNU-81,Taselisib,SB216763,0
SNU-C2B,SB505124,Camptothecin,0
LS-123,SB505124,Crizotinib,1
SUIT-2,Galunisertib,SCH772984,0
AU565,5-Fluorouracil,Pictilisib,0
PANC-02-03,Navitoclax,SCH772984,1
SU8686,Irinotecan,Dasatinib,0
EFM-192A,PD173074,Luminespib,0
MDA-MB-415,Pictilisib,Palbociclib,0
AU565,Sapitinib,Sorafenib,0
MDA-MB-361,Pictilisib,Sorafenib,0
HCC1569,Luminespib,Sorafenib,0
MDA-MB-330,Linsitinib,RO-3306,0
PANC-08-13,Navitoclax,Dasatinib,1
LS-513,AZD7762,AZD8055,0
KP-2,AZD7762,Cisplatin,0
COLO-824,Olaparib,Crizotinib,0
CAL-51,Palbociclib,Afatinib,0
MDA-MB-231,Axitinib,Dabrafenib,0
RCM-1,AZD8055,Trametinib,0
SW948,AZD7762,BMS-754807,0
MDA-MB-453,Trametinib,PF-4708671,0
PL4,LGK974,Trametinib,0
AU565,Axitinib,Linsitinib,0
BT-483,Cisplatin,Gemcitabine,0
BT-549,MK-2206,PF-4708671,0
UACC-893,Docetaxel,RO-3306,0
RKO,Linsitinib,Palbociclib,0
HCC202,Trametinib,Navitoclax,0
HCC38,Palbociclib,AZD6482,0
UACC-893,Vorinostat,Palbociclib,0
T47D,Trametinib,Alpelisib,0
HT-29,Dabrafenib,BMS-754807,0
MDA-MB-231,OSI-027,Venetoclax,0
HCT-116,BMS-754807,AZD7762,1
DU-4475,Navitoclax,MK-2206,0
KM12,BMS-754807,Afatinib,0
PANC-03-27,Linsitinib,OSI-027,1
CL-11,Trametinib,Sapitinib,0
LS-411N,Afatinib,Camptothecin,0
SNU-175,SCH772984,AZD7762,0
KM12,AZD7762,5-Fluorouracil,0
HCC1143,Olaparib,Ribociclib,0
AU565,Bortezomib,Cisplatin,0
MDA-MB-361,Docetaxel,GSK269962A,0
HCC1419,Olaparib,Crizotinib,0
MDA-MB-453,Olaparib,MK-2206,0
SNU-175,Palbociclib,AZD4547,0
HCC1187,Vorinostat,Lapatinib,1
KP-4,Palbociclib,Taselisib,0
PL4,Olaparib,Trametinib,0
MDA-MB-157,Axitinib,Dabrafenib,0
MCF7,Navitoclax,Sorafenib,0
SNU-175,BMS-754807,SCH772984,0
SNU-C5,BMS-754807,Afatinib,0
SW1417,AZD7762,Olaparib,0
HCC1806,Trametinib,Axitinib,0
HDQ-P1,Taselisib,Crizotinib,0
HCC38,Olaparib,RO-3306,0
SW1463,Trametinib,Sapitinib,0
GP5d,Palbociclib,Linsitinib,0
DiFi,MK-2206,Camptothecin,0
MFM-223,Bortezomib,PF-4708671,0
DiFi,Taselisib,AZD8055,0
UACC-812,Pictilisib,Palbociclib,1
SK-CO-1,AZD8055,Sapitinib,0
MDA-MB-157,Trametinib,Pictilisib,0
MDA-MB-415,MK-2206,AZD6482,0
MDA-MB-231,Axitinib,BI-2536,0
T84,SB505124,MK-2206,0
HCC2218,Palbociclib,Luminespib,0
CAL-120,Linsitinib,NU7441,1
HCC1419,Docetaxel,Taselisib,0
EFM-192A,Vorinostat,Pictilisib,0
AU565,Crizotinib,GSK269962A,0
SW1463,AZD7762,Trametinib,0
PANC-08-13,Lapatinib,Ruxolitinib,0
COLO-824,Axitinib,Tozasertib,0
HCC38,Docetaxel,Linsitinib,0
MDA-MB-468,Gemcitabine,Sorafenib,0
CAMA-1,Crizotinib,SCH772984,0
HCC70,Temozolomide,Venetoclax,0
NCI-H716,AZD7762,5-Fluorouracil,0
HCC1143,Palbociclib,Trametinib,0
SW1116,AZD7762,Sapitinib,0
BT-483,Gemcitabine,Pictilisib,0
UACC-812,Gemcitabine,Axitinib,0
COLO-678,Palbociclib,Camptothecin,0
MFM-223,Axitinib,Bortezomib,0
SK-CO-1,AZD8055,Trametinib,0
HT-29,Vinorelbine,Afatinib,0
ZR-75-1,Navitoclax,Linsitinib,0
HCC38,PD173074,Palbociclib,0
SW837,Oxaliplatin,LGK974,0
HCC1599,Docetaxel,Alpelisib,0
MDA-MB-231,Olaparib,Lapatinib,0
CCK-81,Navitoclax,LGK974,0
HCC1395,Docetaxel,KU-55933,0
CAMA-1,Sapitinib,Olaparib,0
PANC-04-03,Erlotinib,Paclitaxel,0
MDA-MB-436,Lapatinib,MK-1775,0
MCF7,Axitinib,Pictilisib,0
HCC1187,Palbociclib,Entinostat,0
KP-3,Galunisertib,Erlotinib,0
HCC2157,Sapitinib,Linsitinib,1
JIMT-1,OSI-027,Paclitaxel,0
SNU-175,BMS-754807,Linsitinib,0
AsPC-1,Gemcitabine,Navitoclax,0
PANC-08-13,MK-1775,5-Fluorouracil,0
CAMA-1,OSI-027,Cisplatin,0
HCC38,Palbociclib,SCH772984,0
HCC2998,SB505124,Crizotinib,0
MDA-MB-436,Crizotinib,PF-4708671,0
SW1463,MK-2206,Dabrafenib,0
PANC-10-05,Galunisertib,Oxaliplatin,0
ZR-75-1,Sapitinib,SCH772984,0
COLO-320-HSR,SB216763,Olaparib,0
HuP-T4,Dactolisib,Linsitinib,0
MDA-MB-157,Vorinostat,Lapatinib,0
MFM-223,MK-2206,Entinostat,0
CAPAN-2,Olaparib,LGK974,0
CAL-85-1,Taselisib,Pictilisib,0
HCC1428,Axitinib,Entinostat,0
ZR-75-1,Trametinib,Linsitinib,0
CAL-148,Gemcitabine,Lapatinib,1
MDA-MB-157,Docetaxel,SB216763,0
JIMT-1,PD173074,Navitoclax,0
MDA-MB-415,Olaparib,Wee1 Inhibitor,0
SW48,5-Fluorouracil,LGK974,0
HCC1954,Navitoclax,Axitinib,1
SW1463,Linsitinib,Taselisib,0
SW48,Trametinib,Afatinib,0
MDA-MB-157,Docetaxel,Crizotinib,0
MDA-MB-157,Bortezomib,AZD8055,0
LS-411N,Afatinib,AZD7762,0
KP-4,LGK974,Sorafenib,0
YAPC,Erlotinib,Irinotecan,1
CAL-120,Vorinostat,PF-4708671,0
AU565,Temozolomide,Paclitaxel,0
KP-3,Olaparib,OSI-027,0
JIMT-1,5-Fluorouracil,Afatinib,0
ZR-75-1,PD173074,Alpelisib,0
SW1417,Taselisib,SB505124,0
BT-549,Cisplatin,Wee1 Inhibitor,0
SW948,SB505124,Navitoclax,0
HCC38,OSI-027,Sapitinib,0
NCI-H508,SB505124,Dabrafenib,0
HuP-T3,SCH772984,Trametinib,0
PSN1,Erlotinib,Gemcitabine,0
CAL-120,Crizotinib,Navitoclax,0
SW1990,Linsitinib,Gemcitabine,0
ZR-75-1,MK-1775,OSI-027,0
BT-20,Lapatinib,Wee1 Inhibitor,0
CAL-120,MK-1775,OSI-027,0
HuP-T4,Navitoclax,Crizotinib,1
MDA-MB-361,Luminespib,Ribociclib,0
LS-123,MK-1775,Trametinib,0
HCC1419,Bortezomib,Alisertib,0
BT-474,Olaparib,Entinostat,0
MDA-MB-231,Luminespib,Cisplatin,0
BT-474,PD173074,Tozasertib,0
CAMA-1,Olaparib,RO-3306,0
AU565,Palbociclib,Docetaxel,0
T47D,Luminespib,Wee1 Inhibitor,0
UACC-893,Crizotinib,OSI-027,0
KP-4,Dactolisib,Sorafenib,0
MCF7,Gemcitabine,KU-55933,0
Hs-578-T,Sapitinib,Doramapimod,0
GP5d,Afatinib,LGK974,0
LS-513,Crizotinib,AZD8055,0
HCC2218,Crizotinib,AZD6482,0
PANC-04-03,Navitoclax,OSI-027,0
DAN-G,LGK974,Trametinib,0
HCC2218,Cisplatin,Linsitinib,0
DAN-G,Lapatinib,OSI-027,0
CFPAC-1,Gemcitabine,Ruxolitinib,0
BT-483,MK-1775,Axitinib,0
HCC1500,Cisplatin,Alisertib,0
HCC2218,Cisplatin,ZM447439,0
UACC-893,AZD7762,Navitoclax,0
BT-20,Docetaxel,Sapitinib,0
