cell,drug1_db,drug2_db,synergy
HCC2218,PD173074,MK-1775,0
HuP-T4,Sorafenib,MK-1775,0
JIMT-1,OSI-027,AZD7762,0
HCC38,Sapitinib,Tozasertib,0
EFM-19,Cisplatin,Alisertib,0
SW620,MK-2206,Linsitinib,0
HCC1187,MK-2206,AZD6482,0
GP5d,Taselisib,SB216763,0
Hs-578-T,Temozolomide,Dabrafenib,0
HCC1143,Gemcitabine,BI-2536,0
MRK-nu-1,Pictilisib,GSK269962A,0
LS-180,5-Fluorouracil,Taselisib,0
HCC2218,Linsitinib,Axitinib,0
CAL-51,Vorinostat,Afatinib,1
C2BBe1,AZD4547,Palbociclib,0
LS-123,Dabrafenib,SB216763,0
BT-483,Vorinostat,Cisplatin,0
CAL-148,Bortezomib,PF-4708671,0
CaR-1,AZD4547,Navitoclax,0
CL-11,Camptothecin,AZD4547,0
DiFi,Dabrafenib,LGK974,0
BT-483,Docetaxel,Taselisib,0
OCUB-M,Palbociclib,OSI-027,0
CAL-85-1,Navitoclax,Nilotinib,0
HCC2157,Palbociclib,GSK269962A,0
UACC-893,PD173074,Nilotinib,0
DU-4475,Gemcitabine,AZD7762,1
EVSA-T,Gemcitabine,AZD8055,0
MZ1-PC,Irinotecan,MK-1775,0
HCC1806,Sapitinib,Paclitaxel,0
RCM-1,Camptothecin,Linsitinib,0
MDA-MB-468,Sapitinib,Uprosertib,1
NCI-H747,AZD4547,SB505124,0
HCC1395,Linsitinib,5-Fluorouracil,0
KP-4,Ruxolitinib,Dactolisib,0
COLO-205,Palbociclib,Camptothecin,0
HCC1569,Axitinib,BI-2536,0
SNU-407,Linsitinib,MK-2206,1
DU-4475,Pictilisib,Trametinib,0
UACC-893,Gemcitabine,MK-2206,0
HCT-15,AZD8055,SCH772984,0
BT-20,Linsitinib,Pictilisib,0
MCF7,Cisplatin,Gemcitabine,0
HCC38,Crizotinib,MK-1775,0
CaR-1,AZD8055,LGK974,0
YAPC,SCH772984,Gemcitabine,0
MIA-PaCa-2,Oxaliplatin,Dactolisib,0
HT-115,AZD8055,BMS-754807,0
PA-TU-8988T,SCH772984,Erlotinib,0
MDA-MB-361,5-Fluorouracil,Trametinib,0
MDA-MB-175-VII,Lapatinib,Temozolomide,0
RKO,AZD7762,BMS-754807,0
HCC70,Temozolomide,AZD8055,0
LS-513,Linsitinib,Olaparib,0
HCC1599,MK-1775,5-Fluorouracil,0
HCC38,AZD7762,Gemcitabine,0
SNU-C5,Palbociclib,Camptothecin,0
MFM-223,5-Fluorouracil,Tozasertib,0
PL4,AZD7762,Sorafenib,0
HCC1569,Crizotinib,Afatinib,0
EFM-192A,PD173074,Navitoclax,0
HPAC,Sorafenib,OSI-027,0
BT-20,Docetaxel,JQ1,0
HCC1187,Cisplatin,Palbociclib,0
HCC1428,MK-1775,5-Fluorouracil,0
SNU-175,MK-2206,Palbociclib,0
SNU-C2B,AZD7762,BMS-754807,0
MIA-PaCa-2,Paclitaxel,OSI-027,0
T47D,Pictilisib,Olaparib,0
EFM-19,Linsitinib,Pictilisib,0
KP-2,Gemcitabine,Lapatinib,0
PANC-08-13,Palbociclib,Dasatinib,0
CAMA-1,Sapitinib,GSK269962A,0
AsPC-1,Galunisertib,Oxaliplatin,0
SW48,SCH772984,Dabrafenib,0
HCC1937,Olaparib,Taselisib,0
HT-115,Olaparib,SB505124,0
MDA-MB-468,Temozolomide,Olaparib,0
CAL-85-1,Gemcitabine,SCH772984,0
MDA-MB-231,5-Fluorouracil,GSK269962A,0
BT-474,Vorinostat,Sapitinib,0
MDA-MB-157,Navitoclax,Camptothecin,0
HCC38,Navitoclax,Afatinib,1
JIMT-1,Sapitinib,AZD6482,0
BT-483,Sapitinib,AZD6482,0
HCC70,Lapatinib,AZD6482,0
SNU-175,AZD8055,Camptothecin,0
DiFi,MK-2206,Afatinib,0
PA-TU-8902,Crizotinib,OSI-027,0
OCUB-M,Gemcitabine,AZD8055,0
DiFi,SB505124,MK-1775,0
JIMT-1,Taselisib,Venetoclax,0
HT-29,Dabrafenib,AZD4547,0
SW48,SB216763,Dabrafenib,0
HCC1428,Docetaxel,AZD7762,0
HPAC,Dasatinib,Oxaliplatin,0
SW620,AZD7762,Olaparib,0
HCC1187,PD173074,Afatinib,0
BT-483,Lapatinib,Luminespib,0
CaR-1,Navitoclax,Taselisib,0
NCI-H716,Afatinib,Palbociclib,0
MDA-MB-231,Vorinostat,GSK269962A,0
KM12,BMS-754807,MK-1775,0
CaR-1,SB216763,5-Fluorouracil,0
ZR-75-30,Navitoclax,PF-4708671,0
AU565,Crizotinib,Olaparib,0
SNU-1040,5-Fluorouracil,SB505124,0
SNU-C1,Linsitinib,Taselisib,0
HCT-116,Palbociclib,SCH772984,0
NCI-H747,Crizotinib,LGK974,0
CL-11,BMS-754807,Olaparib,0
HCC1395,Gemcitabine,Doramapimod,0
HuP-T4,Dactolisib,OSI-027,0
PL4,MK-1775,Irinotecan,0
SUIT-2,MK-1775,Irinotecan,0
KP-3,MK-2206,MK-1775,0
PL4,Cisplatin,LGK974,0
CAL-148,MK-1775,JQ1,0
SW1116,Oxaliplatin,MK-1775,0
HCC2157,Bortezomib,KU-55933,0
SW837,Sapitinib,Vinorelbine,0
RKO,Crizotinib,Olaparib,0
MDA-MB-468,5-Fluorouracil,Wee1 Inhibitor,0
SW948,Trametinib,Olaparib,0
HCC1500,MK-1775,NU7441,0
CFPAC-1,SCH772984,Ruxolitinib,0
HCT-116,Trametinib,SB216763,0
OCUB-M,PD173074,Trametinib,0
MRK-nu-1,Cisplatin,Pictilisib,0
GP5d,MK-2206,Dabrafenib,0
Hs-578-T,Olaparib,Pictilisib,0
LS-123,Crizotinib,LGK974,0
EFM-19,PD173074,Vorinostat,0
PSN1,Taselisib,Galunisertib,0
MDA-MB-361,MK-2206,Palbociclib,0
JIMT-1,Lapatinib,Gemcitabine,0
CAL-120,Bortezomib,GSK269962A,0
MDA-MB-231,Trametinib,Camptothecin,0
SW837,Dabrafenib,Linsitinib,0
LS-411N,Oxaliplatin,SCH772984,0
SW1417,Sapitinib,Dabrafenib,1
PSN1,Taselisib,Ruxolitinib,0
COLO-320-HSR,Taselisib,AZD8055,0
MZ1-PC,OSI-027,Crizotinib,0
HCC1500,MK-1775,Crizotinib,0
EFM-19,OSI-027,ZM447439,1
MDA-MB-157,OSI-027,ZM447439,0
YAPC,Sorafenib,MK-1775,0
SU8686,MK-2206,Palbociclib,0
HCC2998,Oxaliplatin,MK-1775,0
EFM-19,Sapitinib,Olaparib,0
MDA-MB-415,Bortezomib,Dabrafenib,0
ZR-75-30,Navitoclax,Cisplatin,0
RCM-1,Navitoclax,Afatinib,0
HCC1395,Trametinib,Camptothecin,0
T47D,Temozolomide,Vorinostat,0
RCM-1,Oxaliplatin,AZD4547,0
C2BBe1,Dabrafenib,AZD7762,0
DiFi,SCH772984,Navitoclax,0
BT-549,PD173074,PF-4708671,0
COLO-824,Trametinib,Alisertib,0
HCC1143,Trametinib,Nilotinib,0
SNU-C5,Taselisib,Trametinib,0
KP-2,MK-2206,Paclitaxel,0
HCC1569,Sapitinib,Olaparib,0
LS-513,SB505124,AZD8055,0
CW-2,SCH772984,MK-2206,0
BT-20,Cisplatin,Camptothecin,0
HCC1419,PD173074,Afatinib,0
NCI-H716,Camptothecin,SCH772984,0
MRK-nu-1,Olaparib,Entinostat,0
HCC1937,5-Fluorouracil,AZD6482,0
HT-115,Navitoclax,Taselisib,1
HCC1187,Palbociclib,AZD8055,0
PANC-08-13,Galunisertib,5-Fluorouracil,0
OCUB-M,Luminespib,KU-55933,0
HCC70,Vorinostat,Taselisib,0
CAL-85-1,Trametinib,PF-4708671,0
HuP-T4,Galunisertib,Crizotinib,0
SNU-1040,BMS-754807,Trametinib,0
EVSA-T,Gemcitabine,Palbociclib,0
UACC-893,Docetaxel,ZM447439,0
HCT-15,Taselisib,5-Fluorouracil,0
NCI-H747,BMS-754807,LGK974,0
HCT-116,Afatinib,LGK974,0
HCC1954,Axitinib,OSI-027,0
PA-TU-8988T,Palbociclib,Dasatinib,0
MFM-223,Sapitinib,Navitoclax,0
MDA-MB-468,Gemcitabine,Cisplatin,0
MFM-223,Vorinostat,SCH772984,1
HCC1428,Taselisib,Axitinib,0
BT-549,Navitoclax,PF-4708671,0
BxPC-3,Olaparib,Palbociclib,0
KM12,SB505124,MK-1775,0
ZR-75-30,Luminespib,Nilotinib,0
HCC202,Crizotinib,MK-2206,0
KP-1N,Galunisertib,Ruxolitinib,0
PSN1,Oxaliplatin,Dasatinib,0
MDST8,AZD7762,Taselisib,0
HCC2218,5-Fluorouracil,AZD7762,0
T47D,Docetaxel,Afatinib,0
HCC1806,Linsitinib,Paclitaxel,0
MDA-MB-453,Navitoclax,MK-2206,0
HPAC,Navitoclax,Trametinib,0
BT-549,Palbociclib,Nilotinib,0
COLO-678,SB216763,SCH772984,0
PANC-04-03,Ruxolitinib,Olaparib,0
SUIT-2,MK-2206,Galunisertib,0
HPAC,LGK974,Galunisertib,0
HCC2218,AZD7762,NU7441,0
PANC-04-03,Sorafenib,AZD7762,0
PANC-02-03,Erlotinib,Palbociclib,0
CaR-1,AZD7762,Oxaliplatin,0
DU-4475,Gemcitabine,Palbociclib,0
HCC70,PD173074,Sorafenib,0
T84,Dabrafenib,Afatinib,0
HCC2218,Bortezomib,KU-55933,0
DU-4475,AZD7762,Gemcitabine,1
HCC1428,Olaparib,Tozasertib,0
CCK-81,Linsitinib,Vinorelbine,0
UACC-893,Cisplatin,Crizotinib,0
RCM-1,Oxaliplatin,SB505124,0
MDA-MB-415,Vorinostat,Gemcitabine,0
PANC-10-05,Galunisertib,OSI-027,0
CAL-148,MK-1775,Venetoclax,0
CAL-120,PD173074,Navitoclax,0
CAPAN-1,Erlotinib,OSI-027,0
EFM-19,Lapatinib,OSI-027,0
SW1463,Trametinib,AZD7762,1
CW-2,Vinorelbine,Navitoclax,1
SNU-81,BMS-754807,Camptothecin,0
BT-483,OSI-027,AZD7762,0
MDA-MB-157,Vorinostat,PD173074,0
HDQ-P1,Lapatinib,Afatinib,0
PA-TU-8902,OSI-027,Galunisertib,0
EVSA-T,Docetaxel,BI-2536,0
CL-11,Sapitinib,AZD4547,0
ZR-75-30,Linsitinib,RO-3306,0
HCC1954,MK-2206,AZD7762,0
EFM-19,MK-1775,Olaparib,0
CAL-148,Crizotinib,Tozasertib,0
SNU-81,Olaparib,BMS-754807,0
HCC38,OSI-027,GSK269962A,0
HCC1599,Docetaxel,Venetoclax,0
MRK-nu-1,AZD7762,Entinostat,0
MRK-nu-1,Navitoclax,AZD6482,0
HT-115,Navitoclax,Afatinib,1
SW620,Vinorelbine,Navitoclax,1
LS-123,BMS-754807,SB216763,0
EFM-19,Axitinib,Linsitinib,0
MCF7,OSI-027,NU7441,0
MRK-nu-1,MK-2206,MK-1775,0
HCC70,Pictilisib,Luminespib,0
HCC1569,Vorinostat,Venetoclax,0
HCC1428,Vorinostat,Alpelisib,0
MDA-MB-157,PD173074,Entinostat,0
MDA-MB-330,Gemcitabine,Cisplatin,0
PANC-03-27,Galunisertib,Paclitaxel,0
SW620,SB505124,AZD7762,0
UACC-893,Axitinib,Navitoclax,0
HCC1395,Crizotinib,Palbociclib,0
BT-483,Crizotinib,Wee1 Inhibitor,0
SW1990,Linsitinib,Dasatinib,0
HCC1395,PD173074,Venetoclax,0
CCK-81,MK-1775,SB505124,0
PANC-02-03,Linsitinib,Taselisib,0
CL-11,Oxaliplatin,SB505124,0
HCC2218,PD173074,SCH772984,0
HuP-T4,Sorafenib,SCH772984,0
COLO-320-HSR,Crizotinib,5-Fluorouracil,0
UACC-893,5-Fluorouracil,Wee1 Inhibitor,0
T47D,Linsitinib,Doramapimod,0
HCC1806,Vorinostat,GSK269962A,0
HCC1806,Gemcitabine,Navitoclax,1
BT-474,Lapatinib,MK-1775,0
PANC-08-13,AZD7762,OSI-027,0
MIA-PaCa-2,Galunisertib,Linsitinib,0
MIA-PaCa-2,Cisplatin,Lapatinib,0
CAPAN-1,Olaparib,SCH772984,0
SK-CO-1,5-Fluorouracil,BMS-754807,0
HCC1954,Bortezomib,Gemcitabine,0
BT-549,Bortezomib,Luminespib,0
SW1116,Trametinib,AZD4547,0
AU565,PD173074,Tozasertib,0
ZR-75-30,Olaparib,Pictilisib,0
HCC1937,Trametinib,Entinostat,0
HPAC,Dasatinib,OSI-027,0
PANC-02-03,Navitoclax,Cisplatin,0
SW48,AZD8055,Vinorelbine,0
KP-2,Erlotinib,Olaparib,0
DU-4475,Pictilisib,MK-2206,0
CAL-85-1,AZD7762,Taselisib,0
SW620,SB216763,Olaparib,0
HPAC,Cisplatin,AZD7762,1
HCC1569,MK-2206,PD173074,0
CL-11,BMS-754807,MK-2206,0
CAPAN-2,Sorafenib,Linsitinib,0
KP-3,Trametinib,Linsitinib,0
MZ1-PC,Dasatinib,MK-1775,0
KP-2,Linsitinib,Paclitaxel,0
OCUB-M,Gemcitabine,Cisplatin,0
HCC1937,Luminespib,Temozolomide,0
COLO-320-HSR,Camptothecin,Afatinib,0
HCC2998,Crizotinib,AZD8055,0
KP-1N,AZD7762,5-Fluorouracil,0
CL-11,Palbociclib,BMS-754807,0
MCF7,MK-1775,AZD7762,0
HCC1569,Olaparib,Alisertib,0
HCC1954,Vorinostat,Afatinib,0
OCUB-M,MK-2206,AZD7762,0
PANC-03-27,AZD7762,OSI-027,0
COLO-824,Docetaxel,Crizotinib,0
BxPC-3,LGK974,Gemcitabine,0
MCF7,OSI-027,Sapitinib,0
PA-TU-8988T,Ruxolitinib,Linsitinib,0
CAL-85-1,AZD7762,MK-2206,0
CAL-148,Cisplatin,BI-2536,0
COLO-320-HSR,5-Fluorouracil,Linsitinib,0
CFPAC-1,MK-1775,Crizotinib,0
HCC1954,Navitoclax,Cisplatin,0
SU8686,AZD7762,OSI-027,0
CaR-1,BMS-754807,Trametinib,1
HCC1419,Lapatinib,Taselisib,0
MDA-MB-361,Taselisib,Luminespib,0
SW620,Linsitinib,5-Fluorouracil,0
ZR-75-30,Crizotinib,Venetoclax,0
PANC-03-27,Taselisib,SCH772984,1
MDA-MB-231,PD173074,Tozasertib,0
HCC38,Navitoclax,BI-2536,1
JIMT-1,Temozolomide,KU-55933,0
HuP-T3,Taselisib,Sorafenib,0
SW1116,Navitoclax,Vinorelbine,1
AsPC-1,LGK974,Lapatinib,0
HCC70,5-Fluorouracil,Navitoclax,0
NCI-H716,MK-1775,Olaparib,0
KP-3,Ruxolitinib,Cisplatin,0
KP-1N,Irinotecan,OSI-027,0
JIMT-1,Luminespib,Temozolomide,0
PANC-10-05,Sorafenib,Trametinib,0
MIA-PaCa-2,MK-2206,Palbociclib,0
PSN1,Dasatinib,Oxaliplatin,0
MDA-MB-415,Luminespib,Temozolomide,0
GP5d,Taselisib,Crizotinib,0
HuP-T3,OSI-027,Sorafenib,0
OCUB-M,Luminespib,Tozasertib,0
HCC1806,Taselisib,Trametinib,0
BT-474,Crizotinib,MK-2206,0
CAL-51,Trametinib,Pictilisib,0
HDQ-P1,Docetaxel,Taselisib,0
DU-4475,Trametinib,AZD7762,0
SNU-1040,MK-2206,AZD7762,0
MDA-MB-468,Trametinib,Tozasertib,0
LoVo,Camptothecin,Sapitinib,0
MDA-MB-468,Gemcitabine,Axitinib,0
COLO-205,Palbociclib,SB216763,0
HCT-15,LGK974,AZD7762,0
HCC1419,Luminespib,Wee1 Inhibitor,0
SNU-81,Oxaliplatin,MK-1775,0
NCI-H508,Camptothecin,Afatinib,0
DU-4475,MK-2206,Tozasertib,1
SW837,Oxaliplatin,SB505124,0
ZR-75-1,Olaparib,Afatinib,0
SW1990,MK-1775,Navitoclax,1
MDA-MB-436,Cisplatin,Paclitaxel,0
CAL-85-1,Temozolomide,AZD7762,0
HuP-T4,Olaparib,5-Fluorouracil,0
T84,Vinorelbine,Crizotinib,0
COLO-320-HSR,SB505124,Taselisib,0
ZR-75-1,Vorinostat,PD173074,0
HCC1500,Crizotinib,Venetoclax,0
SW620,LGK974,Linsitinib,0
T84,Vinorelbine,Dabrafenib,0
PANC-02-03,Ruxolitinib,5-Fluorouracil,0
LS-513,Camptothecin,Navitoclax,1
CAPAN-2,Irinotecan,LGK974,0
CFPAC-1,Dactolisib,Dasatinib,1
SW620,BMS-754807,SB216763,0
HCT-15,SB505124,5-Fluorouracil,0
BT-474,Pictilisib,SB216763,0
HuP-T4,Erlotinib,Palbociclib,0
COLO-205,Crizotinib,Linsitinib,0
SW837,Navitoclax,Crizotinib,1
HT55,AZD4547,AZD8055,0
MDA-MB-175-VII,MK-2206,Linsitinib,0
MDA-MB-330,Axitinib,RO-3306,0
PANC-10-05,LGK974,SCH772984,0
PSN1,Cisplatin,Gemcitabine,0
BT-20,5-Fluorouracil,Doramapimod,0
UACC-893,Lapatinib,Docetaxel,0
COLO-678,Taselisib,Olaparib,0
SNU-1040,MK-2206,AZD8055,0
HCC1569,Vorinostat,Uprosertib,0
CW-2,MK-2206,Linsitinib,0
HT-29,Navitoclax,SCH772984,0
CAL-148,Olaparib,Lapatinib,0
HCC2157,Bortezomib,RO-3306,0
DAN-G,Dactolisib,SCH772984,0
ZR-75-30,OSI-027,JQ1,0
SNU-C1,SB216763,SB505124,0
PANC-08-13,Paclitaxel,OSI-027,0
MDST8,Sapitinib,5-Fluorouracil,0
HuP-T4,Ruxolitinib,5-Fluorouracil,0
LS-411N,SB505124,Linsitinib,0
Hs-766T,AZD7762,Erlotinib,0
COLO-824,MK-2206,Sapitinib,0
HCC2157,Docetaxel,AZD6482,0
HCC38,Cisplatin,Lapatinib,0
MDA-MB-436,Vorinostat,Uprosertib,0
SW1990,AZD7762,Gemcitabine,0
KP-4,Dasatinib,Palbociclib,0
HCC1599,Sapitinib,Navitoclax,0
EFM-19,Lapatinib,5-Fluorouracil,0
MDA-MB-361,MK-2206,Tozasertib,0
CAL-148,Pictilisib,Ribociclib,0
SNU-C5,Dabrafenib,MK-1775,0
CAL-120,Pictilisib,Venetoclax,0
MDA-MB-436,Crizotinib,Wee1 Inhibitor,0
KP-4,Oxaliplatin,Crizotinib,0
SW1463,Trametinib,Palbociclib,0
SW620,Sapitinib,Palbociclib,0
HPAC,Cisplatin,Crizotinib,0
AU565,Sapitinib,Crizotinib,0
MDA-MB-231,Linsitinib,ZM447439,0
HCC1599,Lapatinib,MK-1775,0
KM12,Navitoclax,Taselisib,0
CFPAC-1,AZD7762,Taselisib,0
SK-CO-1,AZD4547,AZD8055,0
MCF7,OSI-027,Camptothecin,0
SW1417,Afatinib,BMS-754807,0
HCC2157,Crizotinib,RO-3306,0
HCC1937,Navitoclax,Nilotinib,0
EFM-192A,Luminespib,OSI-027,0
HCC1569,AZD7762,BI-2536,0
Hs-578-T,Axitinib,ZM447439,0
CCK-81,SCH772984,Sapitinib,0
SUIT-2,Gemcitabine,Cisplatin,0
EFM-192A,5-Fluorouracil,Camptothecin,0
HDQ-P1,Linsitinib,Uprosertib,0
OCUB-M,Pictilisib,AZD6482,1
HDQ-P1,Gemcitabine,Alpelisib,0
HCC1419,Luminespib,AZD6482,0
HDQ-P1,AZD7762,Camptothecin,1
MDST8,Palbociclib,LGK974,0
DU-4475,Taselisib,AZD8055,0
C2BBe1,Afatinib,MK-2206,0
HT-115,Dabrafenib,AZD7762,0
SNU-407,Vinorelbine,Dabrafenib,0
PANC-03-27,Paclitaxel,Olaparib,0
MIA-PaCa-2,Cisplatin,Paclitaxel,0
HCC1937,OSI-027,Uprosertib,0
ZR-75-1,MK-2206,MK-1775,0
NCI-H508,BMS-754807,LGK974,0
AsPC-1,Galunisertib,Ruxolitinib,0
LoVo,SB505124,Linsitinib,0
CAL-120,Vorinostat,Uprosertib,0
SW1417,Navitoclax,AZD7762,1
SW48,Sapitinib,BMS-754807,0
MRK-nu-1,Gemcitabine,Alpelisib,0
HCC1599,Axitinib,JQ1,1
HCC38,Pictilisib,Nilotinib,0
NCI-H716,AZD4547,Palbociclib,0
PANC-08-13,AZD7762,5-Fluorouracil,0
PSN1,Trametinib,Gemcitabine,0
SW48,Camptothecin,Crizotinib,0
RKO,Crizotinib,Palbociclib,0
HCC1143,PD173074,Linsitinib,0
SW1463,MK-2206,Sapitinib,1
HCC1428,Docetaxel,Taselisib,0
HCC2218,Temozolomide,KU-55933,0
HCC1569,Palbociclib,Entinostat,0
SW948,MK-1775,Olaparib,0
CFPAC-1,Linsitinib,5-Fluorouracil,0
T47D,Navitoclax,Taselisib,0
MDA-MB-436,Gemcitabine,Palbociclib,0
HCC1599,MK-1775,Crizotinib,0
MDA-MB-231,Temozolomide,NU7441,0
DAN-G,MK-1775,Paclitaxel,0
HCC38,Gemcitabine,AZD8055,0
SW948,Dabrafenib,Camptothecin,0
SW1990,Sorafenib,Palbociclib,0
BT-474,Crizotinib,Vorinostat,0
ZR-75-1,Bortezomib,Luminespib,0
DU-4475,OSI-027,ZM447439,0
PSN1,Olaparib,Erlotinib,0
PANC-02-03,Crizotinib,OSI-027,0
HCC70,5-Fluorouracil,Alisertib,0
HCC1187,Vorinostat,Alpelisib,0
DiFi,MK-1775,Navitoclax,0
HCC1143,Trametinib,Vorinostat,0
T47D,Cisplatin,Luminespib,0
MDA-MB-157,PD173074,Tozasertib,0
MDA-MB-231,AZD7762,MK-1775,0
MDA-MB-361,MK-1775,BI-2536,0
AU565,Gemcitabine,NU7441,0
BT-549,Luminespib,Wee1 Inhibitor,0
SW837,Vinorelbine,Olaparib,0
PANC-10-05,Navitoclax,Crizotinib,1
CCK-81,AZD8055,Oxaliplatin,0
BT-483,Trametinib,Camptothecin,0
SW948,LGK974,Oxaliplatin,0
EFM-192A,Luminespib,Nilotinib,0
HCC1143,Olaparib,Afatinib,0
KP-1N,Crizotinib,Ruxolitinib,0
EFM-192A,Palbociclib,AZD8055,0
HDQ-P1,Vorinostat,Venetoclax,0
EFM-19,Palbociclib,OSI-027,0
HuP-T4,Lapatinib,Gemcitabine,0
HCC1806,PD173074,Vorinostat,0
BT-20,Bortezomib,Docetaxel,0
KP-4,Ruxolitinib,Paclitaxel,0
COLO-824,MK-1775,AZD7762,0
C2BBe1,Linsitinib,Navitoclax,0
EFM-192A,Crizotinib,Lapatinib,0
SW1463,MK-1775,Palbociclib,0
PSN1,Irinotecan,Dactolisib,0
PANC-04-03,Olaparib,Ruxolitinib,0
MCF7,OSI-027,AZD7762,0
MDA-MB-436,Vorinostat,SB216763,0
CAL-51,Palbociclib,Ribociclib,0
PA-TU-8988T,Ruxolitinib,Olaparib,0
MRK-nu-1,Docetaxel,RO-3306,0
CAL-120,Temozolomide,Navitoclax,0
HCC1500,MK-1775,Sorafenib,0
HCC1187,5-Fluorouracil,Cisplatin,0
PANC-10-05,Galunisertib,Paclitaxel,0
HCC202,Axitinib,Navitoclax,0
PSN1,Dactolisib,Paclitaxel,0
COLO-320-HSR,5-Fluorouracil,Oxaliplatin,0
HCC1143,PD173074,Gemcitabine,0
KP-2,Sorafenib,Palbociclib,0
MDA-MB-330,PD173074,Pictilisib,0
UACC-893,Taselisib,5-Fluorouracil,0
HCC1569,Gemcitabine,Afatinib,0
PSN1,Sorafenib,AZD7762,0
SNU-1040,AZD7762,AZD4547,0
MDST8,SB216763,Crizotinib,0
MDA-MB-157,OSI-027,Axitinib,0
HCC202,Pictilisib,Axitinib,0
MDA-MB-436,Vorinostat,Venetoclax,0
HCC1937,MK-1775,Tozasertib,0
LS-180,SCH772984,Dabrafenib,0
JIMT-1,Axitinib,Dabrafenib,0
NCI-H716,AZD8055,SCH772984,0
NCI-H747,MK-1775,Afatinib,0
HuP-T4,5-Fluorouracil,Dactolisib,0
HCC1954,Olaparib,MK-1775,0
SW948,Palbociclib,SB505124,0
MZ1-PC,Sorafenib,Lapatinib,0
RKO,Linsitinib,5-Fluorouracil,0
SU8686,Taselisib,Ruxolitinib,0
EFM-19,Pictilisib,Palbociclib,0
Hs-578-T,Crizotinib,5-Fluorouracil,0
MIA-PaCa-2,Irinotecan,Paclitaxel,0
MRK-nu-1,Luminespib,GSK269962A,0
RCM-1,AZD4547,Sapitinib,0
MDA-MB-231,MK-1775,Temozolomide,0
CAMA-1,Cisplatin,Crizotinib,0
HCT-15,MK-1775,Navitoclax,0
HT-29,Sapitinib,Taselisib,0
T47D,5-Fluorouracil,Uprosertib,0
HuP-T4,Navitoclax,Sorafenib,1
BT-20,Trametinib,5-Fluorouracil,0
PANC-10-05,Dactolisib,Dasatinib,0
CAMA-1,Gemcitabine,Navitoclax,0
PANC-08-13,MK-2206,AZD7762,0
CAMA-1,Olaparib,SCH772984,0
CAPAN-2,LGK974,Cisplatin,0
JIMT-1,Luminespib,Docetaxel,0
BT-20,Trametinib,AZD7762,0
MFM-223,Crizotinib,AZD8055,0
YAPC,Paclitaxel,Trametinib,0
PANC-03-27,MK-1775,Paclitaxel,0
MDA-MB-453,Bortezomib,RO-3306,0
YAPC,Dactolisib,MK-1775,0
YAPC,Dasatinib,Galunisertib,0
HCC1428,Linsitinib,Olaparib,0
NCI-H508,Linsitinib,Palbociclib,0
MFM-223,Trametinib,PF-4708671,0
C2BBe1,Sapitinib,SCH772984,0
PA-TU-8902,Lapatinib,Paclitaxel,0
UACC-812,MK-1775,Docetaxel,0
Hs-578-T,AZD7762,Vorinostat,0
HCC1599,Vorinostat,AZD7762,0
T84,Linsitinib,Sapitinib,1
BT-549,Axitinib,Crizotinib,0
BT-483,MK-2206,Vorinostat,0
HCC1599,Crizotinib,Venetoclax,0
HT55,Navitoclax,MK-2206,0
PSN1,MK-1775,MK-2206,1
HCC1599,Vorinostat,GSK269962A,0
T47D,PD173074,Uprosertib,0
MCF7,Vorinostat,Axitinib,0
BT-483,Linsitinib,Navitoclax,0
MDA-MB-157,Linsitinib,MK-2206,0
OCUB-M,Sapitinib,KU-55933,0
MDA-MB-453,Luminespib,Sorafenib,0
MDA-MB-175-VII,Linsitinib,SCH772984,1
MDA-MB-468,Axitinib,Dabrafenib,0
HCC1937,Luminespib,Docetaxel,0
SW948,Crizotinib,5-Fluorouracil,0
CL-11,Vinorelbine,Navitoclax,0
SU8686,5-Fluorouracil,Navitoclax,0
BT-549,Gemcitabine,ZM447439,0
COLO-824,Trametinib,OSI-027,0
SUIT-2,Lapatinib,5-Fluorouracil,0
HCC1500,MK-2206,Wee1 Inhibitor,0
BT-483,Gemcitabine,Docetaxel,0
MCF7,Gemcitabine,Nilotinib,0
HCC1500,Pictilisib,GSK269962A,0
MDA-MB-157,MK-1775,Gemcitabine,1
HCC70,Luminespib,ZM447439,0
HDQ-P1,Docetaxel,Dabrafenib,0
MFM-223,Taselisib,ZM447439,0
NCI-H716,MK-1775,Crizotinib,0
MDA-MB-175-VII,Taselisib,Alisertib,0
HT55,Crizotinib,Linsitinib,0
EFM-19,OSI-027,SCH772984,0
SNU-1040,Afatinib,SB505124,0
PSN1,Crizotinib,MK-2206,0
HT-29,SB216763,Crizotinib,0
HCC1599,Crizotinib,SB216763,0
NCI-H716,Camptothecin,Sapitinib,0
DAN-G,Trametinib,Palbociclib,0
MDA-MB-468,MK-2206,BI-2536,0
LS-513,SCH772984,AZD7762,0
MDA-MB-157,AZD7762,Vorinostat,0
SW837,Olaparib,BMS-754807,0
HCC1428,Linsitinib,5-Fluorouracil,0
CL-11,SCH772984,Sapitinib,0
SU8686,Linsitinib,Erlotinib,0
HT-115,Dabrafenib,Sapitinib,0
MZ1-PC,Ruxolitinib,Paclitaxel,0
SW48,Trametinib,AZD4547,0
CAL-148,AZD7762,Linsitinib,0
MDA-MB-157,Vorinostat,Uprosertib,0
HCC1143,Sapitinib,Temozolomide,0
HCC38,Taselisib,PF-4708671,0
SW837,SCH772984,Crizotinib,0
SW48,Dabrafenib,MK-1775,0
