cell_line_names,anchor_names,library_names,labels
MDA-MB-157,Luminespib,Nilotinib,0
HCC1143,5-Fluorouracil,Docetaxel,0
NCI-H747,MK-2206,Crizotinib,0
CAL-85-1,MK-1775,Cisplatin,1
LS-411N,5-Fluorouracil,BMS-754807,0
MRK-nu-1,Bortezomib,BI-2536,0
COLO-824,Linsitinib,Sapitinib,0
NCI-H716,Olaparib,Vinorelbine,0
SNU-C2B,SB216763,Sapitinib,0
SUIT-2,Oxaliplatin,Sorafenib,0
C2BBe1,Vinorelbine,Navitoclax,0
COLO-824,AZD7762,Vorinostat,0
HCC1143,Axitinib,5-Fluorouracil,0
KP-2,Sorafenib,OSI-027,0
SW1990,Trametinib,Lapatinib,1
DiFi,5-Fluorouracil,SB216763,0
JIMT-1,Trametinib,5-Fluorouracil,0
HCC1806,Vorinostat,Nilotinib,0
HCC1954,Olaparib,Dabrafenib,0
DU-4475,Gemcitabine,Ribociclib,0
COLO-824,Linsitinib,Axitinib,0
CAPAN-2,Navitoclax,Taselisib,1
HuP-T4,AZD7762,Sorafenib,0
NCI-H716,AZD8055,Camptothecin,0
OCUB-M,Pictilisib,KU-55933,0
OCUB-M,PD173074,KU-55933,0
BT-483,Sapitinib,Afatinib,0
HCC2998,Oxaliplatin,AZD7762,0
NCI-H747,Oxaliplatin,Linsitinib,0
HCC2218,Luminespib,Docetaxel,0
ZR-75-30,Crizotinib,SB216763,0
HCT-116,Linsitinib,Crizotinib,0
SUIT-2,Irinotecan,Lapatinib,0
CAPAN-1,Olaparib,Linsitinib,0
MZ1-PC,Taselisib,Galunisertib,0
BT-20,Crizotinib,Uprosertib,0
CAL-51,Bortezomib,Olaparib,0
EFM-19,Gemcitabine,RO-3306,0
SUIT-2,Paclitaxel,Erlotinib,1
HCC1954,Crizotinib,Trametinib,0
JIMT-1,Crizotinib,OSI-027,0
EFM-19,Docetaxel,Cisplatin,0
KP-2,Oxaliplatin,Sorafenib,0
CAL-51,Crizotinib,MK-1775,0
HCT-116,Crizotinib,Palbociclib,0
HPAC,Cisplatin,Lapatinib,0
MRK-nu-1,Gemcitabine,AZD7762,1
EFM-19,Taselisib,GSK269962A,0
HCC2157,MK-1775,Lapatinib,0
BT-483,Bortezomib,Afatinib,0
ZR-75-30,Olaparib,Cisplatin,0
JIMT-1,Lapatinib,Trametinib,0
NCI-H716,SB216763,LGK974,0
MRK-nu-1,MK-1775,NU7441,0
HCC1428,Linsitinib,OSI-027,0
SUIT-2,Palbociclib,Trametinib,0
SNU-175,BMS-754807,LGK974,0
SNU-175,AZD4547,Olaparib,0
NCI-H747,SB505124,Afatinib,0
HCC2218,Linsitinib,Gemcitabine,0
BxPC-3,Navitoclax,Cisplatin,0
CAL-51,PD173074,Afatinib,1
HCC1937,Palbociclib,Olaparib,0
CCK-81,Camptothecin,Sapitinib,0
SNU-407,Palbociclib,LGK974,0
UACC-893,Lapatinib,Nilotinib,0
HCC1428,Cisplatin,Gemcitabine,0
Hs-578-T,Docetaxel,NU7441,0
DU-4475,Olaparib,Afatinib,0
HuP-T4,Dactolisib,LGK974,0
HCC1143,Vorinostat,Taselisib,0
LS-411N,5-Fluorouracil,Oxaliplatin,0
HCC1143,OSI-027,Doramapimod,0
HuP-T4,MK-1775,Paclitaxel,0
AU565,AZD7762,SCH772984,0
PANC-10-05,Irinotecan,Palbociclib,0
CAMA-1,Lapatinib,Cisplatin,0
HCC2218,Trametinib,Bortezomib,0
HCC1428,Bortezomib,Temozolomide,0
HCC1806,5-Fluorouracil,RO-3306,0
HCC1937,Temozolomide,Vorinostat,0
HCC1428,Temozolomide,AZD6482,0
HCC1937,Trametinib,SB216763,0
SW620,Crizotinib,SB505124,0
UACC-893,Bortezomib,AZD7762,0
SNU-407,BMS-754807,Camptothecin,0
MIA-PaCa-2,AZD7762,OSI-027,0
COLO-824,Vorinostat,Uprosertib,0
CW-2,Crizotinib,MK-1775,0
MDA-MB-468,Luminespib,Nilotinib,0
HCC1937,Olaparib,Wee1 Inhibitor,0
CAL-51,Pictilisib,RO-3306,0
EFM-19,OSI-027,Entinostat,0
PA-TU-8902,Dactolisib,Oxaliplatin,0
SUIT-2,Linsitinib,Oxaliplatin,0
MDA-MB-468,Crizotinib,Palbociclib,0
Hs-578-T,Lapatinib,Uprosertib,0
LS-411N,Crizotinib,SB505124,0
CAL-148,Navitoclax,Trametinib,0
MDA-MB-157,Pictilisib,Bortezomib,0
PANC-03-27,MK-2206,Lapatinib,0
HCC1937,Pictilisib,Doramapimod,0
PA-TU-8988T,AZD7762,Crizotinib,0
HCC1569,MK-1775,Taselisib,0
MZ1-PC,MK-1775,Dactolisib,0
EFM-192A,Vorinostat,AZD7762,0
HCC2998,5-Fluorouracil,Oxaliplatin,0
CAPAN-2,Crizotinib,Erlotinib,0
HCC1187,AZD7762,SCH772984,0
HCC2157,Crizotinib,AZD7762,0
HCC1937,Docetaxel,Vorinostat,0
EFM-19,Vorinostat,Palbociclib,0
HCC1954,MK-1775,Ribociclib,0
EFM-192A,Bortezomib,SB216763,0
KP-2,MK-1775,Navitoclax,1
PANC-10-05,Cisplatin,Olaparib,0
HCC1428,Axitinib,Paclitaxel,0
MZ1-PC,Crizotinib,Irinotecan,0
CW-2,Navitoclax,SB505124,0
BT-483,AZD7762,Axitinib,0
MDA-MB-453,PD173074,SCH772984,0
HCC2218,Luminespib,Vorinostat,0
SW1990,Cisplatin,SCH772984,0
PA-TU-8902,Irinotecan,OSI-027,0
EFM-19,Palbociclib,NU7441,0
MDA-MB-453,Temozolomide,MK-2206,0
OCUB-M,Navitoclax,AZD8055,0
HCC1954,Olaparib,Entinostat,0
KP-2,MK-2206,Dactolisib,0
CAL-51,Luminespib,ZM447439,0
HCC1937,Taselisib,PF-4708671,0
EFM-19,Gemcitabine,AZD8055,0
AU565,AZD7762,Uprosertib,0
KP-4,MK-1775,Navitoclax,0
SNU-C2B,AZD4547,Navitoclax,0
HCC2218,Vorinostat,GSK269962A,0
MDA-MB-175-VII,MK-2206,Uprosertib,0
HuP-T3,Galunisertib,Erlotinib,0
CAL-148,Palbociclib,Sorafenib,0
HCC1500,Linsitinib,Lapatinib,0
MDA-MB-157,Docetaxel,Temozolomide,0
CAMA-1,MK-1775,Wee1 Inhibitor,0
HCC2218,MK-2206,BI-2536,0
BT-483,5-Fluorouracil,Dabrafenib,0
CaR-1,Sapitinib,5-Fluorouracil,0
LS-513,5-Fluorouracil,Camptothecin,0
KP-4,Trametinib,Linsitinib,0
PSN1,MK-1775,Lapatinib,0
LS-411N,Olaparib,Palbociclib,0
EFM-19,Sapitinib,Taselisib,0
CW-2,Dabrafenib,Vinorelbine,0
MIA-PaCa-2,AZD7762,Olaparib,0
SW620,MK-1775,AZD8055,0
CAL-51,Bortezomib,Uprosertib,0
HT-115,Navitoclax,Sapitinib,1
BxPC-3,Olaparib,Dactolisib,0
HCC1806,Vorinostat,NU7441,1
COLO-824,Gemcitabine,Uprosertib,0
MDA-MB-157,Vorinostat,Sorafenib,0
MDA-MB-157,AZD7762,Cisplatin,0
SW1990,MK-2206,Palbociclib,0
HPAC,Lapatinib,Navitoclax,0
MRK-nu-1,Sapitinib,JQ1,0
HCC1569,Trametinib,NU7441,0
COLO-824,Lapatinib,Nilotinib,0
COLO-205,SB505124,Dabrafenib,0
MDA-MB-175-VII,Gemcitabine,Olaparib,0
HCC2218,Linsitinib,AZD8055,0
AU565,Palbociclib,Vorinostat,0
DiFi,Vinorelbine,Trametinib,0
HCC2218,Taselisib,PD173074,0
HCC1143,Vorinostat,AZD6482,0
CAL-51,Sapitinib,AZD6482,0
DU-4475,Axitinib,SCH772984,0
MDA-MB-175-VII,Bortezomib,Alisertib,0
BxPC-3,Galunisertib,MK-1775,0
PANC-10-05,MK-2206,Ruxolitinib,0
EFM-192A,Palbociclib,Cisplatin,0
HPAC,5-Fluorouracil,Irinotecan,0
UACC-893,Crizotinib,Navitoclax,0
SW1990,Dasatinib,Gemcitabine,0
AU565,Luminespib,Bortezomib,0
KP-4,MK-2206,Gemcitabine,0
HCC1954,Temozolomide,Olaparib,0
CAPAN-1,Crizotinib,Gemcitabine,0
PANC-10-05,Trametinib,Irinotecan,0
KP-2,Irinotecan,5-Fluorouracil,0
MDA-MB-157,Crizotinib,Temozolomide,0
PA-TU-8988T,Palbociclib,Crizotinib,0
SNU-C1,Afatinib,Linsitinib,0
CAL-51,Bortezomib,JQ1,0
MDA-MB-453,Docetaxel,SCH772984,0
Hs-578-T,Lapatinib,Gemcitabine,0
HCT-116,Linsitinib,SCH772984,0
HCC1937,Vorinostat,Dabrafenib,0
UACC-893,Pictilisib,Afatinib,1
OCUB-M,OSI-027,GSK269962A,0
COLO-205,Dabrafenib,MK-1775,0
HCC1143,Luminespib,Olaparib,0
COLO-824,Luminespib,Bortezomib,0
HCC202,Linsitinib,MK-2206,0
HT-115,Camptothecin,SB216763,0
CW-2,Navitoclax,Olaparib,0
BT-20,Pictilisib,Crizotinib,0
CAPAN-1,Palbociclib,SCH772984,0
MDA-MB-453,5-Fluorouracil,AZD7762,0
CaR-1,Navitoclax,AZD8055,0
MDA-MB-453,5-Fluorouracil,Doramapimod,0
EFM-192A,Linsitinib,Taselisib,0
CAL-148,5-Fluorouracil,PD173074,1
PA-TU-8902,Oxaliplatin,OSI-027,0
HCC1500,PD173074,PF-4708671,1
PA-TU-8988T,Trametinib,Paclitaxel,0
ZR-75-30,AZD7762,Linsitinib,0
AU565,Temozolomide,NU7441,0
CAPAN-1,OSI-027,Sorafenib,0
SW837,MK-2206,Palbociclib,0
CCK-81,Taselisib,SB216763,0
CaR-1,MK-2206,Afatinib,1
LS-123,AZD7762,Sapitinib,0
EFM-192A,Linsitinib,Sapitinib,0
HCC1500,5-Fluorouracil,Dabrafenib,0
DiFi,SB505124,AZD4547,0
PSN1,Trametinib,Ruxolitinib,0
HCC1187,Bortezomib,NU7441,1
CAL-148,Cisplatin,Afatinib,0
UACC-893,Navitoclax,BI-2536,0
HCC2157,MK-2206,Ribociclib,0
HCC2157,Linsitinib,5-Fluorouracil,0
SNU-407,Olaparib,Afatinib,0
COLO-205,BMS-754807,Oxaliplatin,0
PA-TU-8988T,Cisplatin,Irinotecan,0
SW837,Oxaliplatin,Afatinib,0
EFM-19,Olaparib,Luminespib,0
CAL-148,Luminespib,RO-3306,0
EFM-19,Linsitinib,Gemcitabine,0
MDA-MB-468,OSI-027,Camptothecin,0
MDA-MB-468,Linsitinib,Lapatinib,0
HCC1143,Temozolomide,Sapitinib,0
EFM-19,Sapitinib,Luminespib,0
COLO-205,Trametinib,Camptothecin,0
BxPC-3,Galunisertib,Ruxolitinib,0
HCC1937,Axitinib,Taselisib,0
SUIT-2,AZD7762,MK-2206,0
HPAC,Galunisertib,Irinotecan,0
HCC1569,PD173074,Alpelisib,0
HCC1187,AZD7762,Paclitaxel,0
CAL-85-1,Luminespib,Sapitinib,0
PSN1,Olaparib,MK-1775,0
CAMA-1,AZD7762,Gemcitabine,0
UACC-893,5-Fluorouracil,BI-2536,0
HT-29,Afatinib,BMS-754807,0
CAMA-1,Pictilisib,Sorafenib,0
MRK-nu-1,OSI-027,Palbociclib,0
HCC1937,Gemcitabine,Axitinib,0
JIMT-1,Lapatinib,Pictilisib,0
CCK-81,SB216763,SCH772984,0
EFM-192A,Docetaxel,Palbociclib,0
JIMT-1,Linsitinib,5-Fluorouracil,0
BxPC-3,Galunisertib,MK-2206,0
UACC-812,Bortezomib,Sapitinib,0
Hs-578-T,Taselisib,Paclitaxel,0
JIMT-1,Pictilisib,Temozolomide,0
HCC1806,MK-2206,Dabrafenib,0
MIA-PaCa-2,SCH772984,Galunisertib,0
MIA-PaCa-2,Crizotinib,Sorafenib,0
CAPAN-2,Linsitinib,Gemcitabine,0
BT-20,Trametinib,JQ1,0
HuP-T3,Gemcitabine,Crizotinib,0
MDA-MB-157,Vorinostat,5-Fluorouracil,0
COLO-824,Temozolomide,Trametinib,0
MDA-MB-468,Olaparib,PF-4708671,0
HuP-T3,Sorafenib,SCH772984,0
MDA-MB-453,Docetaxel,Wee1 Inhibitor,0
HCC1428,Pictilisib,PD173074,0
EFM-19,MK-1775,Crizotinib,0
HCC1569,Gemcitabine,Palbociclib,0
SNU-C1,Taselisib,Vinorelbine,0
HCT-116,Afatinib,Oxaliplatin,0
JIMT-1,Cisplatin,Sorafenib,0
UACC-893,Vorinostat,Wee1 Inhibitor,0
AU565,MK-1775,OSI-027,0
COLO-205,Crizotinib,Sapitinib,0
LS-123,MK-2206,BMS-754807,1
SW620,Dabrafenib,BMS-754807,1
MDA-MB-453,Navitoclax,GSK269962A,0
ZR-75-30,Olaparib,Sapitinib,0
HCC1500,Palbociclib,Alisertib,0
EFM-192A,Docetaxel,AZD6482,0
BxPC-3,MK-1775,LGK974,0
HCC1937,Luminespib,RO-3306,0
OCUB-M,Temozolomide,AZD8055,0
CAL-85-1,Cisplatin,Nilotinib,0
UACC-893,5-Fluorouracil,MK-1775,0
KP-1N,5-Fluorouracil,AZD7762,0
MRK-nu-1,Axitinib,Tozasertib,0
HCC1143,Navitoclax,Bortezomib,0
Hs-578-T,Lapatinib,KU-55933,0
NCI-H716,Sapitinib,Olaparib,0
MDA-MB-175-VII,Axitinib,Linsitinib,0
BxPC-3,LGK974,SCH772984,0
BT-20,Linsitinib,OSI-027,0
HCC2998,AZD8055,SCH772984,0
HCC1954,MK-2206,Docetaxel,0
HCC1569,Trametinib,BI-2536,0
KP-3,Paclitaxel,SCH772984,0
CW-2,Palbociclib,Camptothecin,0
SNU-175,Oxaliplatin,Crizotinib,0
CaR-1,AZD4547,5-Fluorouracil,0
SW1990,SCH772984,MK-2206,0
MDA-MB-453,Cisplatin,Alisertib,0
CAL-85-1,Docetaxel,5-Fluorouracil,0
HCC1937,Olaparib,Doramapimod,0
HCC1428,5-Fluorouracil,NU7441,0
CCK-81,SCH772984,Linsitinib,0
CAPAN-1,Irinotecan,Paclitaxel,0
HPAC,Navitoclax,Sorafenib,0
PA-TU-8988T,5-Fluorouracil,MK-1775,0
HCC1954,Docetaxel,Camptothecin,0
ZR-75-30,Temozolomide,Bortezomib,0
BxPC-3,Dasatinib,Irinotecan,0
OCUB-M,Bortezomib,Sapitinib,0
HCC2218,Palbociclib,Lapatinib,0
CAPAN-1,Dasatinib,Oxaliplatin,0
SW837,Crizotinib,LGK974,0
HCC2157,MK-2206,Nilotinib,0
CAL-85-1,Navitoclax,Trametinib,1
MDA-MB-453,Temozolomide,Crizotinib,0
PA-TU-8988T,Dasatinib,MK-1775,0
UACC-893,PD173074,Venetoclax,0
HCC1500,Vorinostat,Gemcitabine,0
SNU-407,5-Fluorouracil,BMS-754807,0
HCC1500,Crizotinib,Gemcitabine,0
KP-3,Cisplatin,Lapatinib,0
LS-513,AZD7762,Palbociclib,0
ZR-75-30,Pictilisib,ZM447439,0
LS-123,SB216763,5-Fluorouracil,0
HCC1569,5-Fluorouracil,Alpelisib,0
HCC1428,Bortezomib,MK-2206,0
UACC-893,Temozolomide,Entinostat,0
CAMA-1,Lapatinib,Doramapimod,0
LS-123,Olaparib,Taselisib,0
UACC-893,Navitoclax,Taselisib,0
CAL-51,Olaparib,Cisplatin,0
SNU-175,Camptothecin,Vinorelbine,0
NCI-H716,Camptothecin,Dabrafenib,0
SNU-C2B,LGK974,Afatinib,0
PSN1,Sorafenib,SCH772984,0
SNU-C1,Camptothecin,Oxaliplatin,0
UACC-893,Taselisib,AZD8055,0
HCC1428,Trametinib,Crizotinib,0
BxPC-3,Paclitaxel,MK-2206,0
HCC1954,Linsitinib,Sapitinib,0
OCUB-M,Sapitinib,GSK269962A,0
HCC1143,PD173074,PF-4708671,0
HCC1806,Axitinib,Lapatinib,0
CCK-81,AZD4547,Sapitinib,1
COLO-205,Dabrafenib,Olaparib,0
PA-TU-8988T,Crizotinib,MK-1775,0
Hs-578-T,AZD7762,Wee1 Inhibitor,0
HuP-T4,Taselisib,5-Fluorouracil,0
PA-TU-8988T,Gemcitabine,Trametinib,0
PA-TU-8988T,Navitoclax,AZD7762,0
CAL-51,Vorinostat,MK-1775,0
PANC-03-27,Crizotinib,Taselisib,0
HCC1428,Luminespib,Cisplatin,0
Hs-578-T,Taselisib,Temozolomide,0
HCC1143,PD173074,Sapitinib,0
DU-4475,Gemcitabine,Crizotinib,0
CAL-148,Trametinib,ZM447439,0
COLO-824,Linsitinib,GSK269962A,0
MDA-MB-157,Sapitinib,Vorinostat,0
BT-20,Pictilisib,Sapitinib,1
HCC1569,Navitoclax,Sorafenib,0
UACC-812,Trametinib,MK-2206,0
PL4,LGK974,MK-1775,0
SNU-175,SB216763,SB505124,0
LS-411N,Oxaliplatin,Dabrafenib,0
MDA-MB-453,Crizotinib,Nilotinib,0
EFM-19,Luminespib,PD173074,0
AU565,Luminespib,Crizotinib,0
EFM-19,Pictilisib,Linsitinib,0
UACC-812,Taselisib,Cisplatin,0
Hs-578-T,Luminespib,Linsitinib,0
HCC1187,Crizotinib,Olaparib,0
CAL-148,MK-2206,GSK269962A,0
HCC1806,Crizotinib,Sapitinib,0
CAPAN-1,Navitoclax,OSI-027,0
OCUB-M,5-Fluorouracil,Axitinib,0
HCC1500,Palbociclib,JQ1,0
EFM-19,Trametinib,AZD7762,0
EFM-19,Sapitinib,Crizotinib,0
HCT-116,Oxaliplatin,Camptothecin,0
SNU-407,Camptothecin,Vinorelbine,0
HCC1806,Navitoclax,Camptothecin,1
KP-4,Cisplatin,Taselisib,0
CAPAN-1,5-Fluorouracil,AZD7762,0
KP-2,AZD7762,Paclitaxel,0
CAL-85-1,Vorinostat,Taselisib,0
CAL-148,OSI-027,Taselisib,0
HCC1143,Temozolomide,JQ1,0
NCI-H747,MK-1775,Taselisib,0
HCC1143,PD173074,Alpelisib,0
PA-TU-8988T,Dasatinib,Ruxolitinib,0
HT-29,AZD4547,Oxaliplatin,0
HCC2157,5-Fluorouracil,Ribociclib,0
ZR-75-30,MK-1775,AZD7762,0
MDA-MB-175-VII,Lapatinib,MK-1775,0
CAL-85-1,Taselisib,Alpelisib,0
HCC1954,Olaparib,JQ1,0
HuP-T4,Trametinib,Navitoclax,1
AU565,5-Fluorouracil,Venetoclax,0
HPAC,Palbociclib,Paclitaxel,0
PSN1,Linsitinib,Lapatinib,0
MDA-MB-468,AZD7762,MK-1775,0
HCC2998,Sapitinib,Palbociclib,0
HCC1569,Sapitinib,5-Fluorouracil,0
HCC1569,Pictilisib,Sapitinib,1
HT-115,MK-2206,Oxaliplatin,0
HT-115,Oxaliplatin,Afatinib,0
SNU-175,Trametinib,LGK974,0
HCC2157,Linsitinib,KU-55933,0
C2BBe1,Navitoclax,Taselisib,0
LS-411N,Afatinib,MK-1775,0
Hs-578-T,Docetaxel,PF-4708671,0
MDA-MB-175-VII,Bortezomib,PF-4708671,0
OCUB-M,Docetaxel,Trametinib,0
HCC1569,Axitinib,Sapitinib,1
BxPC-3,Palbociclib,Dasatinib,0
PANC-10-05,Lapatinib,Paclitaxel,0
PANC-03-27,OSI-027,AZD7762,0
CAL-148,Palbociclib,Trametinib,0
EFM-192A,Luminespib,PF-4708671,0
SNU-407,Vinorelbine,Oxaliplatin,0
KP-4,Dasatinib,MK-1775,0
MDA-MB-468,Sapitinib,Venetoclax,0
HuP-T3,OSI-027,Navitoclax,0
OCUB-M,OSI-027,RO-3306,0
HCC1806,Linsitinib,KU-55933,0
DU-4475,Trametinib,SB216763,0
CaR-1,5-Fluorouracil,Navitoclax,0
PANC-03-27,OSI-027,Navitoclax,0
EFM-19,Trametinib,Temozolomide,0
HCC1954,5-Fluorouracil,Lapatinib,0
HCT-116,AZD8055,Olaparib,0
HCT-116,SB216763,Palbociclib,1
MZ1-PC,Trametinib,Linsitinib,0
C2BBe1,Navitoclax,MK-2206,0
JIMT-1,Sapitinib,GSK269962A,0
CaR-1,MK-2206,MK-1775,0
BT-483,Navitoclax,Dabrafenib,0
MDA-MB-468,Sapitinib,Dabrafenib,0
EFM-192A,Bortezomib,SCH772984,0
HCC2157,Navitoclax,Alpelisib,0
LS-411N,Crizotinib,SB216763,0
MRK-nu-1,Lapatinib,OSI-027,0
CAL-85-1,Temozolomide,SB216763,0
UACC-893,PD173074,Uprosertib,0
EFM-192A,5-Fluorouracil,Lapatinib,0
SNU-175,Camptothecin,Palbociclib,0
SUIT-2,Dactolisib,Olaparib,0
MDA-MB-453,PD173074,Olaparib,0
C2BBe1,Palbociclib,LGK974,0
NCI-H747,Camptothecin,5-Fluorouracil,0
LS-123,Camptothecin,Afatinib,0
HuP-T4,SCH772984,Navitoclax,1
BxPC-3,5-Fluorouracil,Galunisertib,0
HT-29,Oxaliplatin,Camptothecin,0
HCC1954,Pictilisib,Crizotinib,0
MRK-nu-1,Cisplatin,Vorinostat,0
MDA-MB-468,Gemcitabine,OSI-027,0
SW620,Dabrafenib,Linsitinib,0
BT-20,Olaparib,ZM447439,0
ZR-75-30,Axitinib,AZD6482,0
HCC2998,Dabrafenib,MK-1775,0
HCC1806,Docetaxel,Palbociclib,0
KP-3,Taselisib,Paclitaxel,0
MRK-nu-1,MK-1775,Sorafenib,0
CCK-81,Sapitinib,SB216763,0
EFM-192A,Luminespib,Alpelisib,0
NCI-H747,MK-1775,SB505124,0
KP-1N,Galunisertib,Navitoclax,0
CAL-51,Temozolomide,Tozasertib,0
MDA-MB-157,Axitinib,Pictilisib,0
HCC1806,Taselisib,Olaparib,0
HCC2157,Crizotinib,Venetoclax,0
HCC1937,Axitinib,Crizotinib,0
HCC1500,PD173074,Taselisib,0
PA-TU-8988T,Trametinib,Taselisib,0
HCC1187,MK-1775,5-Fluorouracil,1
HCC1806,Lapatinib,SB216763,0
DU-4475,MK-2206,Linsitinib,0
CW-2,AZD8055,Taselisib,0
Hs-578-T,MK-1775,GSK269962A,0
DU-4475,Docetaxel,SCH772984,0
JIMT-1,Crizotinib,MK-2206,0
JIMT-1,Bortezomib,Alisertib,0
KP-4,Gemcitabine,LGK974,0
MRK-nu-1,Bortezomib,Tozasertib,0
LS-513,SB505124,Vinorelbine,0
MDA-MB-175-VII,5-Fluorouracil,NU7441,0
MDA-MB-453,Olaparib,OSI-027,0
JIMT-1,Docetaxel,Luminespib,0
KP-3,Sorafenib,AZD7762,0
BT-20,MK-1775,MK-2206,0
PSN1,Crizotinib,5-Fluorouracil,0
DiFi,AZD7762,Olaparib,0
OCUB-M,Sapitinib,Cisplatin,0
MIA-PaCa-2,Trametinib,AZD7762,0
OCUB-M,Crizotinib,BI-2536,0
MZ1-PC,Navitoclax,Dactolisib,0
HPAC,Oxaliplatin,Taselisib,0
HCC2157,Temozolomide,GSK269962A,0
BT-483,Pictilisib,KU-55933,0
BT-483,Sapitinib,Alisertib,0
BT-20,Axitinib,Linsitinib,0
JIMT-1,Axitinib,MK-2206,1
HCC1428,Linsitinib,MK-2206,0
SW620,SCH772984,Olaparib,0
PA-TU-8902,MK-1775,Gemcitabine,0
PA-TU-8988T,Dactolisib,MK-2206,1
HCC1569,MK-1775,Bortezomib,0
PANC-03-27,LGK974,Erlotinib,0
CAPAN-1,Dasatinib,Lapatinib,0
MDA-MB-468,Taselisib,Sorafenib,0
SNU-C2B,AZD4547,MK-1775,0
SW1990,LGK974,Gemcitabine,0
OCUB-M,Docetaxel,Lapatinib,0
HCC1187,PD173074,BI-2536,0
BxPC-3,Ruxolitinib,Cisplatin,0
PANC-03-27,Dactolisib,Paclitaxel,0
CAPAN-1,Paclitaxel,Navitoclax,1
HCC2218,MK-1775,5-Fluorouracil,0
SNU-175,MK-2206,BMS-754807,0
KP-2,Taselisib,Oxaliplatin,0
CAMA-1,PD173074,Nilotinib,0
HCT-116,Sapitinib,Palbociclib,0
LS-411N,MK-1775,SB216763,0
PA-TU-8988T,Ruxolitinib,5-Fluorouracil,0
DiFi,5-Fluorouracil,Palbociclib,0
PA-TU-8902,Paclitaxel,SCH772984,0
Hs-578-T,Vorinostat,Camptothecin,1
PSN1,Lapatinib,MK-2206,1
CAL-85-1,Taselisib,Venetoclax,0
AU565,Palbociclib,SB216763,0
EFM-192A,5-Fluorouracil,JQ1,0
SUIT-2,Dasatinib,Sorafenib,0
MDA-MB-175-VII,Vorinostat,SCH772984,1
MZ1-PC,Navitoclax,Galunisertib,0
OCUB-M,Palbociclib,Crizotinib,0
COLO-824,Navitoclax,AZD6482,1
MDA-MB-175-VII,Linsitinib,Uprosertib,0
HCC1143,OSI-027,PF-4708671,0
JIMT-1,Sapitinib,Linsitinib,0
CAL-148,Palbociclib,Crizotinib,0
NCI-H747,SB216763,AZD7762,0
UACC-893,Navitoclax,Lapatinib,0
HCC1806,Sapitinib,Navitoclax,0
BT-483,Trametinib,Sorafenib,0
MDA-MB-175-VII,Luminespib,Crizotinib,0
NCI-H716,Afatinib,BMS-754807,0
HCC1937,Linsitinib,Taselisib,0
PANC-08-13,Erlotinib,Ruxolitinib,0
JIMT-1,Temozolomide,PF-4708671,0
PANC-08-13,Palbociclib,Galunisertib,0
BxPC-3,Trametinib,Crizotinib,0
SW620,MK-2206,Vinorelbine,0
HCC1143,Gemcitabine,Afatinib,0
Hs-578-T,5-Fluorouracil,Docetaxel,0
MDA-MB-453,Gemcitabine,PD173074,0
HT-115,Camptothecin,SB505124,0
COLO-824,Gemcitabine,PD173074,0
HCC2157,Linsitinib,Palbociclib,0
HCC1187,Vorinostat,5-Fluorouracil,0
EFM-192A,PD173074,Gemcitabine,0
CaR-1,Dabrafenib,Vinorelbine,0
HCC1569,Navitoclax,MK-2206,0
PSN1,OSI-027,Navitoclax,0
LS-411N,AZD4547,MK-2206,1
HCC1428,5-Fluorouracil,Taselisib,0
HCC2157,MK-2206,Docetaxel,0
HPAC,Taselisib,Dactolisib,0
HCC1500,Pictilisib,Doramapimod,0
HCC1806,Olaparib,BI-2536,0
DiFi,Palbociclib,Taselisib,0
HCC1143,Lapatinib,Afatinib,0
COLO-824,Axitinib,OSI-027,0
DiFi,Taselisib,LGK974,0
MDA-MB-157,Temozolomide,Palbociclib,0
AU565,Luminespib,MK-2206,0
COLO-205,AZD8055,Trametinib,0
MDA-MB-157,Cisplatin,BI-2536,0
BT-20,Cisplatin,Olaparib,0
PA-TU-8988T,Navitoclax,Dactolisib,0
BxPC-3,LGK974,Sorafenib,0
DU-4475,Crizotinib,JQ1,1
MDA-MB-468,5-Fluorouracil,Alpelisib,0
HPAC,Sorafenib,Cisplatin,0
EFM-19,Axitinib,SB216763,0
HuP-T3,Erlotinib,Crizotinib,0
COLO-824,MK-1775,Ribociclib,0
KP-4,Taselisib,Ruxolitinib,0
HCC1569,Cisplatin,Ribociclib,0
CaR-1,Crizotinib,Oxaliplatin,0
OCUB-M,Taselisib,JQ1,1
BT-20,Gemcitabine,Entinostat,0
CAPAN-1,Lapatinib,Navitoclax,0
EFM-192A,MK-1775,SB216763,0
HCC2157,Vorinostat,Alpelisib,0
PA-TU-8902,Oxaliplatin,Galunisertib,0
UACC-893,Palbociclib,Afatinib,0
EFM-192A,MK-2206,Vorinostat,0
BT-483,Sapitinib,Docetaxel,0
LS-123,AZD8055,SCH772984,0
UACC-812,Linsitinib,MK-1775,0
HCC2157,Temozolomide,SCH772984,0
AU565,Luminespib,Taselisib,0
HCC1569,AZD7762,Uprosertib,0
HCC1954,PD173074,Wee1 Inhibitor,0
HCC1143,Axitinib,Taselisib,0
MRK-nu-1,Vorinostat,Tozasertib,0
CW-2,Taselisib,Vinorelbine,0
Hs-578-T,PD173074,NU7441,0
MDA-MB-453,Cisplatin,RO-3306,0
MIA-PaCa-2,SCH772984,MK-2206,1
CW-2,Vinorelbine,AZD4547,0
BT-20,Vorinostat,Temozolomide,0
UACC-893,Sapitinib,RO-3306,0
HCC1954,MK-1775,Paclitaxel,0
