cell_line_names,anchor_names,library_names,labels
RKO,SCH772984,Camptothecin,0
CaR-1,Dabrafenib,MK-2206,0
SW948,MK-1775,AZD4547,0
CAPAN-2,Lapatinib,Sorafenib,0
BT-20,Palbociclib,Luminespib,0
EVSA-T,Cisplatin,Gemcitabine,1
SNU-81,Sapitinib,LGK974,0
EVSA-T,Pictilisib,Alisertib,1
YAPC,Erlotinib,MK-2206,0
EVSA-T,MK-1775,Sapitinib,0
CAL-51,Vorinostat,PF-4708671,0
PA-TU-8902,Crizotinib,Irinotecan,0
CFPAC-1,SCH772984,Erlotinib,0
EFM-192A,Temozolomide,RO-3306,0
GP5d,Trametinib,Afatinib,0
HCC2157,Olaparib,NU7441,0
HCC38,Crizotinib,Navitoclax,0
HCC38,OSI-027,Bortezomib,0
HCC1419,Sapitinib,JQ1,0
HDQ-P1,Palbociclib,SCH772984,0
MDA-MB-415,Cisplatin,PF-4708671,0
LS-411N,AZD7762,Crizotinib,0
ZR-75-1,Sapitinib,KU-55933,0
CAPAN-2,Dasatinib,Trametinib,1
MIA-PaCa-2,5-Fluorouracil,Olaparib,0
CAL-85-1,Sapitinib,OSI-027,0
HuP-T3,Crizotinib,5-Fluorouracil,0
GP5d,Afatinib,Palbociclib,0
HCC1569,Pictilisib,Paclitaxel,0
MDA-MB-361,Luminespib,Paclitaxel,0
KP-3,5-Fluorouracil,Cisplatin,0
SUIT-2,Taselisib,Erlotinib,0
SNU-81,SB216763,Vinorelbine,0
SNU-C1,Camptothecin,SB216763,0
UACC-812,5-Fluorouracil,MK-2206,0
T84,Camptothecin,Oxaliplatin,0
BxPC-3,MK-2206,Gemcitabine,0
DAN-G,Taselisib,Navitoclax,1
MDA-MB-415,AZD7762,Lapatinib,0
HCC2157,Trametinib,Crizotinib,1
MDA-MB-415,Linsitinib,RO-3306,0
BT-483,MK-2206,BI-2536,0
MDA-MB-175-VII,MK-1775,GSK269962A,0
RCM-1,Afatinib,Sapitinib,0
CFPAC-1,Linsitinib,LGK974,0
MZ1-PC,Trametinib,Navitoclax,0
MDA-MB-175-VII,Luminespib,Doramapimod,0
HCC1419,MK-2206,Camptothecin,0
CFPAC-1,Navitoclax,Olaparib,0
MIA-PaCa-2,Irinotecan,AZD7762,1
MRK-nu-1,Lapatinib,Luminespib,0
JIMT-1,Luminespib,Afatinib,0
HT-115,Crizotinib,Sapitinib,1
KP-3,Erlotinib,Dactolisib,0
HCC2157,Sapitinib,GSK269962A,0
SW1463,5-Fluorouracil,Taselisib,0
HCC1428,PD173074,Olaparib,0
MDA-MB-361,AZD7762,PD173074,0
HCC38,Taselisib,MK-1775,0
BT-474,Palbociclib,Docetaxel,0
MRK-nu-1,Olaparib,KU-55933,0
ZR-75-30,MK-2206,Wee1 Inhibitor,0
CCK-81,Trametinib,AZD4547,0
SW48,Olaparib,Afatinib,0
MDST8,LGK974,SCH772984,0
HCC1428,Navitoclax,Ribociclib,0
DU-4475,Sapitinib,JQ1,0
GP5d,Sapitinib,SCH772984,0
CAL-120,Lapatinib,Camptothecin,0
ZR-75-30,Olaparib,Bortezomib,0
MRK-nu-1,Navitoclax,Trametinib,0
LoVo,AZD4547,AZD7762,0
BT-483,Lapatinib,Wee1 Inhibitor,0
MDST8,Sapitinib,Dabrafenib,0
MDA-MB-415,5-Fluorouracil,GSK269962A,0
SW48,AZD8055,Camptothecin,0
MRK-nu-1,Olaparib,Pictilisib,0
PANC-10-05,Cisplatin,Crizotinib,0
HCC1143,Sapitinib,AZD6482,0
SW48,SB505124,Oxaliplatin,0
SNU-C1,Linsitinib,Palbociclib,0
OCUB-M,MK-2206,KU-55933,1
HDQ-P1,PD173074,Luminespib,0
BT-483,Crizotinib,Cisplatin,0
MDA-MB-415,Crizotinib,Entinostat,0
HCC1143,Taselisib,Navitoclax,0
MRK-nu-1,Palbociclib,Linsitinib,0
CAL-120,MK-1775,Axitinib,0
DU-4475,Luminespib,Nilotinib,0
HDQ-P1,Palbociclib,Wee1 Inhibitor,0
HuP-T4,OSI-027,Galunisertib,0
DU-4475,PD173074,GSK269962A,1
COLO-320-HSR,Oxaliplatin,SB216763,0
SW1463,Navitoclax,AZD7762,1
HCC2218,Gemcitabine,Doramapimod,0
HCC1143,Taselisib,AZD7762,0
MDA-MB-231,PD173074,Luminespib,0
AU565,Bortezomib,Venetoclax,0
DU-4475,Bortezomib,Lapatinib,0
CAL-51,PD173074,RO-3306,0
EVSA-T,Taselisib,Entinostat,0
MDA-MB-415,Docetaxel,MK-1775,0
LS-411N,SB216763,AZD8055,0
BT-483,Sapitinib,Vorinostat,0
T84,AZD4547,Camptothecin,0
BT-20,Temozolomide,KU-55933,0
MDA-MB-415,Taselisib,Temozolomide,0
HT-115,Oxaliplatin,Trametinib,0
NCI-H508,Oxaliplatin,SB505124,0
PANC-02-03,AZD7762,Linsitinib,0
AU565,AZD7762,Vorinostat,0
MDA-MB-361,Cisplatin,SB216763,0
MRK-nu-1,Sapitinib,Cisplatin,0
MDA-MB-361,Cisplatin,Venetoclax,0
BT-474,MK-2206,AZD7762,0
SNU-81,SB505124,Navitoclax,0
MIA-PaCa-2,Olaparib,MK-2206,0
SW48,SB216763,Trametinib,0
JIMT-1,Sapitinib,OSI-027,0
HCC1428,Bortezomib,Cisplatin,0
BT-20,Vorinostat,Gemcitabine,1
MIA-PaCa-2,Olaparib,Taselisib,0
MRK-nu-1,Lapatinib,GSK269962A,0
SW620,Oxaliplatin,AZD4547,0
HCC38,Lapatinib,Sorafenib,0
ZR-75-30,Lapatinib,PF-4708671,0
ZR-75-30,Lapatinib,BI-2536,1
MDA-MB-231,Trametinib,Axitinib,0
ZR-75-30,Luminespib,BI-2536,0
PANC-03-27,MK-2206,SCH772984,1
EVSA-T,AZD7762,GSK269962A,0
COLO-678,MK-1775,Olaparib,0
HT55,Trametinib,Olaparib,0
HCC38,Luminespib,RO-3306,0
CaR-1,BMS-754807,Vinorelbine,0
MDA-MB-415,Lapatinib,Temozolomide,0
MDA-MB-175-VII,MK-2206,NU7441,1
BT-483,MK-1775,SCH772984,0
UACC-812,Pictilisib,Temozolomide,0
HCC70,Docetaxel,OSI-027,0
HCC1569,Gemcitabine,MK-2206,0
PANC-02-03,SCH772984,5-Fluorouracil,0
RCM-1,SB216763,AZD7762,0
RKO,5-Fluorouracil,Sapitinib,1
HCC38,Temozolomide,RO-3306,0
AsPC-1,Dactolisib,Linsitinib,0
HCC1419,Crizotinib,Uprosertib,0
YAPC,MK-2206,Palbociclib,0
MIA-PaCa-2,OSI-027,SCH772984,0
SUIT-2,Palbociclib,AZD7762,0
CFPAC-1,Oxaliplatin,LGK974,0
BT-483,Trametinib,Ribociclib,0
BT-474,Crizotinib,BI-2536,0
RKO,Navitoclax,SB216763,0
SNU-407,Linsitinib,5-Fluorouracil,0
JIMT-1,Sapitinib,Axitinib,1
EFM-192A,Docetaxel,Linsitinib,0
CAPAN-2,LGK974,Irinotecan,0
HCC1143,Trametinib,BI-2536,0
MDST8,SCH772984,Olaparib,0
ZR-75-30,Lapatinib,Uprosertib,1
HT-115,Sapitinib,Dabrafenib,0
AsPC-1,Navitoclax,Taselisib,1
HuP-T4,Oxaliplatin,Crizotinib,0
MDA-MB-175-VII,Docetaxel,AZD6482,0
CAL-120,Sapitinib,SB216763,0
PANC-02-03,Lapatinib,Ruxolitinib,0
HuP-T4,Palbociclib,SCH772984,1
PANC-10-05,Ruxolitinib,Dasatinib,0
DAN-G,Olaparib,Cisplatin,0
COLO-824,Taselisib,JQ1,0
HCC1428,OSI-027,SB216763,0
BT-483,Lapatinib,NU7441,0
HuP-T4,Linsitinib,Sorafenib,0
EFM-192A,Palbociclib,Sapitinib,0
EFM-192A,Trametinib,MK-2206,0
MDA-MB-231,Olaparib,Taselisib,0
HCC38,Crizotinib,5-Fluorouracil,0
HDQ-P1,5-Fluorouracil,Wee1 Inhibitor,0
CAL-120,MK-1775,Alisertib,0
CCK-81,Taselisib,LGK974,0
PANC-10-05,OSI-027,Cisplatin,0
CAPAN-2,MK-2206,Olaparib,0
HCC1419,Olaparib,Venetoclax,0
MDA-MB-415,PD173074,Uprosertib,0
HCC2157,Axitinib,Crizotinib,0
SNU-1040,MK-1775,Camptothecin,0
LoVo,Vinorelbine,MK-2206,0
HCT-116,Vinorelbine,Trametinib,0
HCC2157,Axitinib,Dabrafenib,0
PANC-02-03,Cisplatin,Olaparib,0
MRK-nu-1,Linsitinib,Gemcitabine,0
HCC1428,Temozolomide,PF-4708671,0
HCC38,Vorinostat,SCH772984,0
HCC2218,Bortezomib,OSI-027,0
HCC1954,Bortezomib,Docetaxel,0
BT-20,5-Fluorouracil,Temozolomide,0
MRK-nu-1,MK-1775,Dabrafenib,0
AsPC-1,Dactolisib,SCH772984,0
CAL-120,Bortezomib,Crizotinib,0
SW48,Dabrafenib,SB505124,0
SNU-81,MK-1775,Sapitinib,0
HCC1143,OSI-027,MK-1775,0
BT-483,AZD7762,Gemcitabine,0
BT-474,Palbociclib,Paclitaxel,0
MDA-MB-231,Pictilisib,Paclitaxel,0
HCC1569,Palbociclib,Temozolomide,0
COLO-824,Lapatinib,Bortezomib,0
HCC2157,Taselisib,Dabrafenib,0
CaR-1,Dabrafenib,5-Fluorouracil,0
RKO,Crizotinib,Dabrafenib,1
COLO-320-HSR,Dabrafenib,Taselisib,0
HCC1143,Pictilisib,Navitoclax,0
YAPC,Erlotinib,5-Fluorouracil,0
MZ1-PC,Palbociclib,Irinotecan,0
COLO-678,Sapitinib,Navitoclax,0
MDA-MB-175-VII,Taselisib,AZD7762,0
LS-411N,MK-1775,Dabrafenib,0
HCC1419,Cisplatin,ZM447439,0
MDA-MB-361,AZD7762,Nilotinib,0
HT-115,Trametinib,Oxaliplatin,0
MZ1-PC,OSI-027,Trametinib,0
SW837,Taselisib,Dabrafenib,0
ZR-75-30,Gemcitabine,PD173074,0
BT-483,MK-2206,Docetaxel,0
MDA-MB-361,Olaparib,Doramapimod,0
HCC2218,Palbociclib,Entinostat,0
HCC2157,Temozolomide,Lapatinib,0
BT-483,OSI-027,Temozolomide,0
EFM-192A,Vorinostat,Dabrafenib,0
CFPAC-1,Paclitaxel,AZD7762,0
HCC38,Bortezomib,Pictilisib,0
BxPC-3,SCH772984,Lapatinib,1
EFM-192A,Palbociclib,Temozolomide,0
MDA-MB-175-VII,PD173074,Navitoclax,0
UACC-812,Olaparib,Crizotinib,0
EFM-192A,Pictilisib,Docetaxel,0
OCUB-M,Linsitinib,MK-1775,0
NCI-H716,5-Fluorouracil,LGK974,0
HCC1428,5-Fluorouracil,Lapatinib,0
MDA-MB-231,Olaparib,AZD8055,0
SNU-C1,Vinorelbine,Trametinib,0
HCC2218,Crizotinib,Luminespib,0
OCUB-M,Bortezomib,Dabrafenib,0
MRK-nu-1,MK-2206,Temozolomide,0
BT-483,Luminespib,Palbociclib,0
AsPC-1,Erlotinib,Paclitaxel,0
EVSA-T,Sapitinib,Uprosertib,0
HCC1143,Luminespib,Venetoclax,0
SNU-C5,Linsitinib,MK-2206,0
BT-20,PD173074,Nilotinib,0
HDQ-P1,PD173074,Navitoclax,0
MDA-MB-361,Palbociclib,Vorinostat,0
NCI-H716,Vinorelbine,Afatinib,0
RCM-1,Trametinib,5-Fluorouracil,0
MRK-nu-1,OSI-027,Tozasertib,1
JIMT-1,Axitinib,Tozasertib,0
MRK-nu-1,AZD7762,Alisertib,0
AsPC-1,Taselisib,Dasatinib,0
PA-TU-8902,MK-2206,Ruxolitinib,0
MRK-nu-1,Vorinostat,Linsitinib,0
HCC70,Luminespib,AZD7762,0
HuP-T4,Ruxolitinib,Paclitaxel,0
RCM-1,SB505124,BMS-754807,0
RCM-1,Oxaliplatin,AZD7762,0
CCK-81,Linsitinib,SB216763,0
AU565,Axitinib,PD173074,0
RKO,Palbociclib,Camptothecin,0
MDA-MB-361,Sapitinib,Trametinib,0
RCM-1,5-Fluorouracil,AZD4547,0
KP-3,Palbociclib,5-Fluorouracil,0
MDA-MB-175-VII,MK-1775,Alisertib,0
RKO,Afatinib,Vinorelbine,0
CAPAN-1,SCH772984,Sorafenib,0
COLO-320-HSR,MK-1775,MK-2206,1
MDA-MB-231,Gemcitabine,Taselisib,0
CFPAC-1,Gemcitabine,Lapatinib,0
EFM-192A,Gemcitabine,MK-1775,0
HuP-T4,MK-1775,Sorafenib,0
NCI-H716,Oxaliplatin,AZD7762,0
HCC1428,Sapitinib,5-Fluorouracil,0
MIA-PaCa-2,Irinotecan,MK-2206,0
YAPC,Oxaliplatin,Erlotinib,0
OCUB-M,Vorinostat,OSI-027,0
HCC1569,Axitinib,Luminespib,0
NCI-H716,MK-2206,AZD7762,0
MDA-MB-175-VII,Vorinostat,Linsitinib,0
YAPC,5-Fluorouracil,Irinotecan,0
MRK-nu-1,Docetaxel,Sorafenib,0
HCC2157,MK-1775,PF-4708671,0
HCC1569,Axitinib,Nilotinib,0
NCI-H716,AZD8055,Trametinib,0
LS-411N,Sapitinib,BMS-754807,0
NCI-H508,Vinorelbine,SB505124,0
HCC1954,Vorinostat,PD173074,0
YAPC,Lapatinib,SCH772984,1
MRK-nu-1,Cisplatin,Ribociclib,0
LS-411N,Trametinib,Camptothecin,1
SUIT-2,OSI-027,LGK974,0
ZR-75-1,AZD7762,Camptothecin,0
CAL-51,Navitoclax,AZD8055,0
HCC1954,MK-2206,Ribociclib,0
JIMT-1,PD173074,RO-3306,0
COLO-320-HSR,Vinorelbine,Dabrafenib,0
HuP-T3,Trametinib,Paclitaxel,0
BT-483,OSI-027,Ribociclib,0
ZR-75-1,Vorinostat,Paclitaxel,0
COLO-824,AZD7762,Alpelisib,0
HCC1954,Palbociclib,Olaparib,0
PANC-03-27,Lapatinib,Palbociclib,0
OCUB-M,Crizotinib,Tozasertib,0
HDQ-P1,OSI-027,5-Fluorouracil,0
HCC1569,Crizotinib,Bortezomib,0
SNU-1040,Oxaliplatin,SCH772984,0
BT-474,Linsitinib,Docetaxel,0
HCC2218,Gemcitabine,Uprosertib,0
MDA-MB-231,Sapitinib,RO-3306,0
HDQ-P1,Luminespib,Pictilisib,0
SNU-C1,AZD7762,SB505124,0
AU565,Docetaxel,BI-2536,0
ZR-75-30,Temozolomide,Cisplatin,0
MDA-MB-175-VII,OSI-027,JQ1,0
MDA-MB-231,Luminespib,KU-55933,0
PANC-02-03,AZD7762,Oxaliplatin,0
DU-4475,Luminespib,Docetaxel,0
MIA-PaCa-2,AZD7762,Crizotinib,0
PANC-03-27,Irinotecan,Dasatinib,1
PANC-10-05,Gemcitabine,OSI-027,0
HDQ-P1,Temozolomide,AZD8055,0
SNU-407,Crizotinib,LGK974,0
PANC-02-03,Galunisertib,Gemcitabine,0
BT-474,MK-1775,Temozolomide,0
SNU-81,Dabrafenib,Taselisib,0
COLO-824,Docetaxel,Alpelisib,0
MDA-MB-231,Crizotinib,SCH772984,0
PANC-10-05,Dasatinib,5-Fluorouracil,0
JIMT-1,Lapatinib,Alisertib,0
CW-2,BMS-754807,Vinorelbine,0
NCI-H716,Linsitinib,MK-1775,0
BT-483,Sapitinib,AZD8055,0
CAL-85-1,OSI-027,GSK269962A,0
RCM-1,Vinorelbine,SCH772984,0
ZR-75-30,Trametinib,Axitinib,0
HCC1428,Crizotinib,Alpelisib,0
COLO-824,Linsitinib,Afatinib,0
COLO-320-HSR,AZD8055,SCH772984,0
NCI-H716,AZD4547,BMS-754807,0
HCC2157,MK-2206,AZD7762,0
MZ1-PC,Taselisib,Dactolisib,0
MDA-MB-415,Sapitinib,PD173074,0
HCC1143,MK-2206,PF-4708671,0
BT-474,MK-1775,AZD7762,0
AU565,Docetaxel,Ribociclib,0
HCC1419,Luminespib,PD173074,0
EVSA-T,Linsitinib,NU7441,0
RKO,SB216763,Dabrafenib,0
CAL-51,AZD7762,Wee1 Inhibitor,0
HCC1954,Palbociclib,AZD8055,0
MDA-MB-415,Linsitinib,Vorinostat,0
HCC2218,Crizotinib,Camptothecin,0
HCC1143,MK-2206,Lapatinib,0
MDA-MB-175-VII,MK-1775,Axitinib,0
CAL-120,AZD7762,Nilotinib,0
HuP-T4,Sorafenib,Oxaliplatin,0
AU565,5-Fluorouracil,JQ1,0
HCC1143,Luminespib,Alpelisib,0
HCC1428,Taselisib,Lapatinib,0
ZR-75-1,Docetaxel,Trametinib,0
JIMT-1,Crizotinib,Bortezomib,0
CFPAC-1,Cisplatin,Galunisertib,0
SW48,Afatinib,Olaparib,0
ZR-75-1,Crizotinib,Cisplatin,0
EVSA-T,Olaparib,Doramapimod,0
SNU-407,AZD4547,Dabrafenib,0
HCC1428,Linsitinib,RO-3306,0
SNU-C5,AZD8055,AZD4547,0
HDQ-P1,Vorinostat,AZD6482,0
HuP-T4,Taselisib,Ruxolitinib,0
HCC2157,Vorinostat,NU7441,0
EVSA-T,Linsitinib,Crizotinib,0
MZ1-PC,Cisplatin,LGK974,0
PANC-03-27,Taselisib,5-Fluorouracil,0
BT-483,Gemcitabine,5-Fluorouracil,0
DU-4475,Palbociclib,Wee1 Inhibitor,0
YAPC,Dactolisib,LGK974,0
BT-483,AZD7762,SCH772984,0
CFPAC-1,Dactolisib,Taselisib,0
HT-115,Crizotinib,Afatinib,0
MDA-MB-175-VII,Linsitinib,Afatinib,0
MDA-MB-361,PD173074,Paclitaxel,0
CCK-81,Vinorelbine,Linsitinib,0
MDA-MB-231,Axitinib,Entinostat,0
HCC38,Sapitinib,MK-2206,0
HCT-116,Crizotinib,MK-2206,0
JIMT-1,Linsitinib,Camptothecin,0
EVSA-T,Vorinostat,JQ1,0
HCC1569,Temozolomide,BI-2536,0
JIMT-1,Lapatinib,Navitoclax,0
HCT-116,Taselisib,AZD8055,0
PANC-02-03,Dasatinib,Erlotinib,1
LS-411N,Crizotinib,LGK974,0
HCC1428,PD173074,Wee1 Inhibitor,0
RKO,MK-1775,Linsitinib,0
HCC2157,Temozolomide,Tozasertib,0
HDQ-P1,Gemcitabine,Taselisib,0
EVSA-T,Lapatinib,KU-55933,0
HCC2218,Taselisib,Alisertib,0
JIMT-1,OSI-027,RO-3306,0
HCC1143,Cisplatin,Sorafenib,0
NCI-H508,Navitoclax,Oxaliplatin,0
SW48,Linsitinib,SB216763,0
CAL-85-1,Trametinib,KU-55933,0
HT-115,SB505124,Olaparib,0
DU-4475,Luminespib,Vorinostat,0
CaR-1,Oxaliplatin,Palbociclib,0
HCC1143,Bortezomib,Uprosertib,0
CAL-120,Temozolomide,Crizotinib,0
EFM-192A,Pictilisib,PF-4708671,0
OCUB-M,MK-1775,Temozolomide,0
PANC-03-27,Ruxolitinib,AZD7762,0
HuP-T3,Palbociclib,Dactolisib,0
MRK-nu-1,MK-2206,Lapatinib,0
ZR-75-30,AZD7762,OSI-027,0
OCUB-M,Pictilisib,MK-1775,0
DU-4475,Linsitinib,SCH772984,0
DAN-G,Navitoclax,Crizotinib,1
HuP-T4,Lapatinib,Linsitinib,1
SNU-81,Oxaliplatin,Palbociclib,0
HDQ-P1,Axitinib,Ribociclib,0
CAPAN-2,Ruxolitinib,Dactolisib,0
HDQ-P1,Olaparib,MK-1775,0
DAN-G,Crizotinib,Dactolisib,0
HDQ-P1,Lapatinib,Cisplatin,0
HCC70,MK-1775,Navitoclax,0
MDA-MB-175-VII,Sapitinib,Trametinib,0
PA-TU-8902,Sorafenib,Galunisertib,0
NCI-H508,SCH772984,AZD7762,0
HCC1143,Gemcitabine,Docetaxel,0
ZR-75-30,Cisplatin,Alisertib,0
PA-TU-8902,MK-1775,Crizotinib,0
RCM-1,SB216763,Crizotinib,0
HCC2157,MK-2206,Camptothecin,0
HCC1143,Olaparib,Gemcitabine,0
HCC1419,Vorinostat,Olaparib,0
YAPC,Irinotecan,Ruxolitinib,0
OCUB-M,Bortezomib,Luminespib,0
HCC1428,Linsitinib,Palbociclib,0
NCI-H508,Afatinib,Trametinib,0
HT55,SB505124,Oxaliplatin,0
BT-474,5-Fluorouracil,MK-1775,0
CAL-51,MK-2206,Linsitinib,0
HCC2218,Vorinostat,Lapatinib,0
OCUB-M,Pictilisib,BI-2536,0
EVSA-T,Bortezomib,Gemcitabine,0
AsPC-1,Lapatinib,Navitoclax,0
BT-474,Crizotinib,Lapatinib,0
BT-474,Temozolomide,GSK269962A,0
NCI-H508,AZD7762,Navitoclax,1
HCT-116,BMS-754807,Trametinib,1
PANC-02-03,Trametinib,Galunisertib,0
MDA-MB-361,MK-1775,OSI-027,0
HT55,Afatinib,SCH772984,0
MZ1-PC,AZD7762,SCH772984,0
AU565,Luminespib,AZD8055,0
GP5d,LGK974,BMS-754807,0
HDQ-P1,Docetaxel,5-Fluorouracil,0
JIMT-1,Axitinib,AZD7762,0
HCC2218,Pictilisib,Docetaxel,0
BT-474,Navitoclax,Linsitinib,0
RCM-1,Sapitinib,AZD8055,0
DU-4475,Docetaxel,Axitinib,0
MRK-nu-1,Bortezomib,KU-55933,0
PANC-10-05,5-Fluorouracil,Dactolisib,0
DU-4475,Gemcitabine,AZD8055,0
MDA-MB-231,Sapitinib,Dabrafenib,0
COLO-678,AZD4547,Crizotinib,0
AsPC-1,MK-1775,Taselisib,0
SW948,SB216763,SB505124,0
HCC1143,Cisplatin,Pictilisib,0
MDA-MB-175-VII,Navitoclax,Alisertib,1
BT-20,Temozolomide,Gemcitabine,0
MDA-MB-415,Taselisib,Venetoclax,0
MDA-MB-361,Docetaxel,Lapatinib,0
AU565,Pictilisib,AZD6482,0
HCC70,Vorinostat,Docetaxel,0
MDA-MB-361,OSI-027,AZD7762,0
HCC1569,Bortezomib,Trametinib,0
PANC-03-27,AZD7762,5-Fluorouracil,1
BT-474,Axitinib,Lapatinib,0
JIMT-1,Docetaxel,AZD6482,0
CAL-85-1,5-Fluorouracil,Temozolomide,0
JIMT-1,Temozolomide,Trametinib,0
HCC2218,Lapatinib,ZM447439,0
BT-20,Trametinib,Venetoclax,0
COLO-320-HSR,AZD8055,Crizotinib,0
NCI-H716,SCH772984,LGK974,0
MDST8,BMS-754807,Navitoclax,0
SUIT-2,OSI-027,Trametinib,0
HT55,AZD4547,Taselisib,0
HCC2218,Vorinostat,PF-4708671,0
SW620,Navitoclax,Crizotinib,0
MZ1-PC,Galunisertib,Navitoclax,0
OCUB-M,Sapitinib,MK-1775,0
BT-483,Navitoclax,Wee1 Inhibitor,1
CAL-51,5-Fluorouracil,Gemcitabine,0
MDA-MB-361,Axitinib,Navitoclax,0
MDA-MB-231,Cisplatin,Olaparib,0
SW1463,Taselisib,Afatinib,0
HCC70,Docetaxel,Navitoclax,0
MDST8,Crizotinib,Taselisib,0
MIA-PaCa-2,Galunisertib,Dasatinib,0
MDA-MB-231,PD173074,Afatinib,0
COLO-678,SB216763,Dabrafenib,0
HCC1143,Docetaxel,SB216763,0
MRK-nu-1,Linsitinib,Luminespib,0
HCC1143,OSI-027,Venetoclax,0
CAL-85-1,MK-2206,RO-3306,0
CAPAN-2,Dactolisib,Oxaliplatin,0
BxPC-3,Galunisertib,Olaparib,0
HCT-116,Vinorelbine,LGK974,0
HCC38,5-Fluorouracil,Temozolomide,0
DU-4475,MK-1775,Ribociclib,1
BT-474,OSI-027,Luminespib,0
YAPC,LGK974,Trametinib,0
CFPAC-1,Paclitaxel,Taselisib,0
CAL-120,Luminespib,JQ1,0
EVSA-T,Crizotinib,Palbociclib,0
COLO-320-HSR,Dabrafenib,AZD7762,0
DU-4475,Vorinostat,Gemcitabine,0
HCC2157,Temozolomide,BI-2536,0
OCUB-M,AZD7762,RO-3306,0
CW-2,Palbociclib,BMS-754807,0
T84,Vinorelbine,LGK974,0
BT-474,5-Fluorouracil,Luminespib,0
AU565,Olaparib,OSI-027,0
COLO-824,Vorinostat,Axitinib,0
HCC2218,Vorinostat,Cisplatin,0
PANC-10-05,Crizotinib,Navitoclax,1
HCC2218,Pictilisib,Alisertib,0
CAL-120,Palbociclib,Temozolomide,0
HCC2218,Linsitinib,SB216763,0
HT55,Palbociclib,AZD4547,0
JIMT-1,Sapitinib,Crizotinib,0
ZR-75-1,Luminespib,Gemcitabine,0
ZR-75-30,Luminespib,PD173074,0
SW620,SB505124,LGK974,0
HCC2218,OSI-027,Gemcitabine,0
COLO-320-HSR,Sapitinib,5-Fluorouracil,0
HCC1428,Cisplatin,Sorafenib,0
PA-TU-8902,Oxaliplatin,Sorafenib,0
HT-115,MK-1775,MK-2206,0
HCC38,Linsitinib,Wee1 Inhibitor,0
CAL-51,Docetaxel,KU-55933,0
HCC2157,5-Fluorouracil,Uprosertib,0
CFPAC-1,Olaparib,Erlotinib,0
EFM-192A,MK-1775,Camptothecin,0
HCC1428,Navitoclax,OSI-027,1
EVSA-T,Crizotinib,Dabrafenib,0
BT-483,5-Fluorouracil,Docetaxel,0
EVSA-T,PD173074,Bortezomib,0
CAL-120,Taselisib,Linsitinib,0
HCC1569,MK-2206,Cisplatin,0
CAL-120,Sapitinib,Nilotinib,0
SUIT-2,OSI-027,MK-1775,0
HuP-T3,Sorafenib,LGK974,0
PA-TU-8902,Erlotinib,Lapatinib,0
CAL-85-1,Taselisib,Olaparib,0
MDA-MB-415,Trametinib,RO-3306,0
CAPAN-1,Ruxolitinib,Galunisertib,0
HCC1569,5-Fluorouracil,Sorafenib,0
HCC1419,Olaparib,AZD6482,0
SW48,SCH772984,AZD8055,0
HCC1428,Pictilisib,Sapitinib,0
HCC1954,Navitoclax,Palbociclib,0
EFM-192A,Taselisib,PD173074,0
BT-474,Crizotinib,Afatinib,0
RCM-1,SB505124,LGK974,0
COLO-824,Temozolomide,SB216763,0
MDA-MB-415,MK-2206,NU7441,0
SUIT-2,LGK974,5-Fluorouracil,0
HCC2157,MK-1775,Uprosertib,0
HCC1428,Sapitinib,Wee1 Inhibitor,0
HCC1143,Trametinib,Camptothecin,0
HDQ-P1,Temozolomide,Dabrafenib,0
HCC2157,Linsitinib,Temozolomide,0
ZR-75-1,Pictilisib,Luminespib,0
CAL-51,5-Fluorouracil,Linsitinib,0
EVSA-T,Axitinib,PD173074,0
CAPAN-1,Palbociclib,Olaparib,0
LoVo,Olaparib,Afatinib,0
MDST8,MK-2206,Trametinib,0
SW1463,Dabrafenib,Camptothecin,0
LS-411N,SB216763,Trametinib,0
CAL-51,Gemcitabine,Uprosertib,1
SW837,SB216763,Taselisib,0
MDA-MB-175-VII,AZD7762,PD173074,0
MDA-MB-361,5-Fluorouracil,Uprosertib,0
CAL-85-1,AZD7762,AZD8055,0
ZR-75-30,Taselisib,BI-2536,0
HCC38,Olaparib,Alpelisib,0
ZR-75-1,Palbociclib,Ribociclib,0
MDA-MB-175-VII,Luminespib,Cisplatin,0
PANC-03-27,Trametinib,OSI-027,0
SUIT-2,Taselisib,AZD7762,0
MDA-MB-415,OSI-027,Alpelisib,0
CAL-85-1,Temozolomide,Sorafenib,0
NCI-H508,5-Fluorouracil,SCH772984,0
HCT-116,Crizotinib,SB216763,0
HCC2157,Taselisib,Camptothecin,0
PANC-10-05,Trametinib,Ruxolitinib,0
CW-2,LGK974,MK-2206,0
SW948,Navitoclax,MK-2206,0
CCK-81,Taselisib,AZD8055,0
CAL-51,Linsitinib,Pictilisib,1
MIA-PaCa-2,Crizotinib,Dactolisib,0
HCC1954,OSI-027,Ribociclib,0
CAPAN-2,AZD7762,Taselisib,0
CaR-1,Navitoclax,Crizotinib,0
ZR-75-30,Luminespib,Camptothecin,0
AU565,OSI-027,Crizotinib,0
HCC1954,Pictilisib,Linsitinib,0
OCUB-M,Trametinib,5-Fluorouracil,0
HCC2157,Lapatinib,Bortezomib,0
CAL-120,Luminespib,Vorinostat,0
SNU-407,MK-2206,5-Fluorouracil,0
HT55,Trametinib,Dabrafenib,0
HDQ-P1,Linsitinib,GSK269962A,0
AU565,Taselisib,Bortezomib,0
