,id,anchor_names,library_names,AUPRC,F1,BACC,KAPPA,num_pos,data_num
338,338,Crizotinib,AZD8055,,0.0,1.0,,0,94
339,339,AZD8055,Olaparib,0.015151515151515152,0.0,0.5,0.0,1,44
340,340,Sapitinib,AZD6482,0.5280259409206778,0.5,0.6886363636363637,0.45856353591160226,5,49
341,341,Olaparib,KU-55933,0.7696338383838384,0.4,0.625,0.3801652892561983,4,50
342,342,Camptothecin,SCH772984,,0.0,1.0,,0,44
343,343,Taselisib,AZD8055,0.4198769684925383,0.2857142857142857,0.5833333333333334,0.27244582043343657,6,94
344,344,AZD4547,MK-2206,0.6886287066368144,0.6666666666666667,0.7593052109181142,0.5428571428571429,13,44
345,345,Dasatinib,LGK974,,0.0,1.0,,0,29
346,346,Axitinib,AZD7762,,0.0,1.0,,0,51
347,347,Sorafenib,Cisplatin,,0.0,1.0,,0,29
348,348,Vorinostat,SB216763,0.03125,0.0,0.5,0.0,1,50
349,349,Gemcitabine,Alisertib,,0.0,1.0,,0,49
350,350,Axitinib,Lapatinib,0.4290123456790123,0.5,0.6666666666666666,0.48453608247422675,3,50
351,351,Luminespib,Wee1 Inhibitor,,0.0,1.0,,0,48
352,352,Navitoclax,Axitinib,0.7388285999483104,0.6829268292682926,0.7333333333333334,0.4700239808153478,21,51
353,353,Temozolomide,GSK269962A,,0.0,1.0,,0,50
354,354,Dasatinib,Erlotinib,0.1497821350762527,0.0,0.4807692307692308,-0.05454545454545445,3,29
355,355,Docetaxel,Paclitaxel,,0.0,1.0,,0,49
356,356,Vorinostat,Axitinib,0.06535618279569892,0.0,0.5,0.0,2,51
357,357,Dabrafenib,SCH772984,0.08660951117847669,0.0,0.4634146341463415,-0.07317073170731714,3,44
358,358,Gemcitabine,Bortezomib,,0.0,0.9803921568627451,0.0,0,51
359,359,MK-2206,Entinostat,0.5029807300187734,0.4,0.6434108527131783,0.33484162895927605,6,49
360,360,Sapitinib,BI-2536,0.5652518978605935,0.6666666666666666,0.7886904761904762,0.6081504702194358,8,50
361,361,OSI-027,Cisplatin,0.12702380952380954,0.0,0.4935897435897436,-0.018867924528301883,3,81
362,362,Lapatinib,Uprosertib,0.6035065605189445,0.5,0.6886363636363637,0.45856353591160226,5,49
363,363,Sorafenib,Paclitaxel,,0.0,1.0,,0,28
364,364,Oxaliplatin,Crizotinib,,0.0,1.0,,0,73
365,365,Taselisib,Docetaxel,,0.0,0.9807692307692307,0.0,0,52
366,366,SB505124,AZD7762,,0.0,0.9772727272727273,0.0,0,44
367,367,Bortezomib,Cisplatin,0.023809523809523808,0.0,0.47058823529411764,-0.029702970297029507,1,52
368,368,Navitoclax,Doramapimod,0.5138103248676371,0.41666666666666663,0.6191646191646192,0.22401847575057743,11,48
369,369,Docetaxel,MK-2206,,0.0,1.0,,0,51
370,370,5-Fluorouracil,MK-1775,,0.0,1.0,,0,123
371,371,Dabrafenib,Olaparib,0.0625,0.0,0.5,0.0,1,44
372,372,Luminespib,Paclitaxel,0.025,0.0,0.5,0.0,1,49
373,373,Axitinib,MK-1775,,0.0,1.0,,0,50
374,374,5-Fluorouracil,Vinorelbine,,0.0,1.0,,0,44
375,375,AZD4547,BMS-754807,,0.0,1.0,,0,44
376,376,Vorinostat,5-Fluorouracil,,0.0,1.0,,0,52
377,377,Taselisib,BMS-754807,0.5643939393939394,0.0,0.5,0.0,2,44
378,378,Olaparib,Axitinib,,0.0,1.0,,0,51
379,379,Vorinostat,Sorafenib,,0.0,1.0,,0,50
380,380,Vinorelbine,AZD7762,1.0,0.8,0.9880952380952381,0.7884615384615384,2,44
381,381,Palbociclib,Venetoclax,0.1,0.0,0.5,0.0,1,48
382,382,5-Fluorouracil,Dactolisib,,0.0,1.0,,0,28
383,383,5-Fluorouracil,Taselisib,0.16666666666666666,0.0,0.4959349593495935,-0.008130081300812941,1,124
384,384,Lapatinib,Nilotinib,0.05515677620940779,0.0,0.4673913043478261,-0.0652173913043479,3,49
385,385,Pictilisib,Navitoclax,0.18754450561515779,0.0,0.4895833333333333,-0.031746031746031855,4,52
386,386,Crizotinib,SB216763,0.03766989750445633,0.0,0.5,0.0,2,94
387,387,Taselisib,Dasatinib,0.5883497393559314,0.4705882352941177,0.6229946524064172,0.2674418604651162,11,28
388,388,Crizotinib,Ribociclib,0.07142857142857142,0.0,0.5,0.0,1,48
389,389,Olaparib,LGK974,,0.0,1.0,,0,73
390,390,Paclitaxel,Oxaliplatin,,0.0,1.0,,0,29
391,391,MK-2206,AZD4547,0.49490636603049765,0.42857142857142855,0.6458333333333333,0.32307692307692304,8,44
392,392,AZD8055,Vinorelbine,0.03571428571428571,0.0,0.5,0.0,1,44
393,393,SCH772984,Taselisib,0.8426769105587534,0.7222222222222222,0.7472868217054264,0.466374269005848,30,73
394,394,MK-1775,Lapatinib,0.2902658038411977,0.2,0.5575396825396826,0.15508021390374338,7,79
395,395,Cisplatin,Docetaxel,,0.0,1.0,,0,52
396,396,MK-2206,Uprosertib,,0.0,1.0,,0,49
397,397,Dabrafenib,AZD4547,0.035704022988505744,0.0,0.4880952380952381,-0.03125,2,44
398,398,Vorinostat,ZM447439,0.23153791610688162,0.0,0.4772727272727273,-0.061919504643962675,5,49
399,399,Gemcitabine,5-Fluorouracil,,0.0,1.0,,0,80
400,400,Luminespib,Nilotinib,0.05555555555555555,0.0,0.5,0.0,1,49
401,401,Pictilisib,Olaparib,0.03125,0.0,0.5,0.0,1,50
402,402,MK-2206,AZD7762,0.17937710437710438,0.0,0.49583333333333335,-0.012345679012345734,3,123
403,403,LGK974,Dasatinib,,0.0,1.0,,0,28
404,404,Bortezomib,Lapatinib,0.5982142857142857,0.5,0.7395833333333333,0.47916666666666663,2,50
405,405,Pictilisib,Gemcitabine,0.16666666666666666,0.0,0.49,-0.020000000000000018,1,51
406,406,Docetaxel,Vorinostat,,0.0,1.0,,0,52
407,407,Gemcitabine,BI-2536,,0.0,1.0,,0,50
408,408,Sapitinib,Vinorelbine,0.7916666666666666,0.5,0.7380952380952381,0.47619047619047616,2,44
409,409,SCH772984,Ruxolitinib,0.21180555555555555,0.0,0.48148148148148145,-0.04819277108433728,2,29
410,410,Camptothecin,5-Fluorouracil,,0.0,1.0,,0,44
411,411,SB505124,Navitoclax,0.045897435897435904,0.0,0.47619047619047616,-0.04761904761904767,2,44
412,412,Olaparib,Vinorelbine,,0.0,1.0,,0,44
413,413,Temozolomide,Wee1 Inhibitor,,0.0,1.0,,0,48
414,414,Pictilisib,ZM447439,0.24770437895437897,0.28571428571428575,0.6027777777777779,0.23197492163009403,4,49
415,415,AZD4547,Navitoclax,0.4891524167839957,0.3636363636363636,0.6271929824561403,0.2735849056603774,6,44
416,416,Irinotecan,SCH772984,1.0,0.6666666666666666,0.9821428571428572,0.6506024096385543,1,29
417,417,OSI-027,PF-4708671,,0.0,1.0,,0,50
418,418,AZD7762,Sapitinib,0.021739130434782608,0.0,0.5,0.0,1,94
419,419,Crizotinib,Alpelisib,0.0690514019002391,0.0,0.5,0.0,4,49
420,420,Bortezomib,Gemcitabine,0.11079525737420473,0.25,0.5930851063829787,0.18617021276595735,4,51
421,421,Paclitaxel,Gemcitabine,,0.0,1.0,,0,29
422,422,OSI-027,Sapitinib,0.5252489991211795,0.2857142857142857,0.584717607973422,0.16943521594684374,7,50
423,423,MK-2206,Dasatinib,0.5309469696969698,0.5454545454545454,0.7347826086956522,0.435483870967742,5,28
424,424,LGK974,Cisplatin,,0.0,1.0,,0,29
425,425,Ruxolitinib,Taselisib,,0.0,1.0,,0,29
426,426,Docetaxel,OSI-027,0.05555555555555555,0.0,0.5,0.0,1,51
427,427,Cisplatin,PD173074,,0.0,1.0,,0,52
428,428,AZD7762,Gemcitabine,0.568620732390065,0.6585365853658537,0.6528822055137844,0.3034825870646767,38,80
429,429,Vorinostat,Alisertib,0.25625,0.0,0.4666666666666667,-0.07523510971786829,4,49
430,430,Olaparib,AZD6482,,0.0,1.0,,0,49
431,431,Lapatinib,Luminespib,,0.0,1.0,,0,50
432,432,Navitoclax,Alisertib,0.812330737873393,0.7999999999999999,0.7482078853046594,0.4851138353765324,31,49
433,433,Irinotecan,Olaparib,0.2287878787878788,0.0,0.46,-0.09375,3,28
434,434,Trametinib,OSI-027,0.2575985221674877,0.22222222222222224,0.58,0.17647058823529416,5,80
435,435,LGK974,Palbociclib,0.022780054644808742,0.0,0.4928571428571429,-0.018867924528301883,2,72
436,436,SB216763,Afatinib,,0.0,1.0,,0,43
437,437,Trametinib,Camptothecin,0.08707264957264957,0.0,0.5,0.0,2,92
438,438,Pictilisib,Axitinib,,0.0,1.0,,0,51
439,439,Gemcitabine,Venetoclax,0.5643939393939394,0.0,0.5,0.0,2,48
440,440,OSI-027,Alpelisib,0.5075345849802371,0.5714285714285715,0.7388888888888889,0.5391849529780565,4,49
441,441,Luminespib,AZD7762,0.04796401515151515,0.0,0.47959183673469385,-0.04081632653061229,2,51
442,442,Linsitinib,Ribociclib,0.25,0.0,0.5,0.0,1,48
443,443,Linsitinib,Lapatinib,0.466457556826282,0.411764705882353,0.6206739526411658,0.2511848341232228,18,79
444,444,5-Fluorouracil,Afatinib,,0.0,1.0,,0,92
445,445,Oxaliplatin,Dasatinib,0.25,0.0,0.48148148148148145,-0.03703703703703698,1,28
446,446,Cisplatin,BI-2536,,0.0,1.0,,0,50
447,447,Axitinib,Afatinib,0.08805055055055055,0.0,0.5,0.0,3,49
448,448,Crizotinib,Oxaliplatin,,0.0,1.0,,0,73
449,449,Luminespib,ZM447439,0.05555555555555555,0.0,0.5,0.0,1,49
450,450,Taselisib,AZD6482,0.1699420677361854,0.28571428571428575,0.6027777777777779,0.23197492163009403,4,49
451,451,OSI-027,Nilotinib,0.019230769230769232,0.0,0.5,0.0,1,49
452,452,Sapitinib,Entinostat,0.5616666666666666,0.4,0.6557971014492754,0.36909871244635184,3,49
453,453,5-Fluorouracil,Venetoclax,1.0,0.0,0.5,0.0,1,48
454,454,MK-2206,BI-2536,0.35765048443619873,0.2,0.5481727574750831,0.1266375545851528,7,50
455,455,Temozolomide,Axitinib,,0.0,1.0,,0,51
456,456,Sorafenib,Linsitinib,0.2715334258133171,0.18181818181818182,0.5148809523809523,0.03690036900369009,8,29
457,457,Linsitinib,5-Fluorouracil,,0.0,1.0,,0,124
458,458,Bortezomib,PF-4708671,,0.0,0.98,0.0,0,50
459,459,Crizotinib,5-Fluorouracil,,0.0,1.0,,0,124
460,460,5-Fluorouracil,LGK974,0.01020408163265306,0.0,0.5,0.0,1,73
461,461,Sorafenib,Ruxolitinib,,0.0,1.0,,0,29
462,462,Ruxolitinib,Irinotecan,,0.0,1.0,,0,29
463,463,Dactolisib,Taselisib,0.0625,0.0,0.5,0.0,1,29
464,464,5-Fluorouracil,Dasatinib,0.25,0.0,0.5,0.0,1,28
465,465,AZD7762,Oxaliplatin,0.007936507936507936,0.0,0.5,0.0,1,73
466,466,Crizotinib,Linsitinib,0.17855026263045132,0.3333333333333333,0.6207983193277311,0.31855955678670367,4,123
467,467,MK-1775,BMS-754807,,0.0,1.0,,0,44
468,468,Gemcitabine,SB216763,,0.0,1.0,,0,50
469,469,Docetaxel,AZD7762,,0.0,1.0,,0,51
470,470,LGK974,BMS-754807,,0.0,1.0,,0,44
471,471,OSI-027,Crizotinib,0.5045100124047492,0.33333333333333337,0.6,0.3189655172413792,5,79
472,472,Gemcitabine,Camptothecin,,0.0,1.0,,0,49
473,473,Sapitinib,Pictilisib,0.3138888888888889,0.0,0.5,0.0,3,52
474,474,Luminespib,Entinostat,,0.0,1.0,,0,49
475,475,Camptothecin,BMS-754807,,0.0,1.0,,0,44
476,476,Cisplatin,Ribociclib,,0.0,0.9791666666666666,0.0,0,48
477,477,Palbociclib,Docetaxel,,0.0,1.0,,0,52
478,478,OSI-027,Paclitaxel,,0.0,1.0,,0,77
479,479,MK-2206,Ribociclib,1.0,1.0,1.0,1.0,1,48
480,480,Gemcitabine,Alpelisib,0.16666666666666666,0.0,0.5,0.0,1,49
481,481,Vinorelbine,Palbociclib,,0.0,1.0,,0,44
482,482,PD173074,ZM447439,0.23894619015303156,0.13333333333333333,0.4893292682926829,-0.022471910112359605,8,49
483,483,Linsitinib,Vorinostat,,0.0,1.0,,0,52
484,484,Dasatinib,Crizotinib,0.3073821992458417,0.20000000000000004,0.3894736842105263,-0.2210526315789474,10,29
485,485,Paclitaxel,Trametinib,0.7936507936507937,0.0,0.5,0.0,3,29
486,486,Sapitinib,Afatinib,,0.0,0.9891304347826086,0.0,0,92
487,487,5-Fluorouracil,Linsitinib,0.13352921016242797,0.0,0.5,0.0,5,123
488,488,Afatinib,Sapitinib,,0.0,0.9772727272727273,0.0,0,44
489,489,Olaparib,GSK269962A,,0.0,1.0,,0,50
490,490,Trametinib,Temozolomide,,0.0,1.0,,0,50
491,491,Linsitinib,Paclitaxel,0.02631578947368421,0.0,0.4934210526315789,-0.013157894736842035,1,77
492,492,Temozolomide,Alpelisib,0.25,0.0,0.5,0.0,1,49
493,493,Paclitaxel,AZD7762,,0.0,1.0,,0,28
494,494,Taselisib,PF-4708671,0.014285714285714285,0.0,0.5,0.0,1,50
495,495,Trametinib,Sorafenib,0.13034264210734797,0.0,0.4934210526315789,-0.01935483870967758,3,79
496,496,Taselisib,NU7441,0.5944576697720857,0.4705882352941177,0.6555023923444976,0.37089871611982883,11,49
497,497,Cisplatin,Venetoclax,0.25,0.0,0.5,0.0,1,48
498,498,Pictilisib,Trametinib,0.6396412037037037,0.875,0.9258720930232558,0.8517441860465116,8,51
499,499,Sapitinib,AZD4547,0.22331349206349205,0.0,0.4875,-0.037735849056603765,4,44
500,500,Palbociclib,Galunisertib,,0.0,1.0,,0,29
501,501,Vorinostat,Gemcitabine,0.0680487137383689,0.0,0.4583333333333333,-0.072072072072072,3,51
502,502,Lapatinib,Navitoclax,0.6517520883817116,0.6440677966101694,0.721816976127321,0.4402764067127345,29,81
503,503,Cisplatin,Doramapimod,0.015151515151515152,0.0,0.5,0.0,1,48
504,504,Linsitinib,Pictilisib,0.19165834165834167,0.0,0.4897959183673469,-0.029702970297029507,3,52
505,505,Olaparib,SCH772984,0.043114973262032084,0.0,0.5,0.0,2,122
506,506,Navitoclax,MK-1775,0.2079688135911305,0.11764705882352942,0.5231331168831169,0.05819295558958648,11,123
507,507,AZD8055,Trametinib,0.10494505494505495,0.0,0.47619047619047616,-0.04761904761904767,2,44
508,508,Pictilisib,Temozolomide,,0.0,1.0,,0,50
509,509,BMS-754807,Dabrafenib,0.20765824622531942,0.28571428571428575,0.6,0.22535211267605626,4,44
510,510,Taselisib,Axitinib,0.09713203463203463,0.0,0.5,0.0,2,51
511,511,Gemcitabine,Erlotinib,,0.0,0.9655172413793104,0.0,0,29
512,512,Irinotecan,Linsitinib,0.39763708513708507,0.25,0.5615942028985508,0.16346153846153844,6,29
513,513,Luminespib,JQ1,0.07142857142857142,0.0,0.5,0.0,1,49
514,514,Irinotecan,MK-1775,,0.0,1.0,,0,29
515,515,Luminespib,Alisertib,0.12001341556578285,0.0,0.5,0.0,4,49
516,516,Gemcitabine,Sapitinib,,0.0,1.0,,0,50
517,517,Dactolisib,Paclitaxel,,0.0,1.0,,0,28
518,518,MK-2206,Paclitaxel,0.16889458666451318,0.0,0.4930555555555556,-0.022123893805309658,5,77
519,519,Bortezomib,Wee1 Inhibitor,,0.0,1.0,,0,48
520,520,AZD7762,Tozasertib,0.08714499925026241,0.0,0.4787234042553192,-0.050420168067226934,3,50
521,521,Palbociclib,SB216763,,0.0,1.0,,0,94
522,522,Sapitinib,Lapatinib,,0.0,0.98,0.0,0,50
523,523,Sorafenib,5-Fluorouracil,,0.0,1.0,,0,28
524,524,SB216763,MK-1775,,0.0,1.0,,0,44
525,525,Crizotinib,Ruxolitinib,,0.0,1.0,,0,29
526,526,Linsitinib,Ruxolitinib,,0.0,1.0,,0,29
527,527,Dabrafenib,Afatinib,0.12795566502463054,0.0,0.5,0.0,3,43
528,528,Cisplatin,Tozasertib,0.022727272727272728,0.0,0.5,0.0,1,50
529,529,AZD7762,BMS-754807,,0.0,0.9772727272727273,0.0,0,44
530,530,PD173074,Navitoclax,,0.0,0.9807692307692307,0.0,0,52
531,531,Navitoclax,Venetoclax,0.038461538461538464,0.0,0.44680851063829785,-0.03597122302158273,1,48
532,532,MK-1775,PF-4708671,0.025,0.0,0.5,0.0,1,50
533,533,AZD8055,Taselisib,0.05555555555555555,0.0,0.5,0.0,1,44
534,534,LGK974,SB216763,,0.0,1.0,,0,44
535,535,Luminespib,Camptothecin,0.16666666666666666,0.0,0.5,0.0,1,49
536,536,Paclitaxel,Lapatinib,0.6423872180451128,0.5,0.71,0.41999999999999993,4,29
537,537,Taselisib,Oxaliplatin,,0.0,1.0,,0,73
538,538,Pictilisib,SCH772984,0.5619623655913979,0.5,0.7277777777777779,0.4555555555555556,4,49
539,539,MK-2206,ZM447439,0.35595238095238096,0.25,0.5772727272727273,0.1878453038674034,5,49
540,540,Bortezomib,AZD7762,,0.0,1.0,,0,51
541,541,MK-2206,Axitinib,0.25,0.0,0.5,0.0,1,51
542,542,Temozolomide,Linsitinib,,0.0,1.0,,0,50
543,543,Dasatinib,Trametinib,0.7651652541358425,0.6,0.6911764705882353,0.4020618556701031,12,29
544,544,Taselisib,MK-2206,0.09522516737757801,0.0,0.4957983193277311,-0.01317957166392092,4,123
545,545,Docetaxel,PF-4708671,,0.0,1.0,,0,50
546,546,Cisplatin,5-Fluorouracil,,0.0,1.0,,0,80
547,547,Luminespib,Alpelisib,,0.0,1.0,,0,49
548,548,Trametinib,Axitinib,,0.0,1.0,,0,51
549,549,BMS-754807,AZD4547,0.14262820512820512,0.0,0.5,0.0,2,44
550,550,Trametinib,PF-4708671,,0.0,1.0,,0,50
551,551,Taselisib,Sorafenib,0.007462686567164179,0.0,0.5,0.0,1,79
552,552,AZD7762,Pictilisib,1.0,0.0,0.5,0.0,1,52
553,553,5-Fluorouracil,Lapatinib,,0.0,1.0,,0,79
554,554,Vorinostat,Cisplatin,0.5965367965367965,0.4,0.625,0.38095238095238093,4,52
555,555,Lapatinib,Afatinib,0.03407775020678246,0.0,0.48936170212765956,-0.027972027972027913,2,49
556,556,Palbociclib,Linsitinib,0.15793650793650793,0.3333333333333333,0.6583333333333333,0.31666666666666665,3,123
557,557,MK-1775,Palbociclib,0.017241379310344827,0.0,0.5,0.0,1,123
558,558,Linsitinib,KU-55933,1.0,0.0,0.5,0.0,1,50
559,559,Afatinib,LGK974,,0.0,1.0,,0,44
560,560,Cisplatin,Dasatinib,0.041666666666666664,0.0,0.5,0.0,1,28
561,561,Sapitinib,AZD8055,0.1842948717948718,0.5,0.7445652173913043,0.48913043478260865,2,94
562,562,MK-2206,Erlotinib,0.22705899225295775,0.28571428571428575,0.536231884057971,0.06451612903225812,6,29
563,563,MK-2206,PD173074,0.6273261278195489,0.6666666666666666,0.75,0.6486486486486487,4,52
564,564,Ruxolitinib,Dasatinib,,0.0,0.9642857142857143,0.0,0,28
565,565,AZD8055,Afatinib,,0.0,1.0,,0,43
566,566,Navitoclax,ZM447439,0.859139505496102,0.689655172413793,0.6203703703703703,0.24486301369863017,27,49
567,567,Afatinib,5-Fluorouracil,0.02,0.0,0.5,0.0,1,44
568,568,Erlotinib,LGK974,,0.0,1.0,,0,29
569,569,Sapitinib,MK-1775,,0.0,1.0,,0,94
570,570,Gemcitabine,Paclitaxel,,0.0,1.0,,0,77
571,571,AZD8055,AZD7762,,0.0,0.9772727272727273,0.0,0,44
572,572,Pictilisib,Alpelisib,,0.0,1.0,,0,49
573,573,Axitinib,Venetoclax,0.6333333333333333,0.6666666666666666,0.75,0.6571428571428571,2,48
574,574,Docetaxel,Alpelisib,0.018518518518518517,0.0,0.5,0.0,1,49
575,575,Taselisib,Wee1 Inhibitor,,0.0,1.0,,0,48
576,576,Linsitinib,Tozasertib,0.5823412698412699,0.0,0.5,0.0,3,50
577,577,Gemcitabine,Lapatinib,0.5868055555555556,0.0,0.5,0.0,2,79
578,578,AZD7762,LGK974,,0.0,1.0,,0,73
579,579,AZD7762,JQ1,0.041666666666666664,0.0,0.4895833333333333,-0.02083333333333326,1,49
580,580,OSI-027,Oxaliplatin,0.045454545454545456,0.0,0.5,0.0,1,29
581,581,Olaparib,Bortezomib,,0.0,1.0,,0,51
582,582,Temozolomide,Afatinib,,0.0,1.0,,0,49
583,583,BMS-754807,Linsitinib,,0.0,0.9545454545454546,0.0,0,44
584,584,5-Fluorouracil,Olaparib,0.017336309523809525,0.0,0.5,0.0,2,122
585,585,Ruxolitinib,Olaparib,,0.0,1.0,,0,28
586,586,5-Fluorouracil,Alpelisib,0.025,0.0,0.5,0.0,1,49
587,587,OSI-027,Axitinib,0.0625,0.0,0.5,0.0,1,51
588,588,Pictilisib,Nilotinib,0.05903679653679653,0.0,0.5,0.0,2,49
589,589,Luminespib,Olaparib,0.125,0.0,0.5,0.0,1,50
590,590,Camptothecin,Crizotinib,,0.0,1.0,,0,44
591,591,BMS-754807,Olaparib,,0.0,1.0,,0,44
592,592,Axitinib,PF-4708671,0.0625,0.0,0.5,0.0,1,50
593,593,Olaparib,JQ1,0.1259204559016589,0.0,0.4891304347826087,-0.03157894736842093,3,49
594,594,Gemcitabine,Cisplatin,0.2763386975343497,0.0,0.48,-0.051948051948051965,6,81
595,595,Linsitinib,Camptothecin,,0.0,1.0,,0,92
596,596,BMS-754807,Taselisib,,0.0,0.9772727272727273,0.0,0,44
597,597,MK-2206,MK-1775,,0.0,1.0,,0,123
598,598,Bortezomib,Uprosertib,0.02,0.0,0.4895833333333333,-0.02083333333333326,1,49
599,599,MK-1775,MK-2206,0.24182986116231697,0.3333333333333333,0.6150793650793651,0.2628398791540786,14,122
600,600,OSI-027,PD173074,0.027777777777777776,0.0,0.4803921568627451,-0.026315789473684292,1,52
601,601,Taselisib,Tozasertib,0.07142857142857142,0.0,0.4897959183673469,-0.020408163265306145,1,50
602,602,Docetaxel,Pictilisib,,0.0,1.0,,0,52
603,603,AZD8055,MK-2206,0.5224845921274492,0.5454545454545454,0.7007722007722008,0.4859813084112149,7,44
604,604,Oxaliplatin,Palbociclib,0.050649460188933876,0.0,0.5,0.0,2,72
605,605,Trametinib,SCH772984,0.020833333333333332,0.0,0.49173553719008267,-0.011049723756906049,1,122
606,606,Vorinostat,Entinostat,0.03839539848197343,0.0,0.46808510638297873,-0.051502145922746934,2,49
607,607,5-Fluorouracil,SB216763,0.05,0.0,0.5,0.0,1,94
608,608,Bortezomib,NU7441,0.30997562016850644,0.2857142857142857,0.5833333333333334,0.25981873111782483,6,49
609,609,Gemcitabine,MK-1775,0.13094386782172823,0.0,0.49333333333333335,-0.02067183462532296,4,79
610,610,BMS-754807,Oxaliplatin,,0.0,1.0,,0,44
611,611,Pictilisib,Ribociclib,1.0,1.0,1.0,1.0,1,48
612,612,LGK974,SCH772984,0.013888888888888888,0.0,0.4930555555555556,-0.01388888888888884,1,73
613,613,Irinotecan,MK-2206,0.05,0.0,0.5,0.0,1,28
614,614,Lapatinib,SB216763,,0.0,1.0,,0,50
615,615,SB216763,SB505124,0.041666666666666664,0.0,0.5,0.0,1,44
616,616,Taselisib,OSI-027,0.4825588858751703,0.47619047619047616,0.6910408432147562,0.3972602739726028,11,80
617,617,Docetaxel,Venetoclax,0.554945054945055,0.0,0.5,0.0,2,48
618,618,Axitinib,Alpelisib,0.6822368421052631,0.4,0.625,0.379746835443038,4,49
619,619,Luminespib,GSK269962A,0.027912414965986395,0.0,0.5,0.0,2,50
620,620,Temozolomide,Venetoclax,,0.0,1.0,,0,48
621,621,Ruxolitinib,Trametinib,0.0625,0.0,0.5,0.0,1,29
622,622,Pictilisib,Paclitaxel,0.1537878787878788,0.0,0.48936170212765956,-0.027972027972027913,2,49
623,623,5-Fluorouracil,Docetaxel,,0.0,1.0,,0,52
624,624,Bortezomib,Trametinib,0.7083333333333333,0.6666666666666666,0.75,0.6577181208053691,2,51
625,625,Paclitaxel,Olaparib,,0.0,1.0,,0,28
626,626,Linsitinib,MK-2206,0.3845821258604641,0.29629629629629634,0.5893451720310766,0.2160348876216035,17,123
627,627,MK-1775,Venetoclax,0.21180555555555555,0.5,0.7391304347826086,0.4782608695652174,2,48
628,628,Navitoclax,LGK974,0.10780970119848765,0.0,0.48484848484848486,-0.04451510333863262,7,73
629,629,Cisplatin,Trametinib,0.007692307692307693,0.0,0.4936708860759494,-0.012658227848101111,1,80
630,630,Linsitinib,Bortezomib,,0.0,0.9803921568627451,0.0,0,51
631,631,Navitoclax,PF-4708671,0.34895719409679127,0.3333333333333333,0.5614035087719298,0.12280701754385959,12,50
632,632,Cisplatin,Lapatinib,0.3382478728168383,0.4,0.625,0.3875968992248062,4,79
633,633,OSI-027,Uprosertib,0.6974439622877122,0.5454545454545454,0.6875,0.5010183299389002,8,49
634,634,MK-2206,Lapatinib,0.5036703696190206,0.4827586206896552,0.6655597722960152,0.3706850770047796,17,79
635,635,Bortezomib,Afatinib,0.5511904761904762,0.5,0.7393617021276595,0.4787234042553191,2,49
636,636,Linsitinib,JQ1,0.1651087454212454,0.0,0.5,0.0,4,49
637,637,Pictilisib,Entinostat,0.6782532512346175,0.5454545454545454,0.7023809523809523,0.4927536231884059,7,49
638,638,Docetaxel,GSK269962A,0.01020408163265306,0.0,0.5,0.0,1,50
639,639,Ruxolitinib,SCH772984,0.08333333333333333,0.0,0.48214285714285715,-0.03571428571428559,1,29
640,640,Afatinib,SB216763,0.038461538461538464,0.0,0.4883720930232558,-0.023255813953488413,1,44
641,641,Galunisertib,Oxaliplatin,,0.0,1.0,,0,29
642,642,Oxaliplatin,OSI-027,,0.0,1.0,,0,29
643,643,Linsitinib,Uprosertib,0.25079678579678577,0.0,0.48863636363636365,-0.035211267605633756,5,49
644,644,Cisplatin,Palbociclib,,0.0,1.0,,0,79
645,645,MK-1775,Tozasertib,0.08730881691408007,0.0,0.48936170212765956,-0.030927835051546504,3,50
646,646,Dactolisib,Cisplatin,,0.0,1.0,,0,29
647,647,Olaparib,ZM447439,,0.0,1.0,,0,49
648,648,AZD7762,Camptothecin,0.7476776297158666,0.7346938775510203,0.7173913043478262,0.4347826086956522,46,92
649,649,Linsitinib,Cisplatin,0.03571428571428571,0.0,0.49375,-0.012499999999999956,1,81
650,650,Dabrafenib,Palbociclib,0.25,0.0,0.4883720930232558,-0.023255813953488413,1,44
651,651,Erlotinib,Linsitinib,0.07797619047619048,0.0,0.4444444444444444,-0.09022556390977443,2,29
652,652,Crizotinib,Cisplatin,0.03125,0.0,0.5,0.0,1,81
653,653,Vinorelbine,Olaparib,0.019230769230769232,0.0,0.5,0.0,1,44
654,654,BMS-754807,MK-2206,0.1585992474195741,0.0,0.48717948717948717,-0.03937007874015741,5,44
655,655,Luminespib,PD173074,0.17648169482846904,0.0,0.4895833333333333,-0.031746031746031855,4,52
656,656,5-Fluorouracil,Tozasertib,,0.0,1.0,,0,50
657,657,Vorinostat,Lapatinib,0.5261515226037617,0.5,0.675,0.41176470588235303,10,50
658,658,Olaparib,AZD7762,0.3968162373025501,0.34782608695652173,0.6601769911504425,0.2818217205138186,10,123
659,659,Afatinib,Linsitinib,0.6776076646562796,0.5384615384615384,0.6724565756823822,0.3449131513647642,13,44
660,660,AZD7762,Dactolisib,,0.0,1.0,,0,28
661,661,Dasatinib,Ruxolitinib,0.08333333333333333,0.0,0.5,0.0,1,29
662,662,MK-1775,OSI-027,0.054230769230769235,0.0,0.5,0.0,2,80
663,663,MK-1775,ZM447439,0.05555555555555555,0.0,0.5,0.0,1,49
664,664,Irinotecan,Navitoclax,0.5676691920838592,0.43478260869565216,0.5318627450980392,0.06451612903225801,12,29
665,665,MK-2206,Wee1 Inhibitor,,0.0,1.0,,0,48
