cell,drug1_db,drug2_db,synergy
GP5d,Linsitinib,BMS-754807,0
HCC2157,Vorinostat,Cisplatin,1
MDA-MB-468,Sapitinib,Luminespib,0
DAN-G,Trametinib,Erlotinib,0
PANC-10-05,Navitoclax,Lapatinib,1
UACC-812,Trametinib,Cisplatin,0
CAL-85-1,Navitoclax,Axitinib,1
PSN1,Dactolisib,5-Fluorouracil,0
HCC1599,OSI-027,Cisplatin,0
HCC38,Linsitinib,Paclitaxel,0
CAL-85-1,Trametinib,BI-2536,0
HCC2998,Linsitinib,Sapitinib,1
CAL-148,Docetaxel,JQ1,0
MFM-223,Olaparib,Ribociclib,0
CAL-148,MK-1775,AZD7762,1
HCC1954,5-Fluorouracil,MK-2206,0
HPAC,Ruxolitinib,Dasatinib,0
HCC1500,Olaparib,MK-1775,0
MDA-MB-453,OSI-027,Sapitinib,1
LS-513,LGK974,Navitoclax,0
CAL-85-1,MK-2206,Gemcitabine,0
DU-4475,PD173074,Docetaxel,0
AU565,Pictilisib,Venetoclax,0
BT-549,Lapatinib,Cisplatin,0
HT-115,BMS-754807,Camptothecin,0
AsPC-1,Navitoclax,Paclitaxel,0
PSN1,Dactolisib,Navitoclax,0
PANC-04-03,AZD7762,Erlotinib,0
C2BBe1,MK-2206,Palbociclib,0
PA-TU-8988T,Taselisib,SCH772984,0
MDA-MB-453,5-Fluorouracil,Lapatinib,0
CAL-51,Crizotinib,Dabrafenib,0
PANC-02-03,Ruxolitinib,Galunisertib,0
UACC-893,Axitinib,Ribociclib,0
HCC38,MK-2206,Ribociclib,0
HCC1428,Luminespib,Ribociclib,0
SW1417,MK-1775,Dabrafenib,0
HCC1143,Lapatinib,Paclitaxel,0
HuP-T4,Erlotinib,Dactolisib,0
BxPC-3,MK-1775,OSI-027,0
CCK-81,AZD4547,Dabrafenib,0
COLO-678,SB505124,Taselisib,0
LS-411N,Linsitinib,MK-1775,0
KP-2,Dactolisib,Navitoclax,0
CAL-85-1,Trametinib,AZD7762,0
BT-20,OSI-027,NU7441,0
MDA-MB-231,Palbociclib,Nilotinib,0
HCC1395,Axitinib,AZD8055,0
HCC1954,Lapatinib,SCH772984,0
SNU-1040,5-Fluorouracil,AZD7762,0
SNU-81,SCH772984,Palbociclib,0
HCC2157,Temozolomide,Sapitinib,0
LS-513,MK-1775,Taselisib,0
HCC38,Cisplatin,Paclitaxel,0
RKO,SCH772984,MK-1775,0
HT-29,Crizotinib,AZD7762,0
HCC1187,Temozolomide,GSK269962A,0
BT-483,Trametinib,MK-2206,0
AsPC-1,Cisplatin,Oxaliplatin,0
HCC2218,Luminespib,Camptothecin,0
LS-411N,Vinorelbine,SB505124,0
HuP-T3,Linsitinib,SCH772984,0
CAL-148,Pictilisib,Alisertib,0
C2BBe1,Dabrafenib,Oxaliplatin,0
COLO-320-HSR,Taselisib,AZD4547,0
DU-4475,Axitinib,Ribociclib,1
KP-1N,Sorafenib,Oxaliplatin,0
CAL-51,PD173074,Doramapimod,0
MCF7,Temozolomide,AZD6482,0
HuP-T3,Paclitaxel,Palbociclib,0
MCF7,PD173074,Bortezomib,0
PANC-08-13,Dactolisib,Gemcitabine,0
UACC-812,Sapitinib,Temozolomide,0
MDA-MB-415,Taselisib,SCH772984,0
HCC1500,Olaparib,Docetaxel,0
COLO-320-HSR,SB505124,Dabrafenib,0
SW1417,BMS-754807,Crizotinib,0
HCC202,MK-2206,Cisplatin,0
HCC1569,Pictilisib,PF-4708671,0
HCC1187,Lapatinib,Cisplatin,0
MDA-MB-361,Temozolomide,Linsitinib,0
BxPC-3,Oxaliplatin,Dactolisib,0
HCC1428,Crizotinib,Luminespib,0
HCC1395,Navitoclax,Linsitinib,0
BT-483,Linsitinib,Paclitaxel,0
CAL-148,Luminespib,ZM447439,0
BT-483,Trametinib,Alisertib,0
SW1990,SCH772984,Dactolisib,0
HCC1937,Temozolomide,Olaparib,0
Hs-766T,Gemcitabine,Irinotecan,0
UACC-893,5-Fluorouracil,Docetaxel,0
ZR-75-30,Gemcitabine,Afatinib,0
COLO-824,Vorinostat,Wee1 Inhibitor,0
EFM-192A,OSI-027,Pictilisib,0
HCC1419,PD173074,Doramapimod,0
COLO-824,Linsitinib,KU-55933,0
HT-115,AZD4547,AZD7762,0
CAPAN-1,Ruxolitinib,MK-1775,0
PANC-08-13,Dasatinib,Galunisertib,0
MDA-MB-175-VII,Pictilisib,Tozasertib,0
PA-TU-8902,Irinotecan,Lapatinib,0
HCC1395,Gemcitabine,AZD8055,0
PANC-02-03,Erlotinib,Trametinib,0
HCT-116,Sapitinib,AZD4547,0
YAPC,Palbociclib,Linsitinib,0
UACC-893,Bortezomib,Uprosertib,0
HCC1428,Gemcitabine,RO-3306,0
MDA-MB-231,Taselisib,Docetaxel,0
MRK-nu-1,Bortezomib,MK-2206,0
T47D,Crizotinib,Nilotinib,0
HCC1395,Crizotinib,5-Fluorouracil,0
MRK-nu-1,5-Fluorouracil,AZD8055,0
Hs-578-T,Axitinib,BI-2536,0
MDA-MB-436,Linsitinib,Crizotinib,0
DiFi,5-Fluorouracil,Crizotinib,0
MDA-MB-361,Linsitinib,Paclitaxel,0
MIA-PaCa-2,Irinotecan,LGK974,0
EVSA-T,Navitoclax,JQ1,0
LS-513,Taselisib,Oxaliplatin,0
HCC1143,PD173074,Olaparib,0
SU8686,Olaparib,MK-1775,0
UACC-893,Vorinostat,Axitinib,0
PSN1,SCH772984,AZD7762,0
T47D,Trametinib,Luminespib,0
MDA-MB-361,Axitinib,Pictilisib,0
COLO-205,Trametinib,Palbociclib,0
HCC1937,Crizotinib,Tozasertib,0
MRK-nu-1,Taselisib,Trametinib,0
NCI-H716,Camptothecin,SB505124,0
SNU-407,Navitoclax,MK-1775,0
LS-411N,AZD8055,SB505124,0
MZ1-PC,Erlotinib,Dactolisib,0
HuP-T3,Crizotinib,Galunisertib,0
MDA-MB-231,PD173074,Navitoclax,0
BT-483,MK-1775,Wee1 Inhibitor,0
HCC1569,Pictilisib,Olaparib,1
COLO-824,Crizotinib,AZD8055,0
AU565,Taselisib,Temozolomide,0
MDA-MB-361,Temozolomide,Gemcitabine,0
HCC38,Olaparib,Pictilisib,0
HDQ-P1,MK-1775,Sapitinib,0
KP-2,Olaparib,SCH772984,0
BT-549,Axitinib,Gemcitabine,0
MDA-MB-415,Taselisib,Wee1 Inhibitor,0
HCC1937,MK-1775,Lapatinib,0
MDA-MB-468,Vorinostat,Alpelisib,0
CAL-120,MK-1775,PD173074,0
Hs-578-T,Luminespib,RO-3306,0
AU565,Olaparib,PF-4708671,0
MDA-MB-157,Navitoclax,Alpelisib,0
SNU-1040,Afatinib,Olaparib,0
ZR-75-1,Cisplatin,Gemcitabine,0
CL-11,Crizotinib,Olaparib,0
BxPC-3,Dasatinib,MK-1775,0
MDA-MB-453,Sapitinib,Nilotinib,0
ZR-75-1,Luminespib,SCH772984,0
MZ1-PC,MK-2206,Dasatinib,0
KP-2,OSI-027,Galunisertib,0
KP-3,Erlotinib,Linsitinib,0
MFM-223,Crizotinib,ZM447439,0
PANC-03-27,AZD7762,Olaparib,0
MCF7,Olaparib,Gemcitabine,0
COLO-205,BMS-754807,Taselisib,0
UACC-812,5-Fluorouracil,AZD7762,1
DU-4475,Crizotinib,ZM447439,0
EFM-192A,Vorinostat,Axitinib,0
UACC-812,OSI-027,Cisplatin,0
MDA-MB-175-VII,Axitinib,OSI-027,0
MDA-MB-468,5-Fluorouracil,Olaparib,0
HCC2157,Lapatinib,GSK269962A,0
HCC1599,Trametinib,Cisplatin,0
T84,Olaparib,SB505124,0
HCC38,Pictilisib,Camptothecin,0
COLO-824,PD173074,Docetaxel,0
CAMA-1,Palbociclib,Temozolomide,0
HCC1599,Navitoclax,Docetaxel,1
HuP-T4,Irinotecan,Erlotinib,0
DiFi,SB505124,Navitoclax,0
MDA-MB-361,Pictilisib,Venetoclax,0
HCC2998,5-Fluorouracil,SCH772984,0
EFM-192A,5-Fluorouracil,SB216763,0
HCC1419,MK-1775,Entinostat,0
HCC2157,Sapitinib,ZM447439,0
SNU-C2B,Palbociclib,SB505124,0
JIMT-1,OSI-027,PD173074,0
HT-115,Trametinib,Sapitinib,1
Hs-578-T,Luminespib,Pictilisib,0
SUIT-2,Trametinib,Ruxolitinib,0
PA-TU-8902,Dactolisib,Crizotinib,0
HCC38,Temozolomide,AZD7762,0
HCC2218,Taselisib,Alpelisib,0
UACC-893,Olaparib,ZM447439,0
SUIT-2,Linsitinib,Crizotinib,0
PANC-10-05,Crizotinib,Galunisertib,0
DiFi,5-Fluorouracil,Dabrafenib,0
PANC-08-13,AZD7762,Olaparib,0
KP-4,MK-2206,Taselisib,0
C2BBe1,SB505124,SB216763,1
HCC38,Navitoclax,Axitinib,1
SNU-C5,Navitoclax,AZD7762,0
HCC1428,Bortezomib,Vorinostat,0
MDA-MB-415,Vorinostat,Dabrafenib,0
HCC1500,Vorinostat,Afatinib,0
T47D,Luminespib,ZM447439,0
SW1990,OSI-027,Cisplatin,0
HCC1569,Olaparib,Luminespib,0
HCC38,Axitinib,RO-3306,0
ZR-75-1,MK-2206,KU-55933,0
HCC1569,Vorinostat,Crizotinib,0
MIA-PaCa-2,Dasatinib,Paclitaxel,0
DU-4475,OSI-027,5-Fluorouracil,0
SW620,SB216763,Vinorelbine,0
CAL-120,PD173074,Sapitinib,0
HT55,SCH772984,AZD4547,0
HuP-T3,OSI-027,Paclitaxel,0
MDA-MB-436,AZD7762,Ribociclib,0
BT-483,Temozolomide,Doramapimod,0
ZR-75-30,Palbociclib,OSI-027,0
COLO-824,Olaparib,5-Fluorouracil,0
HDQ-P1,MK-2206,Vorinostat,0
DAN-G,Oxaliplatin,Crizotinib,0
MRK-nu-1,MK-2206,SB216763,0
COLO-824,Olaparib,OSI-027,0
MCF7,Crizotinib,Nilotinib,0
HCC1395,Cisplatin,Afatinib,0
YAPC,Cisplatin,Galunisertib,0
HCC1599,Navitoclax,Ribociclib,0
MDA-MB-361,Gemcitabine,OSI-027,0
MDA-MB-330,Cisplatin,MK-2206,0
MDA-MB-231,Navitoclax,Entinostat,1
MDA-MB-157,Vorinostat,Taselisib,0
SK-CO-1,Oxaliplatin,Afatinib,0
C2BBe1,Dabrafenib,AZD8055,0
CAL-148,Vorinostat,Bortezomib,1
HCC1143,OSI-027,Sapitinib,0
LS-411N,Taselisib,Dabrafenib,1
HCC70,Olaparib,Bortezomib,0
HCC1500,Palbociclib,Axitinib,0
AU565,Sapitinib,Uprosertib,0
HCC202,MK-2206,Palbociclib,0
MCF7,PD173074,Crizotinib,0
UACC-893,Bortezomib,Venetoclax,0
HCC1599,Crizotinib,Olaparib,0
SNU-C1,SB505124,Linsitinib,0
SNU-C1,SCH772984,Trametinib,0
HCC1806,Taselisib,Sapitinib,0
BT-483,Trametinib,SB216763,0
COLO-320-HSR,LGK974,Sapitinib,0
HCC2998,Dabrafenib,SB505124,0
MDA-MB-436,Pictilisib,Gemcitabine,0
MRK-nu-1,Sapitinib,BI-2536,0
MDA-MB-330,Palbociclib,KU-55933,0
SW948,AZD4547,AZD7762,0
EFM-19,Olaparib,SCH772984,0
SK-CO-1,SCH772984,AZD8055,0
HCC2157,Navitoclax,Temozolomide,0
MDA-MB-436,Gemcitabine,BI-2536,0
CAMA-1,AZD7762,Dabrafenib,0
HCC2218,5-Fluorouracil,Ribociclib,0
CCK-81,SB505124,MK-2206,0
Hs-766T,OSI-027,MK-2206,1
NCI-H716,Taselisib,AZD4547,0
KM12,AZD7762,Crizotinib,0
PANC-10-05,LGK974,OSI-027,0
EVSA-T,AZD7762,Ribociclib,0
PANC-03-27,Olaparib,Crizotinib,0
HCC1143,Lapatinib,Ribociclib,0
PANC-08-13,MK-2206,Irinotecan,0
ZR-75-1,Pictilisib,Wee1 Inhibitor,0
AU565,Linsitinib,Crizotinib,0
PSN1,Gemcitabine,Navitoclax,1
LS-180,AZD7762,Oxaliplatin,0
MDA-MB-468,Olaparib,Doramapimod,0
AsPC-1,Taselisib,SCH772984,0
JIMT-1,Trametinib,AZD7762,0
COLO-824,Temozolomide,Bortezomib,0
SNU-175,Navitoclax,Olaparib,1
CAPAN-1,Taselisib,Oxaliplatin,0
HCC70,MK-1775,Camptothecin,0
ZR-75-1,5-Fluorouracil,Olaparib,0
DiFi,SB216763,SCH772984,0
MIA-PaCa-2,Dactolisib,Gemcitabine,0
HCC38,Olaparib,Paclitaxel,0
DAN-G,Taselisib,Trametinib,1
SW1990,Crizotinib,Ruxolitinib,0
CFPAC-1,Erlotinib,Trametinib,0
MDA-MB-157,Temozolomide,Doramapimod,0
HCC38,Sapitinib,Luminespib,0
LS-180,Trametinib,5-Fluorouracil,0
KP-4,SCH772984,Erlotinib,0
AU565,Luminespib,Docetaxel,0
HDQ-P1,Temozolomide,MK-2206,0
CL-11,5-Fluorouracil,Taselisib,0
MDA-MB-361,Palbociclib,Luminespib,0
HCC1599,Lapatinib,AZD6482,0
OCUB-M,Taselisib,Linsitinib,0
SW1417,BMS-754807,Taselisib,0
HCC2218,Olaparib,Axitinib,0
HuP-T3,Cisplatin,Oxaliplatin,0
BxPC-3,Navitoclax,MK-2206,0
Hs-766T,Olaparib,Paclitaxel,0
CAMA-1,Luminespib,SB216763,0
MDA-MB-231,OSI-027,Navitoclax,0
EFM-192A,Trametinib,Sapitinib,0
HCC1569,5-Fluorouracil,AZD6482,0
CAL-51,5-Fluorouracil,Lapatinib,0
HCC1187,Gemcitabine,Afatinib,0
CAMA-1,OSI-027,SCH772984,0
HCC1143,Lapatinib,Cisplatin,0
CAPAN-2,Gemcitabine,OSI-027,0
HCC202,Crizotinib,Palbociclib,0
SNU-C2B,SB216763,MK-1775,0
HCC1937,Axitinib,Linsitinib,0
HCT-15,Palbociclib,MK-1775,0
T47D,Taselisib,AZD8055,0
EFM-19,AZD7762,Dabrafenib,0
MRK-nu-1,Olaparib,5-Fluorouracil,0
MDA-MB-361,MK-1775,Sapitinib,0
HDQ-P1,Cisplatin,Luminespib,0
HCC1500,Lapatinib,Wee1 Inhibitor,0
CL-11,Crizotinib,AZD8055,0
HuP-T3,Gemcitabine,Navitoclax,0
HT55,Oxaliplatin,BMS-754807,0
BT-474,Vorinostat,PD173074,0
HCC70,Axitinib,AZD8055,0
EVSA-T,Pictilisib,Sapitinib,1
HuP-T4,Oxaliplatin,AZD7762,0
MDA-MB-330,Trametinib,AZD8055,0
LoVo,Navitoclax,Olaparib,0
CAL-148,MK-2206,Alpelisib,1
CAL-120,OSI-027,Pictilisib,0
MDA-MB-175-VII,Temozolomide,Cisplatin,0
KP-1N,Lapatinib,Linsitinib,0
MDA-MB-453,PD173074,Sorafenib,0
PANC-10-05,Oxaliplatin,Gemcitabine,0
PANC-03-27,Cisplatin,Dactolisib,0
HCC1187,Temozolomide,Uprosertib,0
Hs-578-T,5-Fluorouracil,Taselisib,0
HCC1187,Bortezomib,Navitoclax,1
BT-483,5-Fluorouracil,ZM447439,0
NCI-H716,AZD4547,Dabrafenib,0
CAPAN-2,Crizotinib,5-Fluorouracil,0
HCC1419,MK-1775,Dabrafenib,0
MDA-MB-175-VII,Sapitinib,Alisertib,1
HPAC,Linsitinib,MK-2206,0
MDA-MB-157,5-Fluorouracil,Entinostat,0
DU-4475,Taselisib,Venetoclax,0
PA-TU-8902,Olaparib,Dactolisib,0
SNU-1040,Afatinib,Oxaliplatin,0
SW48,MK-2206,Oxaliplatin,0
HCC2157,PD173074,Alpelisib,0
CAPAN-1,Linsitinib,Paclitaxel,0
BT-20,Navitoclax,Sorafenib,0
UACC-893,Axitinib,Trametinib,0
EFM-192A,MK-1775,Sapitinib,0
CAL-148,Temozolomide,Sorafenib,0
UACC-893,MK-1775,Camptothecin,0
MDA-MB-453,Lapatinib,SCH772984,0
EFM-192A,Taselisib,Linsitinib,0
JIMT-1,Trametinib,Luminespib,0
EVSA-T,5-Fluorouracil,PD173074,0
CAL-85-1,Cisplatin,Tozasertib,0
MRK-nu-1,Palbociclib,Nilotinib,0
CAL-85-1,Palbociclib,Alpelisib,1
ZR-75-1,AZD7762,MK-1775,0
KP-2,MK-2206,Oxaliplatin,0
CAPAN-2,Palbociclib,Irinotecan,0
HDQ-P1,Trametinib,PF-4708671,0
SNU-407,MK-1775,Taselisib,0
HDQ-P1,Luminespib,Paclitaxel,0
UACC-893,Trametinib,Luminespib,0
ZR-75-1,Olaparib,Taselisib,0
COLO-205,Trametinib,SB505124,0
AU565,Pictilisib,Sorafenib,0
Hs-578-T,Pictilisib,Alpelisib,0
T47D,AZD7762,Venetoclax,0
T47D,AZD7762,SB216763,0
BT-483,MK-1775,Nilotinib,0
HCC1937,Temozolomide,KU-55933,0
ZR-75-1,PD173074,Paclitaxel,0
PA-TU-8988T,Oxaliplatin,Navitoclax,0
HT55,Palbociclib,Afatinib,0
LS-180,AZD8055,Vinorelbine,0
EVSA-T,Navitoclax,PD173074,0
KP-4,Galunisertib,Paclitaxel,0
MDA-MB-231,Trametinib,Alisertib,0
HCC1500,Lapatinib,SCH772984,0
COLO-205,SB505124,Camptothecin,0
SW948,SB505124,SB216763,0
MDA-MB-453,Vorinostat,AZD8055,0
EFM-192A,Gemcitabine,Sorafenib,0
ZR-75-1,Olaparib,Luminespib,0
ZR-75-30,OSI-027,Docetaxel,0
MDA-MB-453,MK-2206,Vorinostat,0
C2BBe1,SB505124,MK-2206,1
UACC-893,Luminespib,BI-2536,0
PANC-08-13,Paclitaxel,Palbociclib,0
T47D,Bortezomib,Doramapimod,0
HCC1187,AZD7762,Afatinib,0
SW948,Olaparib,5-Fluorouracil,0
HCC1428,Axitinib,KU-55933,0
HCC38,Bortezomib,Navitoclax,0
HCC1569,Olaparib,AZD7762,0
CAPAN-1,Erlotinib,SCH772984,0
BT-20,Cisplatin,Doramapimod,0
CAPAN-1,Ruxolitinib,Navitoclax,0
MDA-MB-468,Palbociclib,Linsitinib,0
HCC70,Temozolomide,Camptothecin,0
T47D,MK-1775,Alisertib,0
COLO-678,SCH772984,BMS-754807,0
HuP-T3,MK-2206,OSI-027,0
DU-4475,MK-1775,ZM447439,0
HCC1419,MK-1775,Ribociclib,0
DU-4475,Navitoclax,Doramapimod,1
JIMT-1,Navitoclax,ZM447439,1
RCM-1,Olaparib,Crizotinib,0
EFM-19,Pictilisib,Wee1 Inhibitor,0
MDA-MB-330,OSI-027,Olaparib,0
EFM-19,Temozolomide,Linsitinib,0
HCC1954,Pictilisib,Tozasertib,0
HCC1428,5-Fluorouracil,Nilotinib,0
CAL-120,Vorinostat,NU7441,0
ZR-75-30,5-Fluorouracil,SB216763,0
MFM-223,PD173074,Navitoclax,0
HCC1954,Linsitinib,AZD8055,0
LS-123,AZD7762,MK-1775,1
SW1417,Crizotinib,AZD8055,0
KP-3,Crizotinib,Linsitinib,0
HCC1806,Pictilisib,ZM447439,0
PANC-08-13,Galunisertib,SCH772984,0
EVSA-T,Gemcitabine,Camptothecin,0
HCC1806,OSI-027,Navitoclax,0
BxPC-3,Trametinib,Paclitaxel,0
CaR-1,SCH772984,SB216763,0
SUIT-2,Taselisib,SCH772984,0
MDA-MB-468,Navitoclax,Nilotinib,0
PANC-04-03,Oxaliplatin,Irinotecan,0
PL4,Sorafenib,LGK974,0
HCC1187,Bortezomib,SCH772984,0
Hs-766T,Taselisib,Navitoclax,0
HCC38,Trametinib,Cisplatin,0
HT-29,Camptothecin,LGK974,0
SUIT-2,MK-1775,Erlotinib,0
HCC1599,Pictilisib,Sapitinib,0
BT-549,Taselisib,Navitoclax,0
HuP-T3,Lapatinib,Palbociclib,0
MDA-MB-453,Pictilisib,AZD6482,0
CAMA-1,Cisplatin,AZD8055,0
CAPAN-2,Paclitaxel,OSI-027,0
PANC-08-13,Erlotinib,Crizotinib,1
SNU-175,AZD4547,5-Fluorouracil,0
EFM-192A,Pictilisib,SCH772984,0
AsPC-1,Erlotinib,Irinotecan,0
T84,BMS-754807,LGK974,0
KP-1N,Erlotinib,Trametinib,0
BT-549,Luminespib,AZD8055,0
PL4,Ruxolitinib,LGK974,0
PSN1,Taselisib,Linsitinib,0
CCK-81,SB505124,SB216763,0
HCC38,Temozolomide,GSK269962A,0
COLO-824,Pictilisib,ZM447439,0
T47D,Palbociclib,Luminespib,0
UACC-893,Olaparib,Ribociclib,0
ZR-75-1,Luminespib,Paclitaxel,0
HCC1419,Temozolomide,Doramapimod,0
HCC1187,Taselisib,Dabrafenib,0
CAPAN-1,MK-1775,LGK974,0
MDA-MB-157,Pictilisib,Camptothecin,0
MDA-MB-231,Cisplatin,Sorafenib,0
UACC-893,PD173074,MK-2206,0
Hs-578-T,AZD7762,Sapitinib,0
AU565,Crizotinib,Bortezomib,0
PANC-02-03,MK-1775,Gemcitabine,0
UACC-812,Navitoclax,Temozolomide,0
CAL-51,Palbociclib,ZM447439,0
SNU-C5,5-Fluorouracil,Crizotinib,0
JIMT-1,AZD7762,Vorinostat,0
SUIT-2,Olaparib,Taselisib,0
T47D,MK-2206,Vorinostat,0
HDQ-P1,Temozolomide,Olaparib,0
HCC1569,Crizotinib,Wee1 Inhibitor,0
HCC1428,Navitoclax,Linsitinib,0
MDA-MB-330,Olaparib,RO-3306,0
MRK-nu-1,Docetaxel,Camptothecin,0
CAL-85-1,Crizotinib,BI-2536,0
HuP-T3,OSI-027,Cisplatin,0
CAL-85-1,AZD7762,Trametinib,0
DU-4475,PD173074,RO-3306,0
MDA-MB-157,Cisplatin,GSK269962A,0
MDA-MB-231,Vorinostat,Crizotinib,0
HCC1419,Taselisib,Linsitinib,0
HCC1419,PD173074,Sapitinib,0
MDA-MB-330,Navitoclax,Olaparib,0
HuP-T4,Palbociclib,MK-1775,0
PA-TU-8988T,Paclitaxel,MK-2206,0
MZ1-PC,MK-1775,Dasatinib,0
MDA-MB-468,Cisplatin,ZM447439,0
KP-4,Olaparib,SCH772984,0
SW837,MK-1775,Camptothecin,0
AU565,PD173074,Cisplatin,0
ZR-75-30,Gemcitabine,NU7441,0
MFM-223,Palbociclib,MK-1775,0
EVSA-T,Crizotinib,BI-2536,0
HT-29,Navitoclax,MK-2206,0
CL-11,5-Fluorouracil,Crizotinib,0
CAL-120,Linsitinib,Doramapimod,0
EVSA-T,Cisplatin,Temozolomide,0
EFM-19,Gemcitabine,BI-2536,0
KP-1N,Trametinib,MK-1775,0
OCUB-M,Luminespib,SB216763,0
CAMA-1,Vorinostat,GSK269962A,0
HT-115,Olaparib,5-Fluorouracil,0
HuP-T4,Ruxolitinib,Trametinib,0
CAPAN-1,Paclitaxel,Sorafenib,0
CCK-81,Sapitinib,BMS-754807,1
T47D,Vorinostat,PD173074,0
MCF7,Temozolomide,AZD7762,0
COLO-824,PD173074,Gemcitabine,0
EFM-19,Luminespib,Olaparib,0
DAN-G,Lapatinib,Paclitaxel,0
LS-180,Crizotinib,Afatinib,0
HCC1500,5-Fluorouracil,KU-55933,0
YAPC,Lapatinib,Dasatinib,0
HCC1500,Sapitinib,Wee1 Inhibitor,0
COLO-824,OSI-027,Navitoclax,0
HCT-15,5-Fluorouracil,Linsitinib,0
PANC-08-13,SCH772984,Taselisib,0
HCC1806,Navitoclax,Alisertib,0
MDA-MB-436,Crizotinib,MK-2206,0
CAL-148,5-Fluorouracil,Pictilisib,0
HCC2157,Cisplatin,Vorinostat,0
MDA-MB-157,MK-1775,Pictilisib,0
MCF7,Cisplatin,Pictilisib,0
OCUB-M,Gemcitabine,Sorafenib,0
Hs-766T,Gemcitabine,Linsitinib,0
CAL-51,PD173074,Palbociclib,0
DAN-G,Paclitaxel,Lapatinib,0
ZR-75-30,Axitinib,5-Fluorouracil,0
SNU-C1,Dabrafenib,Taselisib,0
MDA-MB-330,Palbociclib,Docetaxel,0
MDA-MB-436,Crizotinib,Taselisib,0
HCC1599,Lapatinib,Ribociclib,0
PSN1,Sorafenib,Galunisertib,0
HCC1419,Vorinostat,Linsitinib,0
BT-474,Bortezomib,Pictilisib,0
HT-29,MK-2206,Taselisib,0
COLO-205,Dabrafenib,Palbociclib,0
CAL-85-1,MK-2206,AZD7762,0
AU565,Vorinostat,Trametinib,0
MCF7,Olaparib,KU-55933,0
MDA-MB-468,Taselisib,Vorinostat,0
SNU-175,Linsitinib,AZD7762,0
HCC2998,MK-2206,Oxaliplatin,0
CAL-148,Taselisib,Sapitinib,1
SUIT-2,Gemcitabine,AZD7762,0
MRK-nu-1,Olaparib,Vorinostat,0
HCC1500,Gemcitabine,Trametinib,0
KP-3,MK-1775,OSI-027,0
SW620,BMS-754807,5-Fluorouracil,0
SUIT-2,Trametinib,LGK974,0
SW1463,5-Fluorouracil,Afatinib,0
KM12,AZD8055,Vinorelbine,0
PANC-08-13,Palbociclib,OSI-027,0
HCC1143,Trametinib,AZD7762,0
EFM-192A,MK-1775,MK-2206,0
MDA-MB-157,Olaparib,Camptothecin,0
COLO-824,Gemcitabine,Nilotinib,0
EVSA-T,AZD7762,Cisplatin,0
HPAC,Palbociclib,Cisplatin,0
PA-TU-8988T,Paclitaxel,MK-1775,0
Hs-578-T,5-Fluorouracil,Ribociclib,0
SW1116,AZD7762,AZD8055,0
CAL-148,Axitinib,Nilotinib,0
HCC1187,Pictilisib,Alisertib,0
HCC70,Trametinib,MK-2206,0
MDA-MB-436,Taselisib,Dabrafenib,0
MDA-MB-361,OSI-027,MK-1775,0
SNU-81,Linsitinib,LGK974,0
PA-TU-8902,Palbociclib,LGK974,0
CAPAN-2,Crizotinib,Oxaliplatin,0
BT-549,Bortezomib,Uprosertib,0
MDA-MB-436,Sapitinib,Olaparib,0
PANC-08-13,Sorafenib,Irinotecan,0
PANC-08-13,Dactolisib,LGK974,0
CAL-148,Trametinib,Doramapimod,0
PA-TU-8902,Dactolisib,Navitoclax,0
LS-180,BMS-754807,Vinorelbine,0
HCC1569,5-Fluorouracil,Entinostat,0
BT-549,Navitoclax,Luminespib,0
AU565,OSI-027,Vorinostat,0
COLO-678,Afatinib,Crizotinib,0
SNU-C1,Afatinib,Crizotinib,0
MDA-MB-175-VII,Gemcitabine,KU-55933,0
MRK-nu-1,Linsitinib,SCH772984,1
CAMA-1,Axitinib,Navitoclax,0
LS-411N,MK-1775,5-Fluorouracil,0
KP-1N,SCH772984,Crizotinib,0
KP-1N,Crizotinib,Dactolisib,0
Hs-578-T,5-Fluorouracil,ZM447439,0
COLO-320-HSR,AZD7762,Olaparib,0
LoVo,Linsitinib,Camptothecin,0
CL-11,Vinorelbine,AZD4547,0
PANC-03-27,Cisplatin,Linsitinib,0
MZ1-PC,Erlotinib,Paclitaxel,0
T47D,Lapatinib,JQ1,0
HCC1419,PD173074,Luminespib,0
BT-483,Pictilisib,Alisertib,0
BT-483,Sapitinib,KU-55933,0
EFM-192A,Cisplatin,Uprosertib,0
PL4,Erlotinib,Irinotecan,0
ZR-75-1,Olaparib,Crizotinib,0
CAL-120,MK-1775,Wee1 Inhibitor,0
UACC-812,Lapatinib,Luminespib,0
SK-CO-1,Vinorelbine,AZD7762,0
NCI-H508,Crizotinib,Linsitinib,0
MRK-nu-1,Lapatinib,Docetaxel,0
COLO-824,Cisplatin,Alisertib,0
HCC1419,AZD7762,OSI-027,0
MDA-MB-468,Gemcitabine,Tozasertib,0
PANC-03-27,Erlotinib,Navitoclax,0
SU8686,Sorafenib,Oxaliplatin,0
SW48,Vinorelbine,Oxaliplatin,0
COLO-824,Temozolomide,Venetoclax,0
BT-474,PD173074,Crizotinib,0
YAPC,Gemcitabine,LGK974,0
PANC-04-03,Dactolisib,5-Fluorouracil,0
CAMA-1,Crizotinib,Taselisib,0
MRK-nu-1,Docetaxel,Trametinib,0
COLO-205,Camptothecin,SB505124,0
HCC2157,Palbociclib,Dabrafenib,0
HT-29,MK-1775,BMS-754807,0
HCC1419,Gemcitabine,Temozolomide,0
