cell,drug1_db,drug2_db,synergy
MCF7,PD173074,AZD6482,0
UACC-893,Pictilisib,MK-2206,0
YAPC,Oxaliplatin,Erlotinib,0
MCF7,Luminespib,Alpelisib,0
RKO,Afatinib,Navitoclax,0
HCC1806,Olaparib,Wee1 Inhibitor,0
HCC2218,MK-1775,KU-55933,0
EFM-19,Sapitinib,Uprosertib,0
BT-474,Taselisib,Lapatinib,0
MRK-nu-1,Palbociclib,Venetoclax,0
T47D,Pictilisib,Lapatinib,0
HDQ-P1,Temozolomide,Alpelisib,0
MDA-MB-157,Axitinib,Crizotinib,0
HCC2157,Axitinib,Alpelisib,0
PANC-04-03,Oxaliplatin,Olaparib,0
SNU-C2B,MK-2206,Vinorelbine,0
CAL-85-1,Crizotinib,Olaparib,0
HPAC,Sorafenib,Crizotinib,0
HCC38,MK-2206,Linsitinib,0
HCC1419,AZD7762,JQ1,0
CAL-51,Crizotinib,Olaparib,0
SW1116,Olaparib,AZD4547,0
HCC1143,Temozolomide,Dabrafenib,0
MDA-MB-415,Temozolomide,Trametinib,0
CW-2,Sapitinib,Dabrafenib,0
SNU-407,SB505124,Navitoclax,0
CAPAN-2,AZD7762,Crizotinib,0
HCC1143,Bortezomib,Cisplatin,0
PA-TU-8902,Ruxolitinib,Taselisib,0
COLO-824,Temozolomide,5-Fluorouracil,0
COLO-824,5-Fluorouracil,NU7441,0
AsPC-1,SCH772984,Ruxolitinib,0
CL-11,Taselisib,Palbociclib,0
MDA-MB-175-VII,Lapatinib,Taselisib,0
EFM-19,AZD7762,Luminespib,0
HCC2218,Sapitinib,Afatinib,0
HDQ-P1,Taselisib,AZD8055,0
KP-4,Erlotinib,Dasatinib,0
SW837,SCH772984,Dabrafenib,0
HCC70,Cisplatin,BI-2536,0
CAL-51,Gemcitabine,Axitinib,0
CW-2,SCH772984,Sapitinib,0
HT-29,SB505124,Dabrafenib,0
YAPC,Erlotinib,Linsitinib,1
MDA-MB-415,Cisplatin,AZD7762,0
HCC1569,AZD7762,Afatinib,0
HCC38,Luminespib,AZD7762,0
KP-4,5-Fluorouracil,Navitoclax,0
MDA-MB-157,5-Fluorouracil,Bortezomib,0
KP-4,Linsitinib,MK-1775,0
COLO-824,Vorinostat,Wee1 Inhibitor,0
HCC1187,Palbociclib,GSK269962A,0
NCI-H716,SB505124,MK-1775,0
BT-474,Gemcitabine,Linsitinib,0
CAL-120,OSI-027,Alpelisib,1
AU565,Luminespib,Trametinib,0
EFM-19,Taselisib,Afatinib,0
SNU-81,MK-1775,AZD8055,0
HCC1428,Taselisib,Entinostat,0
MDA-MB-453,AZD7762,OSI-027,0
CCK-81,AZD4547,LGK974,0
CAL-51,MK-1775,Afatinib,1
CL-11,Oxaliplatin,Palbociclib,0
MCF7,Sapitinib,Luminespib,0
HPAC,SCH772984,Olaparib,0
MCF7,Axitinib,Olaparib,0
SNU-81,Afatinib,SB216763,0
HT55,Camptothecin,Sapitinib,0
MDST8,AZD7762,Olaparib,0
GP5d,Sapitinib,Vinorelbine,0
CAMA-1,Lapatinib,AZD6482,1
BT-483,Vorinostat,Nilotinib,0
CAL-51,Axitinib,Crizotinib,0
COLO-824,Axitinib,Camptothecin,0
HCC70,MK-2206,Linsitinib,0
CAPAN-1,Irinotecan,Dactolisib,0
COLO-320-HSR,5-Fluorouracil,Vinorelbine,0
MDA-MB-415,Palbociclib,Vorinostat,0
HuP-T4,Dactolisib,Trametinib,1
HCC1569,Taselisib,BI-2536,0
COLO-678,MK-1775,Trametinib,0
HCC1806,Sapitinib,BI-2536,0
HPAC,Paclitaxel,Taselisib,0
DAN-G,Galunisertib,Lapatinib,0
BT-474,OSI-027,Camptothecin,0
SW1116,MK-1775,Trametinib,0
EVSA-T,MK-2206,PD173074,0
KP-2,Gemcitabine,Sorafenib,0
CAL-148,Temozolomide,Wee1 Inhibitor,0
HT55,Linsitinib,Olaparib,1
T47D,Taselisib,Uprosertib,0
AsPC-1,Gemcitabine,Paclitaxel,0
PA-TU-8988T,Trametinib,Olaparib,0
COLO-824,PD173074,Uprosertib,0
HCC1500,OSI-027,Navitoclax,0
HCC1569,MK-2206,Alpelisib,1
BT-549,AZD7762,GSK269962A,0
HuP-T4,Irinotecan,Cisplatin,0
DiFi,Afatinib,Trametinib,0
CCK-81,SB216763,AZD4547,0
HCT-15,Palbociclib,Linsitinib,0
HCT-116,AZD8055,Dabrafenib,0
NCI-H508,Vinorelbine,Taselisib,0
PA-TU-8902,Olaparib,Lapatinib,0
CW-2,SB505124,MK-1775,0
RCM-1,AZD8055,Navitoclax,0
MDA-MB-453,Linsitinib,Venetoclax,0
HCC1419,Navitoclax,Temozolomide,0
PANC-08-13,AZD7762,Dasatinib,0
HCC1428,Bortezomib,Sorafenib,0
SW948,Taselisib,Navitoclax,0
CAMA-1,Palbociclib,Docetaxel,0
HCC2157,Pictilisib,Sapitinib,1
MCF7,Temozolomide,Vorinostat,0
MDA-MB-231,Gemcitabine,SB216763,0
BT-20,Cisplatin,AZD8055,0
HPAC,Trametinib,LGK974,0
MIA-PaCa-2,Erlotinib,Taselisib,0
BT-474,Olaparib,Lapatinib,0
T47D,Lapatinib,Linsitinib,0
MDA-MB-175-VII,MK-1775,Trametinib,0
HuP-T4,Dasatinib,MK-2206,0
HCC1419,Gemcitabine,Lapatinib,0
PANC-02-03,MK-2206,Olaparib,0
HCC1143,5-Fluorouracil,Venetoclax,0
EFM-19,Lapatinib,Palbociclib,0
MDA-MB-453,Taselisib,Sapitinib,0
T84,MK-2206,MK-1775,0
MDA-MB-453,MK-2206,Alisertib,1
EVSA-T,MK-1775,Taselisib,0
ZR-75-30,Olaparib,SCH772984,0
HCC1419,Vorinostat,NU7441,0
SNU-C1,Palbociclib,Oxaliplatin,0
ZR-75-30,Sapitinib,Palbociclib,0
HDQ-P1,Cisplatin,SCH772984,0
PANC-08-13,Taselisib,Lapatinib,0
NCI-H508,Camptothecin,AZD4547,0
BT-549,OSI-027,Paclitaxel,0
HCC1500,Bortezomib,GSK269962A,0
RKO,Oxaliplatin,Olaparib,0
HCC1143,MK-1775,Ribociclib,0
HCC1599,Luminespib,OSI-027,0
MCF7,Vorinostat,Paclitaxel,0
CW-2,Camptothecin,Taselisib,0
MCF7,Trametinib,Entinostat,0
CAPAN-2,Oxaliplatin,LGK974,0
SNU-407,Palbociclib,AZD4547,0
HCC2218,Axitinib,Afatinib,0
MDA-MB-468,Luminespib,Bortezomib,0
MCF7,Luminespib,Crizotinib,0
HCC1395,Luminespib,AZD6482,0
PANC-08-13,Irinotecan,MK-1775,0
T84,Oxaliplatin,BMS-754807,0
LS-513,Afatinib,BMS-754807,0
DAN-G,Lapatinib,Olaparib,0
UACC-893,Linsitinib,Crizotinib,0
HCC1599,MK-1775,Axitinib,0
CAL-85-1,Navitoclax,Sorafenib,0
HCC1187,Cisplatin,Camptothecin,0
PANC-02-03,Linsitinib,Galunisertib,0
MDA-MB-415,Lapatinib,Entinostat,0
SU8686,Lapatinib,Olaparib,0
T84,Oxaliplatin,MK-1775,0
ZR-75-1,Trametinib,Cisplatin,0
PANC-10-05,Linsitinib,MK-2206,0
BT-474,Trametinib,Linsitinib,0
SW1990,LGK974,Palbociclib,0
YAPC,Gemcitabine,Navitoclax,1
ZR-75-30,AZD7762,Trametinib,0
MCF7,Bortezomib,Lapatinib,0
KP-4,Erlotinib,AZD7762,0
HCT-116,Vinorelbine,AZD8055,0
JIMT-1,OSI-027,Gemcitabine,0
C2BBe1,Sapitinib,AZD4547,0
MDA-MB-415,Temozolomide,Olaparib,0
AU565,MK-2206,SB216763,0
T47D,Luminespib,Dabrafenib,0
PANC-10-05,Taselisib,Dasatinib,0
BT-483,Cisplatin,JQ1,0
MDA-MB-468,Gemcitabine,Crizotinib,0
OCUB-M,5-Fluorouracil,Crizotinib,0
AU565,Gemcitabine,OSI-027,0
MDA-MB-231,Lapatinib,OSI-027,0
MDA-MB-231,Linsitinib,Crizotinib,0
SW837,Afatinib,Taselisib,0
CAL-51,Vorinostat,NU7441,0
HCC38,AZD7762,Pictilisib,0
CAL-51,PD173074,SCH772984,0
CW-2,Afatinib,SCH772984,1
CAL-148,Lapatinib,KU-55933,0
ZR-75-1,Cisplatin,Palbociclib,0
HCC1395,PD173074,Palbociclib,0
HCC1395,Taselisib,Nilotinib,0
SNU-C2B,Camptothecin,MK-1775,0
NCI-H716,Navitoclax,Sapitinib,1
OCUB-M,Luminespib,Entinostat,0
MDA-MB-330,PD173074,AZD7762,0
MDA-MB-361,Taselisib,Temozolomide,0
CAL-85-1,PD173074,NU7441,0
T84,Camptothecin,Taselisib,0
YAPC,Oxaliplatin,SCH772984,0
MZ1-PC,Trametinib,Taselisib,0
RKO,Sapitinib,Olaparib,0
HT-115,Navitoclax,MK-2206,0
HCC1806,OSI-027,Afatinib,0
COLO-824,Vorinostat,Lapatinib,0
SK-CO-1,SB505124,Afatinib,0
KP-4,AZD7762,Navitoclax,0
C2BBe1,Crizotinib,Linsitinib,0
OCUB-M,MK-2206,KU-55933,1
HCC1806,PD173074,GSK269962A,1
COLO-824,Lapatinib,MK-2206,0
CAL-120,Pictilisib,Cisplatin,0
SNU-C5,Afatinib,SCH772984,0
C2BBe1,Oxaliplatin,Taselisib,0
BxPC-3,Sorafenib,MK-2206,0
SW837,Afatinib,SB216763,0
MDA-MB-157,Sapitinib,Gemcitabine,0
SW837,LGK974,SCH772984,0
MDA-MB-415,MK-1775,Ribociclib,0
COLO-320-HSR,AZD7762,Dabrafenib,0
RKO,Camptothecin,AZD4547,0
UACC-812,Temozolomide,Axitinib,0
HCC2157,Trametinib,Tozasertib,0
LS-513,Navitoclax,SB216763,1
UACC-893,Gemcitabine,Axitinib,0
PSN1,5-Fluorouracil,Galunisertib,0
BT-483,AZD7762,SB216763,0
SW1417,AZD8055,SB216763,0
SNU-C2B,Sapitinib,SCH772984,0
HCC1937,Navitoclax,Crizotinib,0
MDA-MB-361,Linsitinib,JQ1,0
HCC1954,Palbociclib,Nilotinib,0
T84,SB216763,MK-1775,0
KP-1N,Linsitinib,MK-1775,0
HCC38,Trametinib,MK-2206,0
EVSA-T,Trametinib,Dabrafenib,0
ZR-75-30,AZD7762,PD173074,0
CAMA-1,Temozolomide,Linsitinib,0
BT-483,Navitoclax,Dabrafenib,0
KP-4,MK-2206,Navitoclax,0
HCC1428,Gemcitabine,Vorinostat,0
BT-20,Pictilisib,Afatinib,1
SW1463,Olaparib,SCH772984,0
PL4,MK-1775,Navitoclax,0
DU-4475,Linsitinib,Trametinib,0
LS-513,Taselisib,AZD4547,0
YAPC,Gemcitabine,LGK974,0
NCI-H508,Trametinib,Camptothecin,0
BT-20,Crizotinib,Dabrafenib,0
HDQ-P1,Sapitinib,Afatinib,0
LS-123,Palbociclib,Dabrafenib,0
OCUB-M,Docetaxel,AZD8055,0
PSN1,Dasatinib,AZD7762,1
UACC-812,Axitinib,Pictilisib,0
MDA-MB-157,Crizotinib,AZD6482,0
T47D,Linsitinib,Bortezomib,0
LS-123,Vinorelbine,BMS-754807,0
HDQ-P1,Docetaxel,Doramapimod,0
CAL-85-1,OSI-027,Axitinib,0
BT-483,Palbociclib,Temozolomide,0
MDA-MB-436,Luminespib,OSI-027,0
HCC1143,Linsitinib,Entinostat,0
SNU-C2B,Trametinib,BMS-754807,0
T47D,Navitoclax,Trametinib,0
HCC1187,Sapitinib,Doramapimod,0
KP-4,AZD7762,Olaparib,1
HDQ-P1,Axitinib,Vorinostat,0
HCC1569,Gemcitabine,MK-1775,0
EFM-19,Navitoclax,AZD8055,1
COLO-824,Docetaxel,Paclitaxel,0
HCC70,Temozolomide,Wee1 Inhibitor,0
COLO-320-HSR,Olaparib,Sapitinib,0
UACC-893,Olaparib,Sorafenib,0
Hs-766T,Sorafenib,MK-2206,1
HCC1954,Crizotinib,NU7441,0
MDA-MB-453,Luminespib,PF-4708671,0
UACC-812,Docetaxel,5-Fluorouracil,0
EVSA-T,Palbociclib,PD173074,0
HCC1143,Taselisib,Pictilisib,0
SUIT-2,5-Fluorouracil,Galunisertib,0
HT-29,Camptothecin,BMS-754807,0
LS-123,MK-1775,Trametinib,0
SW1417,Sapitinib,Olaparib,0
HCC70,Pictilisib,KU-55933,0
LS-513,AZD7762,Navitoclax,1
MRK-nu-1,Lapatinib,ZM447439,0
HDQ-P1,Cisplatin,Uprosertib,0
COLO-678,Navitoclax,Crizotinib,0
HT-29,SB505124,Vinorelbine,0
HCC1187,Palbociclib,Olaparib,0
MDA-MB-157,Cisplatin,AZD7762,0
HCC1187,Taselisib,Venetoclax,0
MDA-MB-453,Trametinib,RO-3306,0
SW948,Sapitinib,Olaparib,0
COLO-678,AZD7762,AZD8055,0
LS-180,Camptothecin,Oxaliplatin,0
HCC38,Crizotinib,AZD8055,0
HCC38,Navitoclax,SB216763,0
SW1417,Crizotinib,Sapitinib,0
LS-123,Sapitinib,Afatinib,0
NCI-H747,5-Fluorouracil,SB216763,0
EFM-192A,Taselisib,MK-2206,0
SW1990,Trametinib,Paclitaxel,0
EFM-192A,Cisplatin,BI-2536,0
SW837,Olaparib,Sapitinib,0
MDA-MB-361,5-Fluorouracil,Crizotinib,0
BT-549,Taselisib,Cisplatin,0
HCC2157,Luminespib,Olaparib,0
SNU-C2B,MK-2206,AZD8055,0
PA-TU-8902,Navitoclax,Taselisib,0
HCC1599,MK-2206,SB216763,0
HCC1143,Olaparib,Temozolomide,0
JIMT-1,Palbociclib,Camptothecin,0
PA-TU-8988T,Oxaliplatin,Paclitaxel,0
GP5d,SCH772984,LGK974,0
SNU-175,Vinorelbine,Taselisib,0
MRK-nu-1,Linsitinib,Uprosertib,0
BT-474,Axitinib,Camptothecin,0
T47D,Temozolomide,GSK269962A,0
HCC1143,Axitinib,Dabrafenib,0
AsPC-1,SCH772984,OSI-027,0
CAL-51,Temozolomide,NU7441,0
HT-115,LGK974,Linsitinib,0
ZR-75-30,Trametinib,BI-2536,0
HCC2998,Navitoclax,Taselisib,1
BT-20,Linsitinib,Trametinib,0
SUIT-2,5-Fluorouracil,Dasatinib,0
HCC2998,Afatinib,5-Fluorouracil,0
LS-513,Olaparib,5-Fluorouracil,0
KP-4,Sorafenib,Dasatinib,0
BT-474,PD173074,Venetoclax,0
MDA-MB-468,AZD7762,Temozolomide,0
HCC1599,Sapitinib,Alpelisib,0
LS-411N,LGK974,Afatinib,0
CAPAN-2,Crizotinib,Dactolisib,0
HCC1806,Vorinostat,Doramapimod,0
PANC-04-03,OSI-027,Dactolisib,0
HuP-T3,Palbociclib,MK-1775,0
CAL-148,Docetaxel,Cisplatin,0
HCC70,Cisplatin,AZD8055,0
MDA-MB-330,5-Fluorouracil,PF-4708671,0
MRK-nu-1,Crizotinib,Olaparib,0
HCC70,Cisplatin,Gemcitabine,1
MFM-223,Palbociclib,MK-1775,0
HCC2218,Crizotinib,Palbociclib,0
HCC1143,5-Fluorouracil,PD173074,0
PANC-04-03,Oxaliplatin,Dactolisib,0
KP-1N,Lapatinib,Trametinib,0
Hs-578-T,Bortezomib,PD173074,0
DU-4475,Crizotinib,NU7441,0
DiFi,AZD7762,Sapitinib,0
PANC-10-05,Paclitaxel,Palbociclib,0
MDA-MB-231,Pictilisib,Paclitaxel,0
GP5d,Camptothecin,SCH772984,0
MDST8,Crizotinib,SCH772984,0
BT-474,Luminespib,OSI-027,0
COLO-824,Navitoclax,ZM447439,0
YAPC,Palbociclib,5-Fluorouracil,0
BxPC-3,Crizotinib,AZD7762,0
SW1116,SB216763,Navitoclax,0
CAMA-1,Vorinostat,PF-4708671,0
SNU-1040,LGK974,Dabrafenib,0
CAMA-1,Axitinib,Paclitaxel,0
Hs-766T,Dactolisib,Irinotecan,0
MDA-MB-415,Pictilisib,AZD7762,0
EFM-192A,MK-1775,GSK269962A,0
UACC-893,Linsitinib,Gemcitabine,0
CAL-120,5-Fluorouracil,BI-2536,0
NCI-H508,Taselisib,SB505124,0
MDA-MB-361,Gemcitabine,AZD6482,0
SNU-407,BMS-754807,MK-1775,0
CCK-81,Camptothecin,Palbociclib,0
MDA-MB-453,Axitinib,PF-4708671,0
EVSA-T,PD173074,Nilotinib,0
PANC-10-05,Gemcitabine,Erlotinib,0
HCC1395,Docetaxel,AZD7762,0
UACC-893,5-Fluorouracil,SB216763,0
EFM-192A,Crizotinib,Gemcitabine,0
MDA-MB-330,PD173074,Lapatinib,0
HCC1806,Linsitinib,Uprosertib,0
HCC1395,OSI-027,Venetoclax,0
CAMA-1,Crizotinib,Afatinib,0
HT-115,MK-1775,Crizotinib,0
CAL-120,Linsitinib,Axitinib,0
HT-115,Olaparib,SB505124,0
PANC-04-03,Ruxolitinib,5-Fluorouracil,0
SNU-407,Taselisib,Sapitinib,0
HCC2218,MK-1775,OSI-027,0
OCUB-M,Trametinib,BI-2536,0
SW948,LGK974,AZD4547,0
RCM-1,SB216763,Taselisib,0
PA-TU-8902,Paclitaxel,Oxaliplatin,0
PANC-08-13,Lapatinib,Trametinib,0
HCC1428,MK-2206,PF-4708671,0
HCT-116,Afatinib,5-Fluorouracil,0
EFM-19,Vorinostat,ZM447439,0
HCC1187,Crizotinib,Navitoclax,0
KP-2,Irinotecan,Taselisib,0
DAN-G,5-Fluorouracil,Irinotecan,0
SUIT-2,Olaparib,Galunisertib,0
CFPAC-1,5-Fluorouracil,Galunisertib,0
BT-549,Gemcitabine,Crizotinib,0
AsPC-1,Linsitinib,LGK974,0
MDA-MB-231,PD173074,RO-3306,0
MDA-MB-415,MK-2206,Navitoclax,0
CAMA-1,MK-2206,AZD6482,1
MDST8,SB505124,AZD7762,0
UACC-812,Docetaxel,Taselisib,0
SW620,Palbociclib,Olaparib,0
EVSA-T,Temozolomide,ZM447439,0
HCC1419,Gemcitabine,5-Fluorouracil,0
HT-29,MK-2206,Sapitinib,1
CaR-1,SCH772984,5-Fluorouracil,0
UACC-893,Cisplatin,Trametinib,0
HCC202,Trametinib,MK-2206,1
PANC-08-13,Olaparib,Galunisertib,0
MDA-MB-175-VII,Taselisib,Cisplatin,0
DU-4475,Lapatinib,SCH772984,0
HCC1143,Trametinib,ZM447439,0
MDA-MB-157,Luminespib,Palbociclib,0
CAPAN-1,SCH772984,MK-1775,0
HT-29,Trametinib,Dabrafenib,0
HCC1187,Pictilisib,Tozasertib,0
PANC-04-03,Sorafenib,Paclitaxel,0
MDA-MB-436,Navitoclax,AZD8055,0
MCF7,OSI-027,MK-1775,0
COLO-824,Taselisib,Uprosertib,0
BT-483,MK-1775,PF-4708671,0
EFM-192A,Trametinib,Olaparib,0
DiFi,Olaparib,MK-2206,0
CAL-85-1,Lapatinib,PF-4708671,0
AU565,Taselisib,Luminespib,0
HCC1187,Navitoclax,Wee1 Inhibitor,0
SW1463,Taselisib,MK-1775,0
MDA-MB-361,Docetaxel,Trametinib,0
HCC1599,5-Fluorouracil,Uprosertib,0
NCI-H508,BMS-754807,Afatinib,0
LS-513,Afatinib,Trametinib,0
LS-123,BMS-754807,Sapitinib,0
KP-2,5-Fluorouracil,Cisplatin,0
LS-513,Palbociclib,Olaparib,0
HCC1187,Cisplatin,NU7441,0
PA-TU-8902,MK-1775,OSI-027,0
MDA-MB-468,Palbociclib,Paclitaxel,0
COLO-678,SB505124,Olaparib,0
SUIT-2,Taselisib,Lapatinib,0
BT-549,Navitoclax,NU7441,0
SK-CO-1,Navitoclax,Palbociclib,0
SNU-1040,AZD8055,Taselisib,0
CAL-120,PD173074,Uprosertib,1
LS-411N,LGK974,Oxaliplatin,0
Hs-578-T,Gemcitabine,Alpelisib,0
COLO-678,AZD8055,Sapitinib,0
HCC2218,MK-2206,Uprosertib,0
HCC2218,Docetaxel,Sapitinib,0
SNU-1040,Oxaliplatin,Taselisib,0
HCC1806,Navitoclax,Sorafenib,1
KP-1N,Lapatinib,AZD7762,0
COLO-205,BMS-754807,Taselisib,0
JIMT-1,Navitoclax,Vorinostat,1
MDA-MB-436,Linsitinib,Vorinostat,0
SNU-C1,5-Fluorouracil,SCH772984,0
EVSA-T,Bortezomib,Lapatinib,0
CAL-120,Pictilisib,Wee1 Inhibitor,0
DU-4475,Pictilisib,Docetaxel,0
BT-483,MK-2206,Dabrafenib,0
HCC2998,Crizotinib,Sapitinib,0
SW1990,Cisplatin,Ruxolitinib,0
EFM-19,Palbociclib,Crizotinib,0
CAPAN-2,Crizotinib,LGK974,0
UACC-893,Cisplatin,Gemcitabine,0
MDA-MB-231,Olaparib,JQ1,0
MFM-223,Docetaxel,AZD6482,0
SNU-1040,SB216763,BMS-754807,0
MDA-MB-175-VII,PD173074,JQ1,0
SNU-407,Dabrafenib,Linsitinib,1
HPAC,Irinotecan,Ruxolitinib,0
CAPAN-2,Cisplatin,LGK974,0
HCC2157,Luminespib,Navitoclax,0
DiFi,SCH772984,Taselisib,0
LoVo,Camptothecin,AZD4547,0
MDA-MB-415,Sapitinib,Axitinib,0
EFM-19,PD173074,Sorafenib,0
MCF7,5-Fluorouracil,Afatinib,0
SW620,BMS-754807,Sapitinib,0
BT-483,Crizotinib,Afatinib,0
OCUB-M,Docetaxel,Wee1 Inhibitor,0
CaR-1,Afatinib,Dabrafenib,0
HCC1419,Linsitinib,SCH772984,1
CFPAC-1,Galunisertib,Trametinib,0
HCC1143,Bortezomib,Luminespib,0
SUIT-2,Olaparib,Trametinib,0
SNU-407,MK-1775,Navitoclax,0
PA-TU-8902,Crizotinib,Oxaliplatin,0
PANC-02-03,Oxaliplatin,SCH772984,0
JIMT-1,Gemcitabine,Sorafenib,0
SNU-C5,LGK974,AZD4547,0
DAN-G,AZD7762,MK-2206,0
PANC-10-05,Gemcitabine,Palbociclib,0
PANC-04-03,Galunisertib,MK-2206,0
MCF7,Sapitinib,SB216763,0
HCC1428,Luminespib,OSI-027,0
BT-474,Docetaxel,Cisplatin,0
PSN1,Dactolisib,Navitoclax,0
HT-115,MK-2206,AZD4547,1
MDA-MB-361,OSI-027,AZD7762,0
DAN-G,Olaparib,Ruxolitinib,0
MDA-MB-361,Cisplatin,Trametinib,0
HCC1806,Luminespib,SB216763,0
MCF7,Trametinib,Alisertib,1
PA-TU-8988T,Gemcitabine,Lapatinib,0
MDA-MB-415,Docetaxel,Camptothecin,0
CFPAC-1,SCH772984,Galunisertib,0
ZR-75-1,Axitinib,PD173074,0
LoVo,Linsitinib,Navitoclax,0
C2BBe1,Taselisib,Dabrafenib,0
DiFi,Sapitinib,Taselisib,0
CAL-148,AZD7762,Axitinib,0
CAPAN-2,Taselisib,SCH772984,0
CL-11,AZD4547,MK-1775,0
HCT-15,SB505124,Olaparib,0
HCC1419,Gemcitabine,Temozolomide,0
SK-CO-1,SB216763,Palbociclib,0
CAL-120,Gemcitabine,Pictilisib,0
HCC38,Temozolomide,AZD7762,0
HDQ-P1,Temozolomide,Wee1 Inhibitor,0
SW48,Oxaliplatin,Trametinib,0
MDA-MB-231,Docetaxel,OSI-027,0
Hs-766T,Dactolisib,Oxaliplatin,0
AU565,Cisplatin,PD173074,0
SNU-1040,Crizotinib,SB505124,0
CAMA-1,Axitinib,Afatinib,0
HCC1500,PD173074,BI-2536,0
KP-4,Gemcitabine,MK-2206,1
EVSA-T,Lapatinib,Camptothecin,1
CAL-148,Taselisib,Entinostat,0
MDA-MB-361,MK-1775,Nilotinib,0
CAMA-1,MK-2206,Dabrafenib,0
SU8686,LGK974,Gemcitabine,0
HCC38,Linsitinib,JQ1,0
HT55,Vinorelbine,AZD8055,0
LS-180,Sapitinib,AZD8055,0
HCC38,Bortezomib,Doramapimod,0
SW48,Linsitinib,AZD7762,0
DiFi,AZD7762,Dabrafenib,0
SNU-C5,Navitoclax,Vinorelbine,0
Hs-578-T,5-Fluorouracil,PF-4708671,0
MDA-MB-175-VII,PD173074,Dabrafenib,0
RKO,Linsitinib,AZD4547,0
HCC1599,Bortezomib,Nilotinib,0
HCC1428,Vorinostat,PF-4708671,0
SNU-175,SB505124,LGK974,0
PANC-08-13,Navitoclax,MK-1775,1
ZR-75-1,Gemcitabine,AZD6482,0
KP-4,Trametinib,MK-2206,1
NCI-H747,Trametinib,MK-1775,0
HCC1937,Palbociclib,Tozasertib,0
CAL-85-1,Pictilisib,AZD7762,0
PANC-02-03,Taselisib,Trametinib,0
HT-115,Navitoclax,Trametinib,1
MDA-MB-231,Docetaxel,NU7441,0
COLO-824,Docetaxel,KU-55933,0
HCC1599,MK-2206,Doramapimod,0
T84,SB505124,SB216763,0
SW1417,Trametinib,Olaparib,0
COLO-678,Navitoclax,MK-1775,1
HCC1954,MK-2206,Entinostat,0
EFM-192A,Taselisib,PD173074,0
HCC1187,Taselisib,Wee1 Inhibitor,0
PA-TU-8902,Crizotinib,Irinotecan,0
YAPC,Erlotinib,Taselisib,0
Hs-578-T,OSI-027,Bortezomib,0
COLO-824,Linsitinib,BI-2536,0
OCUB-M,PD173074,Crizotinib,0
AU565,Navitoclax,JQ1,0
MDA-MB-361,Trametinib,Nilotinib,0
UACC-893,Pictilisib,Olaparib,0
ZR-75-1,Docetaxel,Bortezomib,0
HCC2998,Vinorelbine,AZD8055,0
CAL-120,PD173074,Trametinib,0
HCC1954,Trametinib,Linsitinib,0
OCUB-M,Gemcitabine,Paclitaxel,0
HCC1428,Navitoclax,Ribociclib,0
HCC1569,Crizotinib,Afatinib,0
HCC1954,5-Fluorouracil,Paclitaxel,0
CL-11,BMS-754807,Linsitinib,0
MDA-MB-468,PD173074,AZD7762,0
ZR-75-30,MK-1775,Axitinib,0
LoVo,Crizotinib,MK-1775,0
BT-483,Temozolomide,Entinostat,0
SUIT-2,Dactolisib,Trametinib,0
KP-2,5-Fluorouracil,Oxaliplatin,0
AU565,AZD7762,Entinostat,0
HCC1143,Luminespib,RO-3306,0
UACC-893,Luminespib,AZD8055,0
EFM-19,Bortezomib,Vorinostat,0
Hs-578-T,Trametinib,PF-4708671,0
LoVo,Linsitinib,MK-1775,0
LoVo,5-Fluorouracil,LGK974,0
KP-4,LGK974,Palbociclib,0
BT-474,MK-1775,Linsitinib,0
HCC1569,OSI-027,Alpelisib,0
HT-115,Trametinib,Navitoclax,0
ZR-75-1,PD173074,Linsitinib,0
T47D,5-Fluorouracil,Crizotinib,0
HCC1428,Sapitinib,Sorafenib,0
PANC-04-03,LGK974,MK-2206,0
HT-115,MK-1775,Palbociclib,0
MFM-223,MK-2206,Doramapimod,0
LS-123,AZD4547,Vinorelbine,0
AsPC-1,Ruxolitinib,MK-2206,0
BT-474,Pictilisib,AZD7762,0
MRK-nu-1,AZD7762,SB216763,0
EVSA-T,Crizotinib,Sorafenib,0
AsPC-1,OSI-027,Taselisib,0
CAPAN-1,Palbociclib,Lapatinib,0
MDA-MB-231,AZD7762,PD173074,0
OCUB-M,OSI-027,Trametinib,0
COLO-205,Linsitinib,Palbociclib,0
MDA-MB-468,Vorinostat,MK-1775,0
ZR-75-1,Navitoclax,Temozolomide,0
HCC38,OSI-027,Temozolomide,0
EFM-19,Palbociclib,5-Fluorouracil,0
HCC1569,Trametinib,SB216763,0
LS-513,AZD4547,Sapitinib,0
SW620,Sapitinib,Camptothecin,0
DiFi,AZD7762,Oxaliplatin,0
NCI-H747,Linsitinib,MK-1775,0
KM12,SB216763,Crizotinib,0
LS-180,AZD8055,BMS-754807,0
CAL-120,MK-2206,Uprosertib,0
BT-474,Olaparib,Sapitinib,0
SW48,Camptothecin,Olaparib,0
PANC-04-03,Dasatinib,Paclitaxel,0
UACC-893,Linsitinib,Sapitinib,0
SW48,Oxaliplatin,Afatinib,0
LS-411N,Vinorelbine,Camptothecin,0
MDST8,LGK974,Sapitinib,0
SNU-1040,Vinorelbine,MK-1775,0
SNU-407,Taselisib,AZD4547,0
LS-411N,MK-1775,Trametinib,0
HCC2157,Linsitinib,PF-4708671,0
