cell,drug1_db,drug2_db,synergy
HCC1419,Cisplatin,Paclitaxel,0
Hs-578-T,Cisplatin,5-Fluorouracil,0
SNU-407,5-Fluorouracil,AZD7762,0
MDA-MB-453,Vorinostat,KU-55933,0
MDA-MB-453,Gemcitabine,Docetaxel,0
HCC1806,Pictilisib,Dabrafenib,0
DU-4475,AZD7762,Tozasertib,0
PANC-03-27,5-Fluorouracil,Crizotinib,0
HCC70,Luminespib,Taselisib,0
BT-483,Axitinib,Trametinib,0
HCC1143,Cisplatin,Afatinib,0
CaR-1,SB505124,MK-1775,0
MDA-MB-436,Olaparib,AZD6482,0
MRK-nu-1,Luminespib,NU7441,0
MRK-nu-1,Palbociclib,Luminespib,0
KM12,BMS-754807,Olaparib,0
GP5d,Sapitinib,BMS-754807,0
AU565,MK-2206,Crizotinib,0
MDA-MB-330,Linsitinib,KU-55933,0
PA-TU-8902,OSI-027,Irinotecan,0
PANC-03-27,Crizotinib,LGK974,0
HCC1937,Gemcitabine,Doramapimod,0
T84,AZD4547,Taselisib,0
DU-4475,Linsitinib,Wee1 Inhibitor,0
HCC38,Luminespib,Venetoclax,0
BT-20,Cisplatin,ZM447439,0
Hs-766T,Crizotinib,SCH772984,0
EVSA-T,Olaparib,Docetaxel,0
HDQ-P1,Docetaxel,Entinostat,1
CAL-148,MK-1775,SB216763,0
RKO,5-Fluorouracil,Crizotinib,0
CAMA-1,AZD7762,RO-3306,0
MIA-PaCa-2,MK-1775,LGK974,0
LoVo,AZD7762,Camptothecin,0
DiFi,Camptothecin,Afatinib,0
MFM-223,MK-1775,SB216763,0
MDA-MB-361,Lapatinib,Docetaxel,0
Hs-578-T,Taselisib,Venetoclax,0
SNU-C2B,Navitoclax,MK-1775,0
CAMA-1,Linsitinib,Alisertib,0
EFM-19,Trametinib,Luminespib,0
DU-4475,Palbociclib,MK-2206,1
HCT-15,LGK974,AZD8055,0
SNU-407,Camptothecin,SB216763,0
LS-123,MK-1775,Taselisib,0
KP-4,Dasatinib,Crizotinib,1
CAL-85-1,Olaparib,MK-2206,0
OCUB-M,Sapitinib,Axitinib,0
DU-4475,MK-2206,Olaparib,0
MDST8,5-Fluorouracil,Dabrafenib,0
HCC2998,Olaparib,Navitoclax,0
EFM-19,Olaparib,Palbociclib,0
AU565,Temozolomide,Trametinib,0
COLO-205,SB505124,MK-1775,0
CW-2,Linsitinib,Dabrafenib,0
HCC2998,Oxaliplatin,Vinorelbine,0
SW620,Sapitinib,LGK974,0
LS-123,SB216763,Dabrafenib,0
COLO-205,Crizotinib,BMS-754807,0
AsPC-1,MK-1775,Dactolisib,0
KP-3,Paclitaxel,Dasatinib,0
HCC1187,Cisplatin,Wee1 Inhibitor,0
BT-549,Temozolomide,Docetaxel,0
MDA-MB-453,Luminespib,NU7441,0
HCC70,AZD7762,PD173074,0
BT-549,MK-1775,SB216763,0
SW620,Vinorelbine,SB216763,0
HCC1187,Docetaxel,Cisplatin,0
ZR-75-1,MK-1775,Navitoclax,0
SNU-81,SB505124,MK-2206,0
NCI-H508,Trametinib,MK-1775,0
HCC1599,Crizotinib,PD173074,0
CCK-81,SB505124,Crizotinib,0
COLO-205,Afatinib,Linsitinib,0
COLO-205,SB505124,Vinorelbine,0
T84,Dabrafenib,BMS-754807,0
HCC1599,Lapatinib,Sorafenib,0
PANC-03-27,Navitoclax,MK-2206,0
HCC1569,Sapitinib,SCH772984,0
HCC1395,Lapatinib,AZD6482,0
UACC-893,MK-1775,Taselisib,0
PANC-08-13,Cisplatin,Palbociclib,0
HuP-T3,LGK974,MK-2206,0
Hs-578-T,Olaparib,Navitoclax,0
DU-4475,MK-2206,5-Fluorouracil,0
UACC-893,Linsitinib,Sapitinib,0
HCC1954,Trametinib,Entinostat,0
MDA-MB-330,Navitoclax,Nilotinib,1
KP-1N,Trametinib,Cisplatin,0
HCC1937,Vorinostat,ZM447439,0
HCC1569,Navitoclax,Alpelisib,0
MZ1-PC,Lapatinib,Sorafenib,0
COLO-824,MK-1775,AZD8055,0
EFM-192A,Pictilisib,Linsitinib,0
T47D,Olaparib,Tozasertib,0
MDA-MB-453,Axitinib,Dabrafenib,0
HCC1187,PD173074,ZM447439,0
HCC38,Pictilisib,Venetoclax,0
PANC-04-03,Irinotecan,Dactolisib,0
BT-20,Olaparib,Alisertib,0
MIA-PaCa-2,AZD7762,Dasatinib,0
MDA-MB-453,Bortezomib,Docetaxel,0
PA-TU-8988T,Irinotecan,Paclitaxel,0
MDA-MB-330,Lapatinib,AZD6482,0
DAN-G,Dasatinib,MK-2206,0
MDA-MB-468,Lapatinib,SCH772984,0
PANC-02-03,Olaparib,Dactolisib,0
HDQ-P1,Taselisib,Bortezomib,0
PANC-02-03,Dasatinib,MK-2206,0
HCC70,Linsitinib,Paclitaxel,0
HCC1569,Linsitinib,Gemcitabine,0
COLO-205,Linsitinib,5-Fluorouracil,0
SUIT-2,Ruxolitinib,MK-1775,0
COLO-824,Temozolomide,KU-55933,0
MDA-MB-436,MK-1775,Nilotinib,0
RCM-1,MK-1775,SCH772984,0
UACC-812,MK-2206,Crizotinib,0
CaR-1,Crizotinib,Palbociclib,0
MDA-MB-361,Linsitinib,Gemcitabine,0
HCT-15,Palbociclib,Crizotinib,0
HCC70,MK-2206,Alpelisib,0
CAL-148,MK-2206,Taselisib,1
LS-123,Afatinib,Oxaliplatin,0
HCT-15,Sapitinib,Palbociclib,0
SK-CO-1,Taselisib,Oxaliplatin,0
SUIT-2,Ruxolitinib,Paclitaxel,0
SW1990,Ruxolitinib,Trametinib,0
SNU-81,Afatinib,Linsitinib,0
LS-123,Camptothecin,Oxaliplatin,0
C2BBe1,Palbociclib,MK-2206,0
HCC2157,AZD7762,Camptothecin,0
CAL-85-1,Linsitinib,Entinostat,0
MRK-nu-1,Palbociclib,Crizotinib,0
DiFi,Linsitinib,SB505124,0
SNU-81,Sapitinib,Palbociclib,0
PANC-10-05,Sorafenib,Oxaliplatin,0
DU-4475,Vorinostat,5-Fluorouracil,0
LS-513,Palbociclib,Linsitinib,0
HCC1143,Taselisib,Tozasertib,0
OCUB-M,Docetaxel,Tozasertib,0
SU8686,Galunisertib,Sorafenib,0
HCC1806,AZD7762,AZD8055,0
CAL-148,Luminespib,Venetoclax,0
EFM-19,Docetaxel,BI-2536,0
KP-2,Sorafenib,Irinotecan,0
BT-474,Vorinostat,Venetoclax,0
HCC38,Gemcitabine,Docetaxel,0
YAPC,Crizotinib,Olaparib,0
MDA-MB-330,MK-1775,Linsitinib,0
HDQ-P1,Docetaxel,Doramapimod,0
AU565,OSI-027,Ribociclib,0
HDQ-P1,Vorinostat,Nilotinib,0
MFM-223,Palbociclib,Linsitinib,0
HCC1419,Vorinostat,Docetaxel,0
MFM-223,Lapatinib,Sorafenib,0
SW1463,SCH772984,Sapitinib,1
MDA-MB-436,Temozolomide,Dabrafenib,0
MCF7,Trametinib,MK-2206,0
HCC1419,Lapatinib,Docetaxel,0
HCT-15,Olaparib,5-Fluorouracil,0
KP-1N,Trametinib,Linsitinib,0
CAL-120,Linsitinib,Ribociclib,0
HCC1937,Gemcitabine,Entinostat,1
Hs-766T,Taselisib,Ruxolitinib,0
MFM-223,Navitoclax,Camptothecin,0
COLO-824,Pictilisib,MK-2206,0
CAPAN-1,Oxaliplatin,Gemcitabine,0
SU8686,Gemcitabine,MK-2206,0
MDA-MB-468,MK-1775,Vorinostat,0
AsPC-1,Irinotecan,MK-1775,0
DU-4475,Bortezomib,Axitinib,0
MFM-223,Luminespib,Afatinib,0
ZR-75-30,Pictilisib,Nilotinib,0
HCC38,Lapatinib,Uprosertib,0
AsPC-1,MK-1775,Cisplatin,0
PANC-04-03,Trametinib,Irinotecan,0
NCI-H716,Trametinib,Sapitinib,1
MDA-MB-415,Cisplatin,Venetoclax,0
SNU-407,Trametinib,MK-2206,0
BT-474,PD173074,Wee1 Inhibitor,0
HCC1599,Axitinib,Venetoclax,0
JIMT-1,Bortezomib,KU-55933,0
COLO-205,Olaparib,Vinorelbine,0
HCC2998,Sapitinib,SCH772984,0
BT-483,PD173074,BI-2536,0
HCC1806,5-Fluorouracil,Doramapimod,0
SNU-81,Olaparib,Sapitinib,0
MIA-PaCa-2,Crizotinib,Taselisib,0
MCF7,Sapitinib,MK-2206,0
HDQ-P1,Lapatinib,ZM447439,1
MCF7,Docetaxel,Tozasertib,0
HCC1569,Vorinostat,GSK269962A,0
MDA-MB-436,Olaparib,Bortezomib,0
SNU-1040,SB505124,MK-2206,0
HCC1569,Bortezomib,KU-55933,0
AsPC-1,Gemcitabine,MK-2206,0
COLO-824,Palbociclib,PD173074,0
MFM-223,Linsitinib,Axitinib,0
DiFi,Vinorelbine,5-Fluorouracil,0
CAL-120,Linsitinib,Bortezomib,0
KP-3,Irinotecan,MK-2206,0
JIMT-1,Axitinib,Olaparib,0
OCUB-M,Navitoclax,NU7441,0
HCC1937,Pictilisib,Alisertib,0
MDA-MB-468,Gemcitabine,Ribociclib,0
BxPC-3,Galunisertib,Dasatinib,0
AU565,AZD7762,Wee1 Inhibitor,0
HCC1428,Palbociclib,ZM447439,0
BT-549,Pictilisib,BI-2536,0
MDA-MB-175-VII,Linsitinib,Venetoclax,0
MDA-MB-415,Temozolomide,BI-2536,0
UACC-893,Axitinib,Pictilisib,0
MDA-MB-330,Temozolomide,Luminespib,0
CAPAN-1,Sorafenib,Paclitaxel,0
ZR-75-30,Olaparib,Sorafenib,0
JIMT-1,Olaparib,Alpelisib,0
HCC1500,Gemcitabine,Alpelisib,0
SW1990,MK-2206,Paclitaxel,0
PANC-02-03,OSI-027,Erlotinib,1
DU-4475,Crizotinib,Temozolomide,0
NCI-H747,Oxaliplatin,Taselisib,0
HCC1500,MK-1775,Bortezomib,0
BT-474,Bortezomib,Palbociclib,0
MDA-MB-415,Cisplatin,Lapatinib,0
EVSA-T,Lapatinib,Wee1 Inhibitor,0
Hs-578-T,AZD7762,Pictilisib,0
Hs-578-T,Lapatinib,Sorafenib,0
MDA-MB-453,Axitinib,Entinostat,0
HCC1569,Luminespib,Entinostat,0
BT-483,Taselisib,MK-1775,0
SU8686,Erlotinib,MK-1775,0
PANC-02-03,Navitoclax,Trametinib,1
ZR-75-30,Trametinib,Tozasertib,0
MDA-MB-415,MK-2206,SCH772984,0
CAL-85-1,Bortezomib,GSK269962A,0
C2BBe1,AZD7762,MK-1775,0
DU-4475,Trametinib,Wee1 Inhibitor,0
PANC-04-03,Sorafenib,Gemcitabine,0
HCC2998,Linsitinib,Palbociclib,0
UACC-893,Gemcitabine,Cisplatin,0
ZR-75-1,Axitinib,Olaparib,0
AU565,MK-2206,Taselisib,0
HCC70,Lapatinib,SCH772984,0
HCC2157,Gemcitabine,Lapatinib,0
ZR-75-30,Palbociclib,Alisertib,0
MDA-MB-175-VII,Docetaxel,Olaparib,0
MDA-MB-436,OSI-027,Docetaxel,0
CAL-85-1,MK-1775,AZD6482,1
HCC1806,Sapitinib,Gemcitabine,0
MDA-MB-415,Navitoclax,ZM447439,1
CAL-85-1,Cisplatin,Venetoclax,0
HCC70,AZD7762,Trametinib,0
LS-411N,Sapitinib,Crizotinib,0
MFM-223,Linsitinib,Venetoclax,0
COLO-824,Linsitinib,Doramapimod,0
PA-TU-8902,LGK974,MK-2206,0
MDA-MB-468,Palbociclib,Doramapimod,0
PA-TU-8988T,Trametinib,Dactolisib,0
PA-TU-8902,5-Fluorouracil,Crizotinib,0
HCC1143,AZD7762,AZD6482,0
CAL-148,Temozolomide,Luminespib,0
COLO-205,LGK974,Camptothecin,0
HCC1954,Vorinostat,AZD7762,0
PA-TU-8902,LGK974,Taselisib,0
EFM-192A,Navitoclax,Ribociclib,0
KP-1N,LGK974,Ruxolitinib,0
PANC-10-05,MK-2206,Dasatinib,0
MDA-MB-157,Taselisib,PF-4708671,0
PA-TU-8902,Oxaliplatin,MK-2206,0
HT55,Sapitinib,SCH772984,0
EFM-19,Gemcitabine,Vorinostat,0
PL4,MK-1775,SCH772984,0
HCC1954,Taselisib,Sorafenib,0
HT-115,Palbociclib,Crizotinib,0
SW1116,SCH772984,MK-2206,1
HCC38,MK-2206,OSI-027,0
UACC-893,MK-1775,Nilotinib,0
SW1116,MK-1775,Olaparib,0
MDA-MB-453,Sapitinib,Trametinib,0
SW837,Navitoclax,Trametinib,0
EFM-192A,Lapatinib,MK-1775,0
MIA-PaCa-2,MK-2206,LGK974,0
CAL-51,Sapitinib,AZD7762,0
SU8686,Taselisib,Dactolisib,0
RKO,Palbociclib,MK-1775,0
OCUB-M,Olaparib,MK-2206,0
SW1463,Taselisib,SB216763,0
MIA-PaCa-2,Oxaliplatin,LGK974,0
MDA-MB-468,MK-1775,MK-2206,0
PANC-10-05,Paclitaxel,Sorafenib,0
HCT-116,MK-2206,Dabrafenib,1
SW837,Afatinib,SCH772984,0
CAL-120,Axitinib,AZD7762,0
HDQ-P1,Linsitinib,Cisplatin,0
OCUB-M,Temozolomide,BI-2536,0
CAL-148,OSI-027,Sorafenib,0
SW1463,Olaparib,Taselisib,0
AU565,Navitoclax,Olaparib,0
EVSA-T,PD173074,KU-55933,0
MDA-MB-330,Sapitinib,Lapatinib,0
HCC38,Lapatinib,Venetoclax,0
HCC1395,OSI-027,Gemcitabine,0
MDA-MB-436,PD173074,BI-2536,0
HPAC,MK-1775,Paclitaxel,0
ZR-75-30,PD173074,NU7441,0
CL-11,AZD8055,Linsitinib,0
BT-483,Lapatinib,AZD6482,0
COLO-205,MK-1775,LGK974,0
MCF7,AZD7762,Axitinib,0
OCUB-M,Cisplatin,Tozasertib,0
HCC70,Bortezomib,Alpelisib,0
C2BBe1,Vinorelbine,LGK974,0
NCI-H508,Olaparib,5-Fluorouracil,0
HPAC,MK-2206,Paclitaxel,0
KP-4,Irinotecan,Taselisib,0
SUIT-2,LGK974,Paclitaxel,0
KP-4,Cisplatin,Dactolisib,0
HCT-116,AZD8055,SCH772984,0
HCC2218,Lapatinib,Crizotinib,0
MDA-MB-415,Navitoclax,Alpelisib,0
COLO-824,OSI-027,Sapitinib,0
HCC1569,Docetaxel,Crizotinib,0
HCC38,Luminespib,Pictilisib,0
SW1417,AZD8055,Taselisib,0
T84,Trametinib,Dabrafenib,0
Hs-578-T,MK-2206,Temozolomide,0
BT-549,Trametinib,Sapitinib,0
LS-123,Camptothecin,Olaparib,0
CAL-85-1,Lapatinib,Gemcitabine,0
HCT-15,Palbociclib,MK-2206,0
HCC1428,PD173074,ZM447439,1
CAL-85-1,Temozolomide,Afatinib,0
ZR-75-1,Temozolomide,JQ1,0
HPAC,Navitoclax,Gemcitabine,0
BT-474,Crizotinib,Wee1 Inhibitor,0
Hs-766T,5-Fluorouracil,Dasatinib,0
KM12,Linsitinib,Dabrafenib,0
HCC202,Pictilisib,MK-2206,0
HCC1428,Crizotinib,AZD8055,0
HPAC,Taselisib,SCH772984,1
BT-483,Lapatinib,Palbociclib,0
SNU-407,Oxaliplatin,Linsitinib,0
HCC1954,Lapatinib,Nilotinib,0
PANC-04-03,Navitoclax,Gemcitabine,1
HCC1428,Cisplatin,SCH772984,0
SNU-C5,Vinorelbine,AZD8055,0
EVSA-T,PD173074,ZM447439,1
HCC70,Linsitinib,Sapitinib,0
HCT-116,Oxaliplatin,5-Fluorouracil,0
HPAC,MK-2206,Linsitinib,0
SUIT-2,LGK974,Linsitinib,0
CFPAC-1,Trametinib,Irinotecan,0
MDA-MB-468,MK-1775,JQ1,0
NCI-H747,AZD8055,SB216763,0
BT-20,Temozolomide,MK-2206,0
BxPC-3,Sorafenib,Paclitaxel,0
HCC1143,PD173074,Wee1 Inhibitor,0
CAMA-1,Lapatinib,ZM447439,0
CAL-85-1,Cisplatin,Luminespib,0
HCC1500,Luminespib,PF-4708671,0
SNU-C2B,SB216763,AZD7762,0
MFM-223,Crizotinib,Entinostat,0
HCC2218,Docetaxel,Linsitinib,0
CFPAC-1,Cisplatin,Dasatinib,0
LS-180,AZD4547,LGK974,0
SW837,MK-2206,LGK974,0
EFM-19,Vorinostat,Nilotinib,0
HCC1428,Axitinib,AZD7762,0
Hs-578-T,Pictilisib,Cisplatin,0
CAL-85-1,Bortezomib,Temozolomide,0
SW837,AZD8055,Taselisib,0
HCC1569,Pictilisib,BI-2536,0
MDA-MB-361,Luminespib,BI-2536,0
LS-180,MK-2206,5-Fluorouracil,0
CAMA-1,PD173074,Pictilisib,0
HCC1569,MK-2206,Sapitinib,0
PANC-10-05,MK-1775,Erlotinib,0
SUIT-2,Trametinib,Galunisertib,0
BT-474,Trametinib,Bortezomib,0
SNU-C5,Trametinib,Linsitinib,0
CAL-120,5-Fluorouracil,Dabrafenib,0
MDA-MB-157,Palbociclib,SCH772984,0
HCC70,OSI-027,Crizotinib,0
BT-20,Linsitinib,Docetaxel,0
HCC1143,PD173074,RO-3306,0
SUIT-2,Crizotinib,LGK974,0
CFPAC-1,Cisplatin,OSI-027,0
SNU-407,Palbociclib,Camptothecin,0
GP5d,LGK974,Crizotinib,0
EFM-192A,Bortezomib,NU7441,0
PA-TU-8902,Sorafenib,Gemcitabine,0
HCC1395,Gemcitabine,Bortezomib,0
MDA-MB-231,AZD7762,Olaparib,0
HCC1395,AZD7762,Wee1 Inhibitor,0
MDA-MB-468,Axitinib,Crizotinib,0
HCC2218,Trametinib,Venetoclax,0
AU565,MK-2206,Sorafenib,0
OCUB-M,Temozolomide,Luminespib,0
SW1990,OSI-027,MK-1775,0
HuP-T3,Olaparib,Dasatinib,0
MDA-MB-157,Cisplatin,Taselisib,0
HCC70,Navitoclax,Uprosertib,0
SNU-407,SCH772984,Linsitinib,0
CAPAN-1,Crizotinib,Palbociclib,0
HCC2218,OSI-027,MK-2206,0
SW1463,SB505124,MK-1775,0
CFPAC-1,SCH772984,Gemcitabine,0
UACC-812,Luminespib,Gemcitabine,0
RKO,AZD7762,Dabrafenib,0
EFM-192A,Palbociclib,NU7441,0
HCC1806,Olaparib,MK-2206,0
HCC1569,Axitinib,Venetoclax,0
MFM-223,Linsitinib,SB216763,0
MDA-MB-330,Palbociclib,Cisplatin,0
MDA-MB-361,OSI-027,NU7441,0
MDA-MB-330,Gemcitabine,Linsitinib,0
BT-483,Luminespib,BI-2536,0
MFM-223,Trametinib,Sorafenib,0
MIA-PaCa-2,Linsitinib,Navitoclax,0
UACC-893,Docetaxel,Tozasertib,0
MDA-MB-157,Pictilisib,Venetoclax,0
MDA-MB-175-VII,5-Fluorouracil,MK-2206,0
MDA-MB-453,Luminespib,Trametinib,0
LoVo,Olaparib,SB216763,0
HCC2218,Axitinib,JQ1,0
HCC2218,Lapatinib,Axitinib,0
PA-TU-8902,Palbociclib,Ruxolitinib,0
SNU-1040,Linsitinib,Oxaliplatin,0
ZR-75-30,Lapatinib,Crizotinib,1
HCC1599,MK-2206,JQ1,0
MDA-MB-231,Olaparib,Temozolomide,0
BT-20,Axitinib,SB216763,0
SNU-81,Trametinib,Camptothecin,0
MDA-MB-415,PD173074,SB216763,0
EFM-192A,Bortezomib,Axitinib,0
Hs-578-T,OSI-027,Temozolomide,0
PA-TU-8988T,Linsitinib,Palbociclib,0
MDA-MB-330,Docetaxel,Temozolomide,0
MDST8,Afatinib,SCH772984,0
MDA-MB-175-VII,MK-1775,Lapatinib,0
MDA-MB-231,Vorinostat,SCH772984,0
PANC-03-27,OSI-027,Taselisib,0
BT-20,Linsitinib,Alisertib,0
SW837,AZD8055,SB505124,0
HCC1569,Trametinib,Linsitinib,0
HCC1419,Docetaxel,Entinostat,0
SW1990,MK-2206,Erlotinib,1
SW1116,MK-1775,Taselisib,0
HCC2157,Axitinib,SB216763,0
HCC1187,Luminespib,Taselisib,0
NCI-H508,BMS-754807,Camptothecin,0
EVSA-T,Axitinib,MK-1775,0
PANC-10-05,Cisplatin,Paclitaxel,0
CAL-120,Bortezomib,Uprosertib,0
MCF7,5-Fluorouracil,Alpelisib,0
MDA-MB-415,Bortezomib,KU-55933,0
YAPC,Galunisertib,SCH772984,0
C2BBe1,5-Fluorouracil,Dabrafenib,0
SW1990,Cisplatin,Palbociclib,0
MDA-MB-175-VII,Palbociclib,GSK269962A,0
MRK-nu-1,Linsitinib,Camptothecin,0
EFM-192A,Sapitinib,Gemcitabine,0
SNU-C1,Afatinib,SB505124,0
KM12,SCH772984,Olaparib,0
HCC1428,5-Fluorouracil,PD173074,0
SW1990,Paclitaxel,Irinotecan,0
SW948,Camptothecin,SB216763,0
YAPC,Dasatinib,MK-1775,0
SNU-175,Vinorelbine,Trametinib,0
HCC1187,Palbociclib,Luminespib,0
HCC38,Luminespib,GSK269962A,0
OCUB-M,Crizotinib,Taselisib,0
MDA-MB-175-VII,OSI-027,Ribociclib,0
NCI-H716,Afatinib,Navitoclax,0
HCC2218,AZD7762,Ribociclib,0
COLO-320-HSR,MK-1775,SB216763,0
JIMT-1,Linsitinib,Wee1 Inhibitor,0
SW1990,Dasatinib,MK-1775,0
BT-549,Docetaxel,Linsitinib,0
MDA-MB-231,Cisplatin,5-Fluorouracil,0
SW620,Olaparib,MK-2206,0
HCC1500,Vorinostat,Docetaxel,0
CAMA-1,Temozolomide,Olaparib,0
MDA-MB-231,Vorinostat,Uprosertib,0
HCT-15,AZD4547,Afatinib,0
MCF7,Bortezomib,BI-2536,0
MIA-PaCa-2,MK-1775,Linsitinib,0
CW-2,Linsitinib,SB505124,0
PA-TU-8902,Irinotecan,MK-2206,0
HCC1395,Luminespib,Venetoclax,0
BT-549,MK-1775,Lapatinib,0
BT-20,MK-2206,OSI-027,1
HCC1500,Navitoclax,Trametinib,0
KP-4,MK-2206,Olaparib,0
HCC1419,Olaparib,MK-1775,0
HuP-T3,LGK974,AZD7762,0
ZR-75-30,Navitoclax,AZD8055,0
BT-483,AZD7762,PD173074,0
KP-2,Erlotinib,5-Fluorouracil,0
BT-474,Lapatinib,RO-3306,0
HT-115,Palbociclib,Taselisib,0
ZR-75-1,Trametinib,NU7441,0
PA-TU-8988T,Erlotinib,OSI-027,0
HCC1500,Bortezomib,NU7441,0
CAMA-1,Sapitinib,Uprosertib,0
SNU-1040,Sapitinib,Crizotinib,0
BT-483,Docetaxel,Crizotinib,0
MFM-223,Gemcitabine,Taselisib,0
HCC1937,Temozolomide,PF-4708671,0
MDA-MB-157,Linsitinib,Temozolomide,0
HCC2218,Luminespib,PD173074,0
HCC38,Trametinib,Docetaxel,0
Hs-578-T,Luminespib,MK-2206,0
CAMA-1,Temozolomide,PF-4708671,0
COLO-824,Palbociclib,AZD8055,0
BT-549,Pictilisib,Alpelisib,0
MDA-MB-231,MK-1775,Docetaxel,0
HCC2157,Trametinib,Cisplatin,0
MDA-MB-415,Gemcitabine,Sapitinib,0
YAPC,Galunisertib,Gemcitabine,0
SNU-175,MK-1775,MK-2206,0
LS-123,Olaparib,Linsitinib,0
KP-4,Palbociclib,Crizotinib,0
LS-180,AZD4547,5-Fluorouracil,0
COLO-205,Linsitinib,BMS-754807,0
CFPAC-1,Oxaliplatin,Dactolisib,0
PSN1,MK-1775,AZD7762,1
EFM-192A,Olaparib,Uprosertib,0
Hs-578-T,Lapatinib,Venetoclax,0
RCM-1,MK-1775,LGK974,0
MDA-MB-436,Lapatinib,PF-4708671,0
SW948,Afatinib,MK-1775,0
PANC-03-27,Crizotinib,Gemcitabine,0
HCC70,MK-2206,GSK269962A,0
MDST8,SB505124,Crizotinib,0
SNU-C1,LGK974,Afatinib,0
CCK-81,AZD8055,MK-1775,0
SW1990,Trametinib,Cisplatin,0
HCC1599,Linsitinib,Lapatinib,0
Hs-578-T,Olaparib,Paclitaxel,0
MFM-223,Gemcitabine,Docetaxel,0
EFM-19,Luminespib,BI-2536,0
CAPAN-2,Trametinib,AZD7762,0
EVSA-T,Luminespib,Afatinib,0
EFM-19,Docetaxel,Ribociclib,0
UACC-893,Taselisib,KU-55933,0
DiFi,Sapitinib,Oxaliplatin,0
MDA-MB-231,Palbociclib,Afatinib,0
SW1417,MK-1775,Olaparib,0
MFM-223,Gemcitabine,AZD7762,0
MIA-PaCa-2,5-Fluorouracil,MK-2206,0
BT-474,PD173074,RO-3306,0
CW-2,BMS-754807,SB216763,0
MDA-MB-436,Luminespib,Nilotinib,0
BT-483,Luminespib,PD173074,0
HCT-15,Vinorelbine,Palbociclib,0
BT-20,Cisplatin,Taselisib,0
SNU-C1,Camptothecin,AZD7762,1
CAMA-1,Temozolomide,Alpelisib,0
SK-CO-1,Sapitinib,MK-1775,0
HCC1500,Vorinostat,Taselisib,0
CAL-120,5-Fluorouracil,KU-55933,0
MDA-MB-361,Lapatinib,AZD6482,1
KP-3,Irinotecan,Ruxolitinib,0
BT-474,Palbociclib,Wee1 Inhibitor,0
BT-20,Linsitinib,PF-4708671,0
Hs-578-T,Axitinib,Docetaxel,0
HDQ-P1,Vorinostat,Sapitinib,0
HCT-15,5-Fluorouracil,Sapitinib,0
CCK-81,Sapitinib,Dabrafenib,0
SW837,Crizotinib,Trametinib,0
MDA-MB-436,Olaparib,PD173074,0
CAL-51,Axitinib,PD173074,0
MDA-MB-453,Trametinib,Wee1 Inhibitor,0
KP-3,Galunisertib,Navitoclax,0
MRK-nu-1,Trametinib,ZM447439,0
HCC70,Cisplatin,Trametinib,0
HCC38,MK-1775,Vorinostat,0
PANC-02-03,Ruxolitinib,Lapatinib,0
DAN-G,Trametinib,5-Fluorouracil,0
COLO-205,MK-2206,Dabrafenib,0
HDQ-P1,AZD7762,Linsitinib,0
MRK-nu-1,PD173074,BI-2536,0
HCC1395,Docetaxel,ZM447439,0
UACC-893,Navitoclax,Afatinib,1
BT-549,AZD7762,NU7441,0
COLO-824,Sapitinib,Palbociclib,0
CAL-85-1,Vorinostat,Axitinib,0
CAL-148,OSI-027,Axitinib,0
T47D,Bortezomib,MK-1775,0
T47D,MK-2206,Dabrafenib,0
LoVo,LGK974,AZD7762,0
PANC-04-03,OSI-027,Palbociclib,0
LS-513,Camptothecin,Oxaliplatin,0
PANC-04-03,Sorafenib,Galunisertib,0
CCK-81,Afatinib,AZD8055,0
CAPAN-2,Dasatinib,Taselisib,1
MDA-MB-175-VII,Crizotinib,Olaparib,0
HCC1569,Pictilisib,PD173074,0
MDA-MB-361,Luminespib,PD173074,0
SNU-407,Crizotinib,SCH772984,0
MDA-MB-330,AZD7762,AZD6482,0
ZR-75-30,Sapitinib,AZD7762,0
SUIT-2,Erlotinib,5-Fluorouracil,0
HCC2218,PD173074,Wee1 Inhibitor,0
MCF7,Axitinib,Sorafenib,0
CaR-1,AZD8055,5-Fluorouracil,0
MIA-PaCa-2,5-Fluorouracil,Irinotecan,0
MDA-MB-157,Axitinib,PD173074,0
MDA-MB-468,Cisplatin,Nilotinib,0
GP5d,Sapitinib,Olaparib,0
HCC1500,MK-1775,Taselisib,0
CAPAN-1,MK-2206,Irinotecan,0
CW-2,Dabrafenib,Camptothecin,0
HCC1954,Palbociclib,Bortezomib,0
BT-20,Linsitinib,Navitoclax,0
SNU-C5,Sapitinib,Dabrafenib,1
UACC-812,Cisplatin,PD173074,0
EFM-192A,Vorinostat,Docetaxel,0
YAPC,Lapatinib,Sorafenib,0
MRK-nu-1,Cisplatin,BI-2536,0
SW48,Oxaliplatin,Dabrafenib,0
CAL-85-1,Taselisib,Tozasertib,0
ZR-75-1,Olaparib,5-Fluorouracil,0
CAL-85-1,MK-1775,SB216763,0
HT-115,Vinorelbine,LGK974,0
KP-2,Palbociclib,Ruxolitinib,0
PANC-02-03,Lapatinib,SCH772984,0
PANC-03-27,Taselisib,Erlotinib,0
LS-180,Palbociclib,MK-2206,0
HCC2157,Trametinib,NU7441,0
HT55,Trametinib,Linsitinib,0
PANC-04-03,Linsitinib,Oxaliplatin,0
COLO-678,MK-1775,Linsitinib,0
OCUB-M,Bortezomib,Docetaxel,0
